Time (s)	Range (mm)	Lumens (0dB)
0.71		146		4.19
0.99		143		4.19
1.20		138		4.18
2.04		140		4.29
2.22		139		4.29
2.38		138		4.34
2.55		140		4.35
2.76		140		4.38
2.96		142		4.38
3.20		139		4.42
3.38		140		4.42
3.56		135		4.43
3.72		138		4.42
3.89		136		4.42
4.06		142		4.42
4.22		145		4.45
4.39		140		4.45
4.55		146		4.40
4.72		148		4.37
4.88		147		4.34
5.05		152		4.27
5.23		153		4.18
5.39		158		3.41
5.57		160		2.99
5.75		159		2.96
5.92		159		2.96
6.08		159		2.96
6.25		158		2.96
6.42		157		2.96
6.58		159		2.98
6.76		156		3.01
6.93		156		3.02
7.09		158		3.07
7.26		153		3.10
7.42		156		3.18
7.58		156		3.25
7.75		155		3.36
7.93		150		3.25
8.09		147		3.15
8.25		142		3.10
8.41		138		2.88
8.60		130		2.62
8.77		126		2.42
8.93		123		2.51
9.12		112		2.64
9.28		102		2.58
9.44		99		2.51
9.60		101		2.56
9.77		100		2.34
9.94		97		2.24
10.12		99		2.16
10.28		99		2.16
10.45		97		2.06
10.62		98		1.97
10.81		97		1.90
10.98		96		1.92
11.16		98		1.90
11.34		96		1.89
11.52		98		1.89
11.70		98		1.89
11.87		96		2.06
12.03		98		2.22
12.21		98		2.24
12.38		98		2.27
12.55		95		2.26
12.72		97		2.24
12.88		96		2.24
13.05		95		2.22
13.23		99		2.22
13.39		95		2.22
13.56		96		2.22
13.72		94		2.21
13.89		97		2.21
14.05		96		2.22
14.23		95		2.22
14.39		98		2.21
14.55		97		2.21
14.72		97		2.22
14.95		96		2.24
15.12		99		2.22
15.30		97		2.24
15.51		99		2.26
15.67		98		2.26
15.89		99		2.24
16.80		96		1.95
16.98		97		1.87
17.14		94		1.81
17.33		99		1.81
17.50		97		1.81
17.67		97		1.82
17.85		97		1.82
18.02		97		1.81
18.21		97		1.79
18.37		97		1.78
18.55		98		1.76
18.76		99		1.78
18.92		97		1.76
19.09		100		1.78
19.25		98		1.79
19.42		97		1.81
19.59		96		1.81
19.75		99		1.78
19.92		97		1.79
20.08		97		1.79
20.28		99		1.81
20.47		96		1.81
20.63		94		1.81
20.80		98		1.79
20.98		99		1.79
21.15		97		1.79
21.33		98		1.79
21.50		98		1.79
21.69		97		1.78
21.86		98		1.78
22.02		96		1.79
22.19		99		1.81
22.36		95		1.84
22.53		97		1.84
22.69		96		1.97
22.87		97		2.10
23.03		97		2.19
23.20		96		2.24
23.37		96		2.26
23.55		97		2.27
23.72		96		2.30
23.89		99		2.30
24.06		98		2.32
24.24		95		2.30
24.41		99		2.30
24.58		97		2.19
24.75		98		2.00
24.92		98		2.00
25.09		97		2.00
25.27		98		2.00
25.45		96		1.95
25.62		100		1.89
25.79		95		1.84
25.95		97		1.74
26.12		94		1.65
26.28		92		1.60
26.44		91		1.63
26.61		92		1.63
26.77		92		1.63
26.94		91		1.68
27.11		93		1.71
27.28		90		1.71
27.45		92		1.71
27.62		92		1.71
27.78		91		1.71
27.95		90		1.71
28.12		91		1.71
28.29		93		1.73
28.46		92		1.73
28.63		91		1.73
28.80		92		1.73
28.96		94		1.73
29.13		92		1.73
29.30		91		1.73
29.47		92		1.73
29.64		91		1.71
29.81		93		1.70
29.99		91		1.70
30.16		92		1.70
30.32		93		1.70
30.49		92		1.70
30.65		92		1.70
30.82		91		1.70
30.99		94		1.68
31.15		92		1.66
31.32		90		1.62
31.49		96		1.66
31.66		98		1.78
31.85		98		1.98
32.02		99		2.08
32.19		98		2.03
32.36		98		2.05
32.53		97		2.08
32.70		99		2.05
32.87		101		2.03
33.03		101		2.02
33.20		98		2.02
33.36		100		2.02
33.53		98		1.98
33.70		100		2.03
33.86		99		2.08
34.03		100		2.10
34.20		98		2.11
34.37		97		2.11
34.53		95		2.13
34.70		100		2.18
34.87		98		2.21
35.03		99		2.16
35.20		97		2.22
35.36		100		2.21
35.53		98		2.22
35.70		98		2.29
35.86		100		2.30
36.03		99		2.38
36.20		99		2.38
36.37		100		2.38
36.55		98		2.38
36.72		99		2.40
36.88		100		2.42
37.05		100		2.43
37.22		100		2.43
37.39		99		2.40
37.56		98		2.03
37.73		99		1.97
37.89		100		1.97
38.07		99		1.95
38.25		97		1.94
38.43		101		1.92
38.60		99		1.90
38.77		99		1.89
38.94		99		1.89
39.11		100		1.87
39.28		101		1.89
39.45		97		1.87
39.62		101		1.86
39.79		101		1.84
39.96		99		1.76
40.14		98		1.63
40.32		97		1.54
40.49		99		1.50
40.66		100		1.49
40.82		90		1.50
40.99		95		1.50
