Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
6.39,43,44.0,43.2,43.375,43.1,17.66,-0.0732008013561316,0.021960240406857068,0.0,3.560744385057401,2.9629629629629615
7.23,43,43.666666666666664,43.6,43.25,43.2,20.1,-0.07320080135613694,1.3096454729055438,-0.3968253968253993,1.6069728862418693,2.8306878306878285
7.42,45,43.666666666666664,44.0,43.5,43.5,20.1,-0.7539682539682389,0.37656641604007746,0.0,-0.30012328556016915,-0.132275132275133
7.63,42,43.333333333333336,43.6,43.25,43.3,19.58,-1.7936999361147627,-0.7511425622880381,-1.587301587301565,-0.8736229971463795,-0.6613756613756546
7.8,42,43.0,43.0,43.375,43.2,19.2,-3.921568627450995,-0.8823529411764639,-1.960784313725505,-2.156412272511332,-1.1826953003423566
7.97,42,42.0,42.8,43.25,43.0,19.14,-0.9803921568627914,0.2941176470587834,-5.882352941176473,-2.231886906809516,-3.143479614067848
8.14,44,42.666666666666664,43.0,43.25,43.3,19.01,2.941176470588246,0.8823529411764639,3.921568627450948,-0.6535947712418467,-1.3071895424836768
8.31,43,43.0,42.6,43.0,43.3,18.56,1.9078742608154613,-0.2698412698412511,1.960784313725505,1.2895528581803053,-6.809367884367627e-15
8.49,43,43.333333333333336,42.8,43.0,43.2,17.86,-0.10893246187367822,-0.8748832866480143,1.8518518518518678,1.5800394231766763,2.5780682643427735
8.66,43,43.0,43.0,43.0,43.0,17.34,-1.907874260815447,-0.8748832866480001,-1.960784313725505,-0.03631082062455467,0.6172839506172894
8.84,42,42.666666666666664,43.0,42.625,42.9,17.09,-1.8044360149623344,-0.5413308044887088,-1.8518518518518678,-1.2737475792171533,-0.653594771241835
9.03,42,42.333333333333336,42.6,42.625,42.8,16.7,-1.8633184267859235,-1.1799105607155411,-1.7543859649122604,-1.8585429008545684,-1.8556740434965444
9.2,42,42.0,42.4,42.625,42.5,16.9,-0.20639834881322372,-0.6828345373236999,-1.960784313725505,-1.291384263520494,-1.8556740434965444
9.39,43,42.333333333333336,42.4,42.75,42.6,16.64,1.9329573934836901,0.579887218045144,1.7543859649122813,-0.045586460705152376,-0.653594771241828
9.55,43,42.666666666666664,42.4,42.625,42.7,16.13,3.925282234105751,1.1775846702317239,2.083333333333302,1.8839470929254059,0.6256449948400261
9.72,45,43.666666666666664,43.0,42.875,43.0,16.06,1.9607843137254974,0.2941176470588118,5.882352941176473,2.606341313771646,3.240024079807352
9.89,42,43.333333333333336,43.0,42.75,42.8,16.06,0.0,-0.29411764705882604,-1.9607843137254632,1.962022182610416,2.0016339869281037
10.06,44,43.666666666666664,43.4,42.875,42.9,15.36,-0.9803921568627487,0.29411764705882604,1.9607843137254632,0.32679738562091626,1.960784313725491
10.23,43,43.0,43.4,43.0,42.9,15.1,0.0,0.29411764705882604,-3.9215686274509682,-0.32679738562091626,-1.3071895424836562
10.4,44,43.666666666666664,43.6,43.25,43.0,15.36,1.9607843137254832,0.8823529411764781,3.9215686274509682,0.3267973856209115,0.6535947712418211
10.57,44,43.666666666666664,43.4,43.5,43.2,15.36,0.0,0.8823529411764639,0.0,0.6535947712418277,0.0
10.74,43,43.666666666666664,43.6,43.5,43.3,15.42,-3.9215686274509665,-0.29411764705882604,0.0,-0.6535947712418277,1.3071895424836562
10.91,40,42.333333333333336,42.8,43.125,43.1,15.36,-3.9215686274509665,-0.2941176470588118,-7.8431372549019365,-2.614379084967311,-2.6143790849673123
11.08,44,42.333333333333336,43.0,43.0,43.2,15.23,1.073232323232304,0.6071746880570004,0.0,-2.2566349772232095,-2.6143790849673123
11.24,44,42.666666666666664,43.0,43.25,43.3,15.04,3.925282234105751,-0.24844028520500672,2.083333333333302,0.3589819766290295,-1.919934640522878
11.41,43,43.666666666666664,42.8,43.125,43.1,14.4,3.025210084033617,-0.06535947712417567,5.882352941176473,2.674574880457224,2.6552287581699248
11.59,44,43.666666666666664,43.0,43.25,43.3,13.12,-1.1029411764705799,0.19199346405230244,0.0,1.949183713889596,2.6552287581699248
11.75,43,43.333333333333336,43.6,43.125,43.2,12.22,-0.12254901960784537,-0.036764705882333715,-2.083333333333302,0.5999066293183972,1.266339869281057
11.92,44,43.666666666666664,43.6,43.125,43.3,12.74,0.0,0.0,1.9607843137254632,-0.40849673202614173,-0.040849673202612756
12.09,43,43.333333333333336,43.4,43.125,43.2,12.48,0.0,-0.2941176470588118,-1.9607843137254632,-0.04084967320261512,-0.6944444444444339
12.26,44,43.666666666666664,43.6,43.625,43.2,12.29,-2.941176470588232,-0.8823529411764781,1.9607843137254632,-0.980392156862744,0.6535947712418212
12.43,40,42.333333333333336,42.8,43.125,42.9,11.84,-3.9215686274509665,0.0,-7.8431372549019365,-2.2875816993463993,-2.6143790849673123
12.6,43,42.333333333333336,42.8,43.0,43.2,11.14,-0.9803921568627629,0.5882352941176521,0.0,-2.6143790849673203,-1.960784313725491
12.77,43,42.0,42.6,43.0,43.1,11.07,1.9607843137254832,-0.5882352941176521,-1.960784313725505,-0.9803921568627487,-3.267973856209147
12.94,43,43.0,42.6,42.875,43.0,11.14,1.9607843137254974,-0.5882352941176521,5.882352941176473,0.9803921568627393,1.3071895424836562
13.11,42,42.666666666666664,42.2,42.75,42.9,11.26,-2.941176470588246,-1.17647058823529,-1.960784313725505,0.3267973856209115,0.6535947712418211
13.28,41,42.0,42.4,42.375,42.6,11.2,-2.941176470588246,-1.17647058823529,-3.9215686274509682,-1.307189542483665,0.0
13.45,42,41.666666666666664,42.2,42.25,42.5,11.39,0.0,-0.5882352941176663,-1.960784313725505,-1.9607843137254974,-2.6143790849673256
13.62,43,42.0,42.2,42.125,42.4,11.78,2.941176470588246,-0.29411764705884025,1.960784313725505,0.0,-1.307189542483656
13.79,43,42.666666666666664,42.2,42.5,42.4,11.97,1.9607843137254974,-0.5882352941176521,3.9215686274509682,1.6339869281045811,1.3071895424836562
13.96,42,42.666666666666664,42.2,42.375,42.2,11.78,0.0,0.39549910873444105,0.0,1.6339869281045811,1.9607843137254912
14.12,43,42.666666666666664,42.6,42.375,42.5,11.65,1.4210854715202004e-14,0.9659090909091219,0.0,0.6535947712418372,1.3071895424836562
14.29,43,42.666666666666664,42.8,42.375,42.5,11.71,0.9803921568627345,-1.4210854715202004e-14,0.0,0.32679738562091626,1.4802973661668753e-16
14.46,43,43.0,42.8,42.5,42.5,11.65,-0.9803921568627487,-0.5882352941176521,1.9607843137254846,0.0,0.6535947712418283
14.63,41,42.333333333333336,42.4,42.5,42.3,11.46,-2.941176470588246,-0.5882352941176663,-3.9215686274509682,-0.9803921568627535,-0.6535947712418277
14.8,42,42.0,42.4,42.5,42.3,11.2,-0.9803921568627629,0.5882352941176663,-1.960784313725505,-1.633986928104586,-1.3071895424836628
14.97,43,42.0,42.4,42.5,42.5,11.2,1.9607843137254974,0.8823529411764923,0.0,-0.6535947712418372,-1.960784313725491
15.14,43,42.666666666666664,42.4,42.5,42.6,11.2,2.9162776221599955,0.30252100840336027,3.9215686274509682,1.29888992634091,0.6535947712418212
15.32,43,43.0,42.4,42.625,42.6,11.07,-0.1089324618736498,-0.30252100840334606,1.8518518518518678,1.589376491337281,1.9244734931009457
15.49,42,42.666666666666664,42.6,42.5,42.5,11.14,0.0,0.29411764705882604,-1.960784313725505,0.9357817200954486,1.2708787218591107
15.66,44,43.0,43.0,42.625,42.7,11.07,0.9803921568627487,0.5882352941176521,1.960784313725505,0.2904865649963663,0.6172839506172897
15.83,43,43.0,43.0,42.625,42.7,11.07,-1.0732323232323324,-0.6439393939393767,0.0,-0.030946722123194565,3.7007434154171886e-16
15.99,41,42.666666666666664,42.6,42.625,42.5,11.07,-2.974598930481278,-0.9291443850267456,-2.0833333333333464,-1.0224796989502873,-0.04084967320261349
16.16,42,42.0,42.4,42.625,42.4,11.33,-4.901960784313772,-0.5882352941176521,-3.9215686274509682,-2.9832640126757943,-2.001633986928104
16.33,40,41.0,42.0,42.25,42.3,11.39,-6.862745098039213,-1.7647058823529136,-5.882352941176535,-4.913101604278087,-3.9624183006536158
16.5,37,39.666666666666664,40.6,41.5,41.8,11.33,-9.80392156862736,-3.5294117647058414,-7.843137254901896,-7.189542483660115,-5.882352941176465
16.67,36,37.666666666666664,39.2,40.625,41.1,11.33,-9.803921568627402,-4.117647058823536,-11.764705882352823,-8.823529411764659,-8.496732026143752
16.84,36,36.333333333333336,38.2,39.875,40.4,11.33,-5.949197860962613,-4.572192513369004,-7.843137254902018,-8.519013666072459,-9.15032679738558
17.0,35,35.666666666666664,36.8,38.75,39.6,11.33,-3.0971479500891377,-4.572192513368975,-4.166666666666693,-6.283422459893051,-7.924836601307177
17.17,35,35.333333333333336,35.8,37.75,38.9,11.33,-1.9607843137254832,-4.705882352941202,-1.9607843137254426,-3.6690433749257445,-4.656862745098051
17.34,35,35.0,35.4,37.0,38.0,11.2,-2.9411764705882177,-5.588235294117638,-1.9607843137255254,-2.6663695781342795,-2.6960784313725537
17.51,33,34.333333333333336,34.8,35.875,37.0,11.14,-3.9215686274509807,-5.294117647058798,-3.921568627450927,-2.941176470588227,-2.6143790849672985
17.68,33,33.666666666666664,34.2,35.0,36.2,11.14,-2.9745989304812923,-4.857397504456358,-3.921568627451051,-3.279114676173497,-3.2679738562091676
17.84,34,33.333333333333336,34.0,34.625,35.4,11.2,-2.023915626856791,-4.85739750445633,-2.083333333333302,-2.973361061596355,-3.3088235294117596
18.01,32,33.0,33.4,34.125,34.6,11.2,-1.9607843137254974,-3.8235294117646674,-1.9607843137254846,-2.319766290354527,-2.6552287581699456
18.18,32,32.666666666666664,32.8,33.625,34.1,11.2,-0.9803921568627771,-2.0588235294117965,-1.9607843137255254,-1.6550306991483552,-2.001633986928104
18.35,34,32.666666666666664,33.0,33.5,33.9,11.2,0.9803921568627771,-1.470588235294116,0.0,-0.6535947712418325,-1.30718954248367
18.52,33,33.0,33.0,33.25,33.6,11.2,1.9607843137254974,-1.4705882352941302,1.9607843137255254,0.6535947712418325,0.0
18.69,33,33.333333333333336,32.8,33.0,33.4,11.14,-0.12254901960785958,-1.2143493761140718,1.9607843137254846,0.9395424836601384,1.30718954248367
18.85,33,33.0,33.0,33.0,33.2,11.07,0.8281342840166559,-0.6439393939393767,-2.0833333333333464,0.888789859378098,0.6127450980392212
19.02,35,33.666666666666664,33.6,33.25,33.2,11.01,3.9215686274509807,0.5882352941176094,3.921568627451009,1.5423846306199256,1.266339869281049
19.19,35,34.333333333333336,33.8,33.375,33.4,11.01,3.921568627450995,1.1764705882353041,3.921568627450969,2.8904238463062106,1.919934640522877
19.36,35,35.0,34.2,33.75,33.6,10.94,0.9803921568627914,0.5882352941176805,3.921568627451009,2.9411764705882555,3.9215686274509953
19.53,34,34.666666666666664,34.4,34.0,33.6,11.01,-1.9607843137254832,0.5882352941176379,-1.9607843137254846,0.9803921568627677,1.9607843137254974
19.7,34,34.333333333333336,34.6,34.0,33.8,10.94,-2.9411764705882177,0.8823529411764497,-1.9607843137254837,-1.3071895424836366,1.3174646558885191e-14
19.87,33,33.666666666666664,34.2,34.0,33.9,11.01,-2.9411764705882177,-1.4210854715202004e-14,-3.921568627450969,-2.614379084967306,-2.6143790849673127
20.04,33,33.333333333333336,33.8,34.0,33.8,11.01,-1.0084033613445342,-0.03267973856209494,-1.9607843137254837,-2.2969187675069898,-2.6143790849673123
20.22,34,33.333333333333336,33.6,34.125,33.9,11.07,-1.4210854715202004e-14,0.26984126984127954,0.0,-1.3165266106442555,-1.9607843137254843
20.39,33,33.333333333333336,33.4,33.875,33.9,11.01,0.9803921568627629,0.29411764705884025,0.0,-0.009337068160595171,-0.6535947712418281
20.56,34,33.666666666666664,33.4,33.75,34.0,11.14,4.263256414560601e-14,-0.2941176470588118,1.9607843137254837,0.32679738562093047,0.6535947712418277
20.73,33,33.333333333333336,33.4,33.5,33.8,11.01,-0.9803921568627061,-1.1764705882352757,-1.9607843137254426,3.315866100213801e-14,1.354472090042691e-14
20.9,33,33.333333333333336,33.4,33.375,33.6,10.43,-2.1464646464646364,-1.5363190730837744,0.0,-1.0422856011091,1.354472090042691e-14
21.06,32,32.666666666666664,33.0,33.125,33.3,9.54,-1.1957813428402062,-0.9659090909091077,-4.166666666666693,-1.4408793820558496,-2.0424836601307117
21.23,34,33.0,33.2,33.25,33.3,9.15,0.9803921568627487,-0.2941176470588118,1.9607843137254846,-0.7872846108140313,-0.7352941176470692
21.4,33,33.0,33.0,33.25,33.2,9.02,0.9803921568627203,-0.29411764705882604,0.0,0.2550009902950876,-0.7352941176470692
21.57,33,33.333333333333336,33.0,33.125,33.2,9.15,0.9803921568627345,0.29411764705882604,1.9607843137254846,0.9803921568627345,1.3071895424836566
21.74,34,33.333333333333336,33.2,33.25,33.3,9.09,-0.9803921568627345,-0.2941176470588118,0.0,0.32679738562090677,0.6535947712418283
21.91,32,33.0,33.2,33.0,33.1,8.9,-0.9506833036244728,-0.5704099821746524,-1.9607843137254846,-0.31689443454149097,1.4802973661668753e-16
22.07,33,33.0,33.0,33.0,33.1,8.9,-2.852049910873504,-0.8556149732620639,0.0,-1.5943751237869037,-0.6535947712418281
22.24,31,32.0,32.6,32.75,32.8,9.22,-1.9607843137255685,-0.8823529411764923,-5.882352941176535,-1.9211725094078484,-2.61437908496734
22.41,33,32.333333333333336,32.6,32.875,32.8,9.41,-4.263256414560601e-14,-0.29411764705882604,1.9607843137254846,-1.6042780748663716,-1.3071895424836835
22.58,32,32.0,32.2,32.625,32.7,9.54,-4.263256414560601e-14,-0.29411764705882604,-1.9607843137255254,-0.6535947712418846,-1.9607843137255252
22.75,32,32.333333333333336,32.2,32.5,32.7,9.79,0.0,-0.5882352941176521,1.9607843137254846,-2.842170943040401e-14,0.6535947712418145
22.92,32,32.0,32.0,32.375,32.5,10.18,-1.9607843137254974,-1.1764705882353041,-1.9607843137254846,-0.6535947712418467,-0.6535947712418418
23.09,31,31.666666666666668,32.0,32.0,32.3,10.37,-0.950683303624487,-0.8923796791443692,-1.9607843137255045,-0.9704892057833282,-0.6535947712418348
23.25,32,31.666666666666668,31.8,32.0,32.2,10.88,-1.4210854715202004e-14,-0.8923796791443692,0.0,-0.9704892057833329,-1.307189542483663
23.42,32,31.666666666666668,31.8,31.875,32.0,11.46,1.96078431372554,-0.2941176470587976,0.0,0.33670033670034627,-0.6535947712418348
23.59,33,32.333333333333336,32.0,32.125,32.1,11.52,2.941176470588246,0.29411764705884025,3.92156862745103,1.6339869281045907,1.3071895424836766
23.76,33,32.666666666666664,32.2,32.125,32.1,11.46,1.9607843137254832,0.5882352941176379,1.9607843137254426,2.2875816993464233,1.960784313725491
23.93,33,33.0,32.6,32.25,32.3,11.58,0.9803921568627629,0.5882352941176379,1.9607843137255254,1.9607843137254974,2.6143790849673327
24.1,33,33.0,32.8,32.375,32.3,11.65,-0.9803921568627629,0.0,0.0,0.6535947712418277,1.3071895424836562
24.27,32,32.666666666666664,32.8,32.375,32.3,11.46,-0.9803921568627771,0.2941176470588118,-1.9607843137255254,-0.3267973856209257,2.220446049250313e-16
24.44,33,32.666666666666664,32.8,32.625,32.4,11.26,1.0732323232323466,0.9291443850267598,0.0,-0.29585066349773115,-0.6535947712418416
24.6,34,33.0,33.0,32.875,32.6,10.3,2.9745989304813065,1.4995543672014264,2.0833333333333464,1.022479698950292,0.040849673202607205
24.77,34,33.666666666666664,33.2,33.125,32.9,10.3,1.9607843137255117,1.1764705882353041,3.921568627451009,2.002871855813055,2.0016339869281183
24.94,33,33.666666666666664,33.2,33.125,33.0,10.88,-0.9803921568627487,0.5882352941176663,0.0,1.3183303624480232,2.0016339869281183
25.11,33,33.333333333333336,33.4,33.125,33.1,11.2,-2.941176470588232,0.0,-1.9607843137254837,-0.653594771241823,0.653594771241842
25.28,32,32.666666666666664,33.2,33.0,33.0,13.76,-0.9803921568626919,1.4210854715202004e-14,-3.921568627450969,-1.6339869281045576,-1.9607843137254841
25.45,34,33.0,33.2,33.125,33.1,14.4,-0.12254901960781694,-0.036764705882333715,1.9607843137255254,-1.3480392156862469,-1.3071895424836424
25.61,32,32.666666666666664,32.8,33.125,33.0,16.13,-0.12254901960787379,-0.32196969696970257,-2.0833333333333464,-0.4084967320261275,-1.3480392156862635
25.78,33,33.0,32.8,33.125,33.0,17.73,1.9607843137255117,0.8823529411764923,1.9607843137254846,0.5718954248366069,0.6127450980392211
25.95,35,33.333333333333336,33.2,33.25,33.3,18.18,3.921568627450938,1.470588235294116,1.9607843137255254,1.9199346405228586,0.6127450980392211
26.12,35,34.333333333333336,33.8,33.375,33.5,18.37,4.901960784313701,0.8823529411764781,5.8823529411764115,3.5947712418300504,3.2679738562091405
26.29,35,35.0,34.0,33.625,33.6,18.62,3.9215686274509665,1.1764705882352757,3.921568627451009,4.248366013071869,3.921568627450982
26.46,37,35.666666666666664,35.0,34.125,33.9,18.88,1.9607843137254406,1.470588235294116,3.921568627450927,3.594771241830036,4.575163398692783
26.63,35,35.666666666666664,35.4,34.5,34.1,19.39,0.9803921568627345,1.4705882352941018,0.0,2.2875816993463807,2.614379084967312
26.8,36,36.0,35.6,34.75,34.4,20.1,1.9607843137255117,2.64705882352942,1.9607843137254846,1.6339869281045623,1.9607843137254701
26.97,38,36.333333333333336,36.2,35.5,35.0,19.58,0.9506833036245155,2.033199643493816,1.9607843137255254,1.297286591404254,1.30718954248367
27.13,35,36.333333333333336,36.2,35.75,35.1,18.94,-1.4210854715202004e-14,1.4627896613190359,0.0,0.9704892057833376,1.30718954248367
27.3,36,36.333333333333336,36.0,35.875,35.5,17.41,-2.941176470588289,1.7647058823529278,0.0,-0.6634977223212625,0.6535947712418416
27.47,35,35.333333333333336,36.0,35.875,35.7,16.19,-1.9607843137255827,0.8823529411764781,-5.882352941176535,-1.6339869281046286,-1.9607843137255117
27.64,36,35.666666666666664,36.0,36.0,35.8,16.0,2.941176470588246,1.1764705882353041,1.9607843137254426,-0.6535947712418751,-1.3071895424836975
27.81,38,36.333333333333336,36.0,36.125,36.1,15.68,4.901960784313715,1.7647058823529278,3.921568627451051,1.9607843137254595,-1.3914795241968628e-14
27.98,38,37.333333333333336,36.6,36.5,36.4,15.81,3.9252822341057225,0.8556149732620355,5.8823529411764115,3.9228064963358946,3.9215686274509682
28.14,37,37.666666666666664,36.8,36.625,36.4,17.54,0.12254901960781694,0.5704099821747093,2.083333333333302,2.9832640126757517,3.9624183006535882
28.31,37,37.333333333333336,37.2,36.5,36.6,18.94,-2.9411764705882177,0.5882352941176805,-1.9607843137254837,0.36888492770844056,2.0016339869280766
28.48,36,36.666666666666664,37.2,36.625,36.6,19.2,-0.9803921568626919,0.0,-3.921568627450969,-1.2663398692810308,-1.2663398692810501
28.65,38,37.0,37.2,36.875,36.6,19.07,2.0239156268568195,0.9659090909090793,1.9607843137255254,-0.63255100019803,-1.3071895424836424
28.81,38,37.333333333333336,37.2,37.25,36.9,18.94,2.9745989304812497,1.5363190730837601,2.0833333333333464,1.3393741334917924,0.040849673202634364
28.98,38,38.0,37.4,37.5,37.1,18.75,-0.9803921568628624,0.5882352941176521,3.921568627450927,1.3393741334917355,2.6552287581699328
29.15,35,37.0,37.0,37.125,37.1,18.94,-3.9215686274510375,0.2941176470588118,-5.882352941176535,-0.6424539512775501,0.04084967320257945
29.32,37,36.666666666666664,37.2,37.0,37.2,19.46,-0.9506833036244728,0.28520499108735464,-1.9607843137254846,-1.9508813626461243,-1.3071895424836975
29.48,38,36.666666666666664,37.2,37.125,37.2,19.71,0.950683303624487,-0.5704099821747093,0.0,-1.3071895424836744,-2.61437908496734
29.65,36,37.0,36.8,37.0,37.0,19.9,1.9607843137254974,-0.29411764705884025,1.9607843137255254,0.6535947712418372,1.3618735768735254e-14
29.82,38,37.333333333333336,36.8,37.25,37.1,20.03,0.9803921568627345,0.5882352941176521,1.9607843137254846,1.2972865914042397,1.30718954248367
29.99,38,37.333333333333336,37.4,37.25,37.2,20.03,2.1464646464646364,0.9291443850267314,0.0,1.6958803723509561,1.30718954248367
30.15,38,38.0,37.6,37.25,37.4,20.1,1.1957813428401494,0.3587344028520363,4.166666666666648,1.44087938205584,2.0424836601307113
30.32,37,37.666666666666664,37.4,37.125,37.3,20.03,4.263256414560601e-14,1.4210854715202004e-14,-1.9607843137254846,1.1140819964349429,0.7352941176470545
30.49,39,38.0,38.0,37.625,37.4,20.03,-0.9803921568626635,-0.2941176470587834,1.9607843137255254,0.07179639532584285,1.3888888888888964
30.66,36,37.333333333333336,37.6,37.5,37.2,19.97,-1.9607843137254406,2.842170943040401e-14,-3.921568627450927,-0.9803921568626871,-1.3071895424836286
30.83,37,37.333333333333336,37.4,37.375,37.4,20.03,0.0,1.1764705882353041,0.0,-0.9803921568627013,-0.6535947712418005
31.0,39,37.333333333333336,37.6,37.75,37.6,20.03,4.292929292929301,1.214349376114086,0.0,0.7773816597346203,-1.3071895424836424
31.16,40,38.666666666666664,38.2,38.0,37.8,20.03,6.194295900178261,1.4995543672014406,8.333333333333297,3.4957417310358543,2.7777777777777657
31.33,39,39.333333333333336,38.2,38.125,38.1,20.03,1.96078431372554,1.1764705882353184,3.921568627451051,4.149336502277701,4.084967320261449
31.5,39,39.333333333333336,38.8,38.25,38.2,20.16,-0.9803921568627487,0.5882352941176237,0.0,2.3915626856803507,4.084967320261449
31.67,39,39.0,39.2,38.5,38.3,20.1,-2.0239156268568337,0.285204991087312,-1.9607843137254846,-0.3478411566646808,0.6535947712418556
31.83,38,38.666666666666664,39.0,38.375,38.3,20.16,-2.9745989304812497,0.0,-2.0833333333333925,-1.9929689047336108,-1.3480392156862921
32.0,37,38.0,38.4,38.5,38.3,20.29,-1.960784313725469,0.0,-3.921568627450927,-2.3197662903545173,-2.6552287581699345
32.17,39,38.0,38.4,38.75,38.3,20.42,1.960784313725469,1.1764705882353041,0.0,-0.9915329768270832,-2.001633986928106
32.34,40,38.666666666666664,38.6,38.875,38.7,20.54,4.901960784313815,2.0588235294117823,3.921568627450927,1.6339869281046049,4.440892098500626e-16
32.51,40,39.666666666666664,38.8,38.875,39.0,20.54,3.9215686274511086,1.1764705882353184,5.8823529411766575,3.5947712418301307,3.2679738562091956
32.68,40,40.0,39.2,39.0,39.1,20.54,-0.9803921568627203,-0.29411764705882604,1.9607843137254846,2.614379084967401,3.9215686274510237
32.85,38,39.333333333333336,39.4,38.875,38.9,20.48,-2.974598930481278,-0.5704099821746951,-3.921568627450927,-0.011140819964296611,1.3071895424837392
33.01,39,39.0,39.4,38.875,38.9,20.54,-1.0732323232323608,0.28520499108735464,-2.0833333333333925,-1.6760744701921197,-1.3480392156862777
33.18,40,39.0,39.4,39.125,39.0,20.42,0.9803921568627487,0.29411764705882604,0.0,-1.0224796989502967,-2.001633986928106
33.35,39,39.333333333333336,39.2,39.375,39.0,20.29,0.0,0.0,1.9607843137254846,-0.03094672212320404,-0.040849673202635405
33.52,38,39.0,38.8,39.25,39.0,20.42,-2.941176470588303,0.29411764705884025,-1.9607843137254846,-0.6535947712418514,5.921189464667501e-16
33.69,38,38.333333333333336,38.8,39.0,39.1,20.48,-2.974598930481335,-0.03676470588230529,-3.9215686274510912,-1.9719251336898793,-1.3071895424836966
33.85,38,38.0,38.6,38.75,39.0,20.35,-0.12254901960781694,-0.6071746880570288,-2.0833333333333,-2.012774806892485,-2.655228758169958
