Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
15.94,41,41.0,40.8,40.75,41.0,7.74,-2.2939068100358497,-1.6370967741935374,0.0,0.3009259259259238,1.4351851851851845
16.09,39,40.333333333333336,40.6,40.5,40.7,7.74,-3.2802287581699403,-1.61397058823529,-4.444444444444418,-1.5108229671797062,-0.7870370370370253
16.26,40,40.0,40.4,40.375,40.5,7.74,-0.9506833036244302,-0.5704099821746809,-1.9607843137254846,-2.174939623943407,-2.135076252723302
16.42,41,40.0,40.4,40.5,40.5,7.74,4.1666666666668135,0.6250000000000426,0.0,-0.02141513170918567,-2.135076252723302
16.58,43,41.333333333333336,40.8,40.875,40.7,7.81,6.2500000000000995,1.2499999999999858,8.333333333333526,3.1553277876808274,2.1241830065360126
16.74,42,42.0,41.0,41.0,40.9,7.81,-1.4247311827956253,-0.08333333333331439,4.166666666666648,2.997311827957096,4.166666666666724
16.89,38,41.0,40.8,40.625,40.7,7.81,-3.636363636363555,-0.2222222222221859,-6.666666666666572,0.3963017269469731,1.9444444444445328
17.07,43,41.0,41.4,40.875,40.9,7.87,-2.842170943040401e-14,0.868686868686865,0.0,-1.6870316063864028,-0.8333333333333091
17.22,42,41.0,41.6,41.0,41.0,7.81,3.024193548387089,0.34408602150539025,0.0,-0.2040566959921648,-2.2222222222221917
17.38,41,42.0,41.2,41.25,41.0,7.81,1.0416666666666856,0.0,6.249999999999995,1.3552867383512488,2.0833333333333304
17.54,41,41.333333333333336,41.0,41.375,41.0,7.81,-6.25,-0.3125,-4.166666666666648,-0.7280465949820751,0.6944444444444476
17.7,38,40.0,41.0,41.0,40.9,7.74,-5.243612596553788,-0.3219696969697168,-8.333333333333341,-3.483981976629034,-2.0833333333333326
17.87,40,39.666666666666664,40.4,40.625,40.9,7.74,-2.0239156268567626,-0.32196969696968836,-1.9607843137254846,-4.50584274113685,-4.820261437908493
18.03,40,39.333333333333336,40.0,40.375,40.8,7.74,-1.0080645161289965,-2.022849462365599,-2.083333333333302,-2.758530913179849,-4.125816993464044
18.18,38,39.333333333333336,39.4,40.375,40.3,7.74,0.9191176470587834,-2.046568627450995,0.0,-0.7042874986423252,-1.3480392156862635
18.35,41,39.666666666666664,39.4,40.125,40.2,7.74,0.9191176470588118,0.43259803921571915,1.9607843137254426,0.2767235926628662,-0.040849673202621194
18.5,40,39.666666666666664,39.8,39.875,40.4,7.74,1.6835016835016887,-0.030303030303016953,0.0,1.1739123258730946,0.6535947712418128
18.68,40,40.333333333333336,39.8,39.75,40.1,7.74,-3.1649831649832265,-2.575757575757592,3.7037037037037357,-0.187454611474242,1.8881626724763914
18.83,37,39.0,39.2,39.25,39.6,7.74,-4.587813620071756,-2.0228494623656132,-8.888888888888989,-2.0230983671844314,-1.728395061728419
18.99,40,39.0,39.6,39.5,39.5,7.74,1.0416666666666714,-0.3125,0.0,-2.2370433727961037,-1.728395061728419
19.15,41,39.333333333333336,39.6,39.625,39.5,7.74,4.4489247311827285,0.6881720430107521,2.0833333333333464,0.3009259259258812,-2.268518518518549
19.3,40,40.333333333333336,39.6,39.625,39.7,7.74,4.478114478114378,0.979797979797965,6.666666666666572,3.3229019586545925,2.916666666666638
19.48,41,40.666666666666664,39.8,40.0,39.8,7.74,-1.5824915824916275,-0.11111111111114269,1.8518518518518285,2.448182542268493,3.533950617283914
19.63,39,40.0,40.2,39.75,39.7,7.74,-1.285842293906839,0.5631720430107521,-4.44444444444447,0.5365935339053038,1.3580246913579754
19.79,41,40.333333333333336,40.4,39.875,40.0,7.74,1.0416666666666856,0.9374999999999858,2.0833333333333464,-0.6088890699105937,-0.1697530864197665
19.95,41,40.333333333333336,40.4,40.0,40.0,7.81,1.1469534050178822,0.0,0.0,0.3009259259259096,-0.7870370370370426
