Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
4.35,46,45.666666666666664,45.0,44.5,44.4,10.94,1.1469534050178822,1.2930107526881613,2.2222222222221983,3.479721311789613,4.131263616557734
4.51,45,45.666666666666664,45.4,44.75,44.6,10.94,-1.0416666666666572,0.625,0.0,1.4254778972520796,2.824074074074064
4.67,45,45.333333333333336,45.4,44.75,44.6,10.88,-1.073232323232304,0.8556149732620213,-2.083333333333302,-0.322648528293693,0.0462962962962988
4.84,46,45.333333333333336,45.6,45.125,44.9,10.94,-1.1805555555555713,0.4730392156862422,0.0,-1.0984848484848442,-0.694444444444434
4.99,44,45.0,45.2,45.25,44.8,10.94,-2.155017921146964,-0.04166666666665719,-2.2222222222222325,-1.469601933311613,-1.435185185185178
5.15,44,44.666666666666664,44.8,45.125,44.9,10.94,-2.1550179211469356,0.9905913978494993,-2.0833333333333464,-1.8301971326164903,-1.435185185185193
5.3,45,44.333333333333336,44.8,45.125,45.1,10.94,0.8691756272401392,0.9905913978494709,-2.2222222222221983,-1.1469534050179202,-2.1759259259259256
5.46,46,45.0,45.0,45.125,45.2,10.94,4.166666666666657,0.6249999999999716,4.166666666666648,0.9602747909199536,-0.046296296296298646
5.62,46,45.666666666666664,45.0,45.125,45.3,10.94,3.125,0.3124999999999716,4.166666666666648,2.7202807646355986,2.0370370370370328
5.78,46,46.0,45.4,45.25,45.3,10.94,-0.13888888888888573,-0.34408602150537604,2.0833333333333464,2.3842592592592573,3.4722222222222143
5.93,45,45.666666666666664,45.6,45.25,45.2,10.94,-0.13888888888894257,0.2607526881720048,-2.222222222222246,0.9490740740740572,1.3425925925925828
6.09,47,46.0,46.0,45.375,45.4,10.94,2.083333333333343,1.25,2.0833333333333464,0.6018518518518382,0.6481481481481488
6.25,47,46.333333333333336,46.2,45.75,45.6,10.94,3.3019713261648747,0.9489247311827853,2.0833333333333464,1.7488052568697583,0.6481481481481488
6.4,47,47.0,46.4,46.125,45.7,11.01,2.3611111111111,1.1813725490196276,4.444444444444418,2.582138590203106,2.8703703703703702
6.57,47,47.0,46.6,46.375,46.0,11.01,0.0,1.8897058823529278,0.0,1.8876941457586582,2.1759259259259216
6.72,47,47.0,47.0,46.5,46.3,11.01,2.01612903225805,2.2419354838709467,0.0,1.4590800477897166,1.4814814814814727
6.88,49,47.666666666666664,47.4,46.875,46.7,11.01,0.8691756272401392,1.209677419354847,4.166666666666648,0.9617682198327296,1.3888888888888828
7.03,46,47.333333333333336,47.2,46.875,46.7,11.01,-3.333333333333343,-0.3333333333333144,-2.2222222222221855,-0.1493428912783846,0.6481481481481542
7.18,45,46.666666666666664,46.8,46.875,46.6,11.01,-5.118464052287607,-0.3541666666666572,-4.444444444444492,-2.527540586126937,-0.8333333333333429
7.35,46,45.666666666666664,46.6,46.75,46.6,10.94,-2.8520499108734327,0.3219696969697168,-5.882352941176473,-3.7679490988314606,-4.183006535947716
7.51,46,45.666666666666664,46.4,46.625,46.7,10.94,1.1469534050179107,-0.04166666666665719,0.0,-2.2745201860477096,-3.4422657952069877
7.66,46,46.0,45.8,46.5,46.6,11.01,1.146953405017939,-0.6465053763440665,2.2222222222222325,-0.18604770027919434,-1.2200435729847465
7.82,46,46.0,45.8,46.375,46.5,11.01,2.842170943040401e-14,-0.6465053763440665,0.0,0.7646356033452927,0.7407407407407444
7.97,46,46.0,46.0,46.25,46.4,11.01,2.0161290322580214,-0.041666666666685614,0.0,1.0543608124253296,0.7407407407407444
8.13,48,46.666666666666664,46.4,46.125,46.5,11.01,3.163082437275989,0.30241935483871885,4.166666666666625,1.726403823178013,1.388888888888875
8.28,47,47.0,46.6,46.25,46.5,11.01,1.146953405017939,-0.9072580645160713,2.222222222222259,2.10872162485065,2.129629629629628
8.44,46,47.0,46.6,46.375,46.2,11.01,-1.9013666072489457,-0.9659090909090651,0.0,0.8028897450149941,2.129629629629628
8.61,46,46.333333333333336,46.6,46.375,46.2,11.01,-2.974598930481278,0.32196969696968836,-3.9215686274509682,-1.2430040442374282,-0.5664488017429031
8.77,46,46.0,46.6,46.375,46.3,11.01,-1.1029411764705799,0.33088235294115975,-2.0833333333333464,-1.9929689047336012,-2.001633986928105
8.95,46,46.0,46.2,46.375,46.3,11.01,1.1029411764705799,0.3308823529411882,0.0,-0.9915329768270927,-2.001633986928105
9.11,47,46.333333333333336,46.2,46.5,46.4,11.01,1.0416666666666572,0.3125,2.0833333333333464,0.34722222222221905,0.0
9.27,46,46.333333333333336,46.2,46.5,46.4,11.01,0.0,0.0,0.0,0.7148692810457457,0.6944444444444487
9.43,46,46.333333333333336,46.2,46.25,46.4,11.01,0.0,0.3125000000000284,0.0,0.34722222222221905,0.6944444444444487
9.59,47,46.333333333333336,46.4,46.25,46.5,11.01,3.125,0.6250000000000284,0.0,1.0416666666666667,0.0
9.75,49,47.333333333333336,47.0,46.625,46.6,11.01,4.1703802733214275,0.32196969696968836,6.249999999999995,2.431793424440476,2.0833333333333317
9.92,47,47.666666666666664,47.0,46.75,46.6,11.01,0.9506833036244586,0.3219696969697168,1.9607843137254632,2.748687858981962,2.736928104575153
10.08,47,47.666666666666664,47.2,46.875,46.7,11.01,-4.166666666666657,0.0,0.0,0.31813230342640963,2.736928104575153
10.24,45,46.333333333333336,47.0,46.75,46.6,11.01,-4.166666666666657,0.0,-8.333333333333297,-2.460883343236285,-2.124183006535944
10.4,47,46.333333333333336,47.0,46.75,46.7,11.01,0.0,0.6249999999999716,0.0,-2.7777777777777715,-2.7777777777777657
10.56,47,46.333333333333336,46.6,46.875,46.8,11.01,0.8714596949891131,0.06944444444444287,0.0,-1.0984023238925147,-2.7777777777777657
10.74,46,46.666666666666664,46.4,46.875,46.7,11.01,-1.3344226579521035,-0.5923202614378908,1.8518518518518285,-0.1543209876543301,0.617283950617276
10.9,45,46.0,46.0,46.625,46.6,11.07,-4.310035842293871,-0.6465053763440949,-4.166666666666648,-1.5909996017522872,-0.7716049382716067
11.05,45,45.333333333333336,46.0,46.125,46.5,11.07,-2.2939068100358213,-0.6465053763440949,-4.444444444444418,-2.646121770093932,-2.2530864197530796
11.21,46,45.333333333333336,45.8,46.0,46.4,11.14,0.0,-1.5625,0.0,-2.201314217443231,-2.8703703703703556
11.37,45,45.333333333333336,45.4,45.75,46.0,11.14,0.0,-1.8582887700534911,0.0,-0.7646356033452738,-1.4814814814814727
11.54,45,45.333333333333336,45.2,45.75,45.8,11.14,-1.1805555555555713,-1.259803921568647,0.0,-0.39351851851852376,0.0
11.69,45,45.0,45.2,45.5,45.6,11.07,-0.13888888888888573,-0.3857526881720048,-2.2222222222222325,-0.43981481481481904,-0.7407407407407441
11.85,46,45.333333333333336,45.4,45.375,45.7,11.07,3.125,0.3125,2.0833333333333464,0.6018518518518476,-0.04629629629629539
12.01,47,46.0,45.6,45.5,45.7,11.14,4.166666666666657,0.0,4.166666666666648,2.3842592592592573,1.3425925925925875
12.17,47,46.666666666666664,46.0,45.75,45.7,11.14,2.1464646464646364,0.0,4.166666666666648,3.1460437710437645,3.4722222222222143
12.34,46,46.666666666666664,46.2,45.875,45.7,11.14,-2.361111111111086,0.0,0.0,1.3173400673400693,2.7777777777777657
12.49,45,46.0,46.2,45.75,45.7,11.14,-2.2939068100358213,0.6048387096774093,-4.444444444444418,-0.8361844248940903,-0.0925925925925899
12.65,47,46.0,46.4,46.0,45.9,11.14,1.0416666666666572,0.9375,0.0,-1.2044504181600832,-1.4814814814814727
12.81,47,46.333333333333336,46.4,46.25,46.0,11.2,2.1550179211469356,0.6465053763440949,2.0833333333333464,0.3009259259259238,-0.7870370370370239
12.96,46,46.666666666666664,46.2,46.375,46.1,11.2,1.1805555555555287,0.9056372549019613,2.2222222222221855,1.4590800477897072,1.4351851851851773
13.13,47,46.666666666666664,46.4,46.5,46.3,11.2,-2.842170943040401e-14,1.2143493761140576,0.0,1.1118578255674787,1.4351851851851773
13.29,47,46.666666666666664,46.8,46.5,46.5,11.2,-1.0416666666666572,0.3125,0.0,0.046296296296281035,0.7407407407407286
13.45,45,46.333333333333336,46.4,46.25,46.4,11.26,-1.008064516129025,-0.30241935483871885,-2.083333333333302,-0.6832437275985702,-0.6944444444444339
13.6,47,46.333333333333336,46.4,46.375,46.4,11.26,-1.008064516129025,-0.30241935483871885,0.0,-1.0192652329749023,-0.6944444444444339
13.76,46,46.0,46.4,46.5,46.3,11.26,0.8281342840166417,-0.036764705882347926,-2.0833333333333464,-0.39599824941380274,-1.3888888888888828
13.93,47,46.666666666666664,46.4,46.5,46.4,11.26,-0.2450980392156623,0.28520499108736885,3.9215686274509682,-0.14167609044268184,0.6127450980392073
14.09,45,46.0,46.0,46.25,46.4,11.26,-1.0416666666666572,0.0,-4.166666666666648,-0.15287680728855926,-0.7761437908496754
14.25,47,46.333333333333336,46.4,46.375,46.4,11.26,3.3019713261648747,0.6881720430107521,2.0833333333333464,0.671735540094185,0.6127450980392221
14.4,49,47.0,46.8,46.625,46.6,11.26,5.318100358422953,1.2930107526881613,4.444444444444418,2.5261350059737233,0.7870370370370386
14.56,48,48.0,47.2,46.75,46.8,11.2,4.170380273321456,0.9291443850267171,6.249999999999995,4.263483985969761,4.259259259259253
14.73,48,48.333333333333336,47.4,47.125,46.9,11.07,-1.1957813428401778,0.28520499108736885,1.960784313725505,2.7642330963014103,4.218409586056639
14.89,47,47.666666666666664,47.8,47.125,46.9,10.94,-1.0416666666666572,1.25,-4.166666666666693,0.6443107546048736,1.3480392156862688
15.05,49,48.0,48.2,47.5,47.3,10.94,-0.13888888888891415,1.209677419354847,2.0833333333333464,-0.7921122994652497,-0.040849673202613936
15.2,47,47.666666666666664,47.8,47.5,47.3,11.01,-0.13888888888891415,0.6048387096774093,-2.222222222222259,-0.4398148148148285,-1.435185185185202
15.36,48,48.0,47.8,47.875,47.5,10.88,0.12254901960784537,0.9291443850267456,2.0833333333333464,-0.05174291938999431,0.6481481481481444
15.53,48,47.666666666666664,47.8,48.0,47.6,10.82,1.1957813428401778,1.5730837789661223,-1.960784313725505,0.39314715785303633,-0.6998910675381395
15.69,49,48.333333333333336,48.2,48.0,48.0,10.75,2.083333333333343,1.5625,4.166666666666693,1.1338878985937886,1.4297385620915113
15.85,48,48.333333333333336,48.0,48.0,48.1,10.69,0.0,-0.041666666666685614,0.0,1.0930382253911735,0.7352941176470624
16.0,48,48.333333333333336,48.2,48.0,48.0,10.62,-2.0161290322580783,-0.6465053763440665,0.0,0.022401433691754846,1.3888888888888975
16.16,47,47.666666666666664,48.0,48.0,47.9,10.62,-3.097147950089152,-0.6071746880570572,-4.166666666666693,-1.70442566078241,-1.3888888888888975
16.33,47,47.333333333333336,47.8,47.75,47.8,10.62,-2.023915626856791,-0.28520499108734043,-1.9607843137254837,-2.379064203068007,-2.0424836601307255
16.49,47,47.0,47.4,47.75,47.8,10.56,-1.0416666666666572,-0.6249999999999716,-2.0833333333333464,-2.0542434145375332,-2.736928104575174
16.65,47,47.0,47.2,47.625,47.6,10.56,1.1469534050179107,-0.26075268817203323,0.0,-0.6395429628351792,-1.3480392156862766
16.8,48,47.333333333333336,47.2,47.625,47.7,10.5,0.1388888888888289,-0.26075268817206165,2.2222222222222063,0.08139187574669411,0.04629629629628681
16.96,46,47.0,47.0,47.25,47.5,10.62,-2.023915626856848,-1.2143493761141144,-2.0833333333333464,-0.24602444431670278,0.04629629629628681
17.13,46,46.666666666666664,46.8,47.0,47.3,10.75,-3.0971479500891235,-1.5363190730837744,-1.9607843137255254,-1.6607248960190475,-0.607298474945555
17.29,46,46.0,46.6,46.75,47.0,10.75,1.0416666666666856,-0.6249999999999716,-4.166666666666648,-1.3597989700930952,-2.7369281045751728
17.45,49,47.0,47.0,47.0,47.1,10.69,5.208333333333314,0.3125,6.249999999999995,1.0509506833036255,0.04084967320260743
17.61,48,47.666666666666664,47.0,47.125,47.1,10.62,3.125,0.0,4.166666666666648,3.125,2.083333333333332
17.77,47,48.0,47.2,47.125,47.1,10.43,-0.6399782135076038,0.0,2.0833333333333464,2.5644517066085704,4.166666666666663
17.95,47,47.333333333333336,47.4,47.125,47.1,10.3,-3.948801742919386,-0.3308823529411882,-3.7037037037036966,-0.48792665214232994,0.8487654320987664
18.11,46,46.666666666666664,47.4,46.875,47.0,10.24,-3.125,-0.6250000000000284,-4.166666666666693,-2.5712599854756633,-1.9290123456790138
18.27,46,46.333333333333336,46.8,46.875,46.9,10.18,0.0,-0.3125000000000284,-2.083333333333302,-2.357933914306462,-3.3179012345678967
18.43,48,46.666666666666664,46.8,47.125,46.9,9.92,0.0,-0.3125,2.083333333333302,-1.0416666666666667,-1.388888888888897
18.59,45,46.333333333333336,46.4,47.0,46.8,9.86,1.778817587641072,0.5336452762923329,-2.083333333333302,0.5929391958803573,-0.6944444444444334
18.76,49,47.333333333333336,46.8,47.0,47.1,9.66,1.7788175876411003,1.1775846702317665,5.8823529411764115,1.185878391760724,1.960784313725471
18.92,47,47.0,47.0,46.875,47.2,9.28,5.684341886080802e-14,-0.6250000000000284,-2.0833333333333464,1.185878391760743,0.5718954248365883
19.08,46,47.333333333333336,47.0,46.75,46.9,8.58,-2.0833333333332575,-1.5625000000000284,2.0833333333333925,-0.10150524856403347,1.9607843137254866
19.24,46,46.333333333333336,46.6,46.625,46.7,8.38,-4.166666666666657,-0.9374999999999716,-6.249999999999995,-2.083333333333286,-2.0833333333333157
19.4,46,46.0,46.8,46.625,46.6,8.51,-0.23148148148146674,-0.33088235294117396,-2.0833333333333464,-2.1604938271604603,-2.0833333333333157
19.58,47,46.333333333333336,46.4,46.75,46.6,8.58,1.974400871459693,0.33088235294115975,1.8518518518518678,-0.8079157588961436,-2.1604938271604905
19.74,47,46.666666666666664,46.4,46.625,46.7,8.64,0.0,0.0,2.083333333333302,0.5809731299927421,0.6172839506172751
19.9,45,46.333333333333336,46.2,46.625,46.6,9.02,-1.0416666666666572,-0.625,-2.083333333333302,0.3109114015976786,0.6172839506172899
20.06,47,46.333333333333336,46.4,46.375,46.5,9.79,0.0,0.3125,0.0,-0.34722222222221905,6.661338147750939e-16
20.22,47,46.333333333333336,46.6,46.375,46.7,10.5,1.1469534050179107,-0.427419354838662,0.0,0.03509557945041782,-0.6944444444444334
20.37,46,46.666666666666664,46.4,46.375,46.4,11.2,2.155017921146907,-0.7298387096774377,2.2222222222221593,1.100657108721606,0.7407407407407204
20.53,48,47.0,46.6,46.625,46.5,11.78,-3.125,-0.6249999999999716,2.0833333333333464,0.05899044205493927,1.4351851851851691
20.69,43,45.666666666666664,46.2,46.25,46.2,11.58,-4.032258064516128,-0.9072580645161281,-8.333333333333341,-1.6674133811230736,-1.3425925925926112
20.84,46,45.666666666666664,46.0,46.125,46.2,11.01,-5.040322580645096,-0.9072580645161281,0.0,-4.065860215053742,-2.083333333333331
21.0,43,44.0,45.2,45.625,45.9,10.5,-4.166666666666657,-1.875,-10.416666666666643,-4.4130824372759605,-6.249999999999994
21.16,44,44.333333333333336,44.8,45.5,45.6,9.66,-1.2858422939068532,-1.9395161290322562,2.0833333333333464,-3.4976105137395357,-2.777777777777765
21.31,44,43.666666666666664,44.0,45.125,45.3,9.02,0.7302867383511966,-0.7298387096774661,-4.444444444444518,-1.5740740740741046,-4.259259259259271
21.47,46,44.666666666666664,44.6,45.0,45.4,8.7,5.208333333333343,0.0,6.249999999999995,1.5509259259258954,1.2962962962962745
21.63,46,45.333333333333336,44.6,45.0,45.3,8.58,4.047831253713568,-0.6071746880570572,4.166666666666693,3.3288171084660356,1.9907407407407234
21.8,46,46.0,45.2,44.75,45.2,8.58,0.8281342840165848,-0.6071746880570288,3.921568627450927,3.361432957021165,4.7794117647058725
21.96,45,45.666666666666664,45.4,45.0,45.1,8.64,-3.125,-1.5625,-2.0833333333333464,0.5836551792433843,2.0016339869280917
22.12,44,45.0,45.4,44.75,44.7,8.7,-3.125,-0.625,-4.166666666666648,-1.8072885719944718,-0.7761437908496885
22.28,45,44.666666666666664,45.2,45.0,44.9,8.83,2.0833333333333144,1.25,-2.0833333333333464,-1.3888888888888953,-2.77777777777778
22.44,48,45.666666666666664,45.6,45.5,45.1,9.41,5.121063576945929,1.4995543672014406,6.249999999999995,1.359798970093081,5.921189464667501e-16
22.61,46,46.333333333333336,45.6,45.75,45.4,10.56,1.9013666072490025,1.1775846702317665,3.921568627451051,3.0352545058427487,2.6960784313725674
22.77,45,46.333333333333336,45.6,45.625,45.5,10.75,-2.083333333333343,0.9375,0.0,1.6463656169538627,3.390522875817016
22.93,46,45.666666666666664,46.0,45.625,45.7,10.5,-2.0161290322580783,0.6048387096774093,-4.166666666666693,-0.7326985861141395,-0.08169934640521308
23.08,46,45.666666666666664,46.2,45.625,45.7,10.3,-1.0080645161289965,-0.6048387096774093,0.0,-1.7025089605734725,-1.3888888888888966
23.24,44,45.333333333333336,45.4,45.5,45.5,9.98,-0.12254901960787379,-0.3587344028520647,-2.083333333333302,-1.0489141893316496,-2.083333333333331
23.41,47,45.666666666666664,45.6,45.875,45.6,9.47,-0.12254901960784537,0.28520499108736885,1.9607843137254426,-0.41772085178157187,-0.04084967320261897
23.57,45,45.333333333333336,45.6,45.875,45.6,9.15,-0.12254901960784537,0.28520499108734043,-2.083333333333302,-0.12254901960785484,-0.735294117647053
23.74,45,45.666666666666664,45.4,45.5,45.7,9.09,-1.1957813428401494,0.28520499108734043,1.9607843137254837,-0.4802931273519467,0.612745098039209
23.9,45,45.0,45.2,45.375,45.7,9.34,-3.125,-1.2500000000000284,-4.166666666666648,-1.4811101208159982,-1.4297385620914882
24.06,44,44.666666666666664,45.2,45.25,45.3,9.66,-1.974400871459693,-1.846405228758158,-2.0833333333333464,-2.098394071433281,-1.4297385620915029
24.24,44,44.333333333333336,44.6,45.0,45.1,9.92,-1.974400871459693,-0.853758169934622,-1.8518518518518285,-2.357933914306462,-2.700617283950607
24.4,44,44.0,44.4,44.75,45.0,9.98,0.0,-0.625,-2.0833333333333464,-1.3162672476397954,-2.006172839506173
24.56,45,44.333333333333336,44.4,44.875,44.9,10.05,2.0833333333333144,-0.6250000000000284,2.0833333333333464,0.03631082062454046,-0.6172839506172755
24.72,45,44.666666666666664,44.4,44.625,44.8,10.18,2.083333333333343,0.0,2.083333333333302,1.3888888888888857,0.6944444444444348
24.88,45,45.0,44.6,44.625,44.9,10.43,2.023915626856791,0.036764705882347926,2.0833333333333464,2.063527431174483,2.083333333333332
25.05,46,45.333333333333336,45.0,44.75,44.8,11.65,-0.9803921568628198,-0.8823529411764923,1.9607843137254846,1.0422856011091046,2.0424836601307117
25.22,43,44.666666666666664,44.8,44.5,44.6,12.22,1.3183303624479663,0.39549910873441263,-3.921568627451051,0.7872846108139792,0.040849673202594104
25.38,48,45.666666666666664,45.4,45.0,44.9,11.84,0.0,0.3125,6.249999999999995,0.11264606852838217,1.4297385620914769
25.54,43,44.666666666666664,45.0,44.875,44.7,11.26,-1.0416666666666572,-0.3125000000000284,-6.249999999999995,0.09222123192710303,-1.3071895424836828
25.7,45,45.333333333333336,45.0,45.0,44.8,10.94,-1.6562685680332265,0.32196969696967415,4.166666666666693,-0.8993117448999612,1.3888888888888982
25.87,44,44.0,44.6,44.875,44.8,10.37,-1.656268568033198,0.3219696969697168,-7.843137254901896,-1.451401267577694,-3.308823529411732
26.03,45,44.666666666666664,45.0,44.875,44.9,9.79,2.0833333333333144,0.3125000000000284,4.166666666666648,-0.40973460091103675,0.1633986928104824
26.19,45,44.666666666666664,44.4,44.875,44.9,9.66,0.0,-0.3125000000000284,0.0,0.14235492176670542,-1.2254901960784153
26.35,44,44.666666666666664,44.6,44.625,44.8,9.66,-1.146953405017939,-0.6465053763440949,0.0,0.31212664277179175,1.3888888888888833
26.5,44,44.333333333333336,44.4,44.75,44.7,9.41,-3.018790849673195,-1.1813725490195992,-2.2222222222222117,-1.388581418230378,-0.7407407407407366
26.67,43,43.666666666666664,44.2,44.125,44.4,9.22,-0.8281342840165564,-0.21167557932261616,-3.921568627450969,-1.66462617956923,-2.047930283224393
26.83,45,44.0,44.2,44.375,44.6,8.96,2.842170943040401e-14,-0.9374999999999432,2.0833333333333925,-1.2823083778965743,-1.353485838779929
26.99,43,43.666666666666664,43.8,44.125,44.1,8.77,1.2858422939067964,-0.8239247311828137,-2.0833333333333464,0.15256933663008945,-1.3071895424836404
27.14,45,44.333333333333336,44.0,44.25,44.3,8.58,1.285842293906768,0.38575268817203323,4.444444444444413,0.8572281959378643,1.481481481481487
27.3,44,44.0,44.0,44.125,44.2,8.51,1.7788175876411572,0.24844028520500672,-2.0833333333333464,1.4501673918182405,0.09259259259257391
27.47,46,45.0,44.6,44.25,44.4,8.51,3.937908496732092,0.9056372549019898,5.882352941176535,2.3341894594266726,2.747821350762534
27.62,46,45.333333333333336,44.8,44.5,44.5,8.58,2.1550179211469356,0.34408602150537604,2.2222222222222063,2.6239146685067283,2.007080610021799
27.78,45,45.666666666666664,45.2,44.625,44.5,8.58,1.0416666666666572,0.625,2.083333333333302,2.3781976948485615,3.395969498910682
27.94,46,45.666666666666664,45.4,45.0,44.7,8.64,-2.0833333333333144,0.625,0.0,0.3711170848267595,1.4351851851851702
28.1,44,45.0,45.4,44.875,44.7,8.7,-1.1957813428401494,0.8556149732620355,-4.166666666666648,-0.7458160031689355,-0.6944444444444479
28.27,46,45.333333333333336,45.4,45.25,45.0,8.7,0.9191176470588687,1.1813725490196418,1.9607843137255254,-0.7866656763715317,-0.7352941176470401
28.42,46,45.333333333333336,45.4,45.375,45.1,8.7,1.0080645161290818,0.9489247311828422,0.0,0.24380027344926702,-0.7352941176470401
28.58,45,45.666666666666664,45.4,45.5,45.3,8.77,2.842170943040401e-14,0.625,2.083333333333348,0.642394054395993,1.348039215686292
28.74,45,45.333333333333336,45.2,45.375,45.3,8.9,-3.301971326164818,0.0,-2.083333333333302,-0.7646356033452358,1.6135241291218943e-14
28.89,44,44.666666666666664,45.2,45.125,45.3,8.96,-3.2659932659932167,-0.505050505050491,-4.444444444444413,-2.189321530719335,-1.481481481481455
29.07,44,44.333333333333336,44.8,45.0,45.1,8.96,-3.265993265993302,-1.5959595959596413,-1.8518518518518285,-3.277985952717112,-2.7932098765431803
29.22,43,43.666666666666664,44.2,44.625,44.8,8.96,-0.2777777777778283,-0.7298387096774377,-4.444444444444518,-2.2699214365881155,-3.580246913580252
29.38,46,44.333333333333336,44.4,44.875,44.9,8.96,1.0416666666666856,-0.6249999999999716,4.166666666666693,-0.8340347923681483,-0.7098765432098837
29.54,43,44.0,44.0,44.5,44.6,9.22,2.4327956989246218,-0.21908602150537604,-2.0833333333333464,1.0655615292711598,-0.7870370370370563
29.69,46,45.0,44.4,44.5,44.8,9.73,3.5416666666665435,0.7083333333332718,6.666666666666572,2.3387096774192835,2.9166666666666408
29.86,46,45.0,44.8,44.625,44.8,10.5,2.1464646464646364,-0.32196969696965994,0.0,2.7069756706852672,1.527777777777743
30.02,45,45.666666666666664,45.2,44.625,44.7,10.37,-1.0416666666666856,-0.9374999999999716,4.166666666666648,1.548821548821498,3.6111111111110747
30.18,43,44.666666666666664,44.6,44.5,44.5,10.05,-6.465053763440892,-1.2930107526881898,-6.249999999999995,-1.7867519278809805,-0.6944444444444476
30.33,43,43.666666666666664,44.6,44.375,44.3,9.66,-1.424731182795739,0.21908602150537604,-6.66666666666673,-2.9771505376344387,-2.916666666666691
30.49,47,44.333333333333336,44.8,44.875,44.6,9.41,2.146464646464665,0.6807040998217531,4.166666666666693,-1.9144400999239888,-2.9166666666666763
30.66,43,44.333333333333336,44.2,44.5,44.5,9.34,2.146464646464665,0.3587344028520647,0.0,0.9560660367111969,-0.8333333333333446
30.82,45,45.0,44.2,44.75,44.7,9.22,-1.0416666666666572,0.0,4.166666666666648,1.0837542087542242,2.7777777777777817
30.98,44,44.0,44.4,44.5,44.5,9.34,0.0,0.3124999999999716,-6.249999999999995,0.36826599326600257,-0.6944444444444476
31.14,46,45.0,45.0,44.5,44.8,9.66,4.166666666666657,0.9374999999999716,6.249999999999995,1.0416666666666667,1.388888888888884
31.3,46,45.333333333333336,44.8,44.625,44.8,9.98,0.12254901960784537,-0.8556149732620639,2.0833333333333464,1.4297385620915009,0.69444444444445
31.47,43,45.0,44.8,44.625,44.5,9.6,-0.950683303624487,-0.5336452762923045,-1.9607843137255254,1.1128441275500052,2.1241830065359397
31.63,46,45.0,45.0,45.0,44.6,9.15,-3.125,0.3125,0.0,-1.3177114280055473,0.04084967320260802
31.79,43,44.0,44.8,44.5,44.6,8.96,-2.083333333333343,0.3125,-6.249999999999995,-2.05300554565261,-2.7369281045751723
31.95,44,44.333333333333336,44.4,44.625,44.7,9.09,-2.0833333333333144,-0.9375,2.0833333333333464,-2.4305555555555522,-1.3888888888888815
32.11,43,43.333333333333336,43.8,44.375,44.3,9.22,-2.2690136660725244,-1.002673796791484,-6.249999999999995,-2.1452267775797274,-3.472222222222213
32.28,44,43.666666666666664,44.0,44.375,44.4,9.22,0.9506833036244302,-0.03676470588237635,1.9607843137254426,-1.1338878985938028,-0.7352941176470674
