Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
9.32,44,45.0,45.4,45.5,45.6,11.26,-0.3703703703703525,-0.4747474747474456,-2.2222222222222325,-1.5250398247709995,-1.435185185185178
9.5,47,45.333333333333336,45.4,45.75,45.7,11.33,1.974400871459693,0.2614379084967311,1.8518518518518678,-0.5196839787288828,-1.5123456790123375
9.66,46,45.666666666666664,45.6,45.625,45.7,11.39,3.125,0.3124999999999716,2.083333333333302,1.5763435003631134,0.5709876543209793
9.82,46,46.333333333333336,45.6,45.75,45.8,11.39,1.0416666666666856,0.0,4.166666666666693,2.047022512708793,2.700617283950621
9.98,46,46.0,45.8,45.625,45.7,11.52,-4.448924731182814,-0.9905913978494709,-2.0833333333333464,-0.09408602150537604,1.388888888888883
10.13,43,45.0,45.6,45.375,45.5,11.71,-3.636363636363612,-0.9797979797979934,-6.666666666666651,-2.3478739002932465,-1.527777777777768
10.31,46,45.0,45.4,45.375,45.4,11.9,-1.2121212121212182,-0.2525252525252881,0.0,-3.0991365265558812,-2.9166666666666656
10.46,45,44.666666666666664,45.2,45.375,45.4,11.9,0.869175627240196,-0.30241935483874727,-2.2222222222222325,-1.3264364070815446,-2.9629629629629606
10.62,45,45.333333333333336,45.0,45.5,45.3,11.97,2.842170943040401e-14,-0.625,4.166666666666739,-0.11431519496033123,0.6481481481481692
10.78,44,44.666666666666664,44.6,45.125,45.2,12.16,-1.0416666666666572,0.3125000000000284,-4.166666666666693,-0.05749701314214425,-0.7407407407407284
10.94,46,45.0,45.2,45.125,45.4,12.8,0.23148148148149517,-0.12254901960783116,2.0833333333333464,-0.27006172839504455,0.6944444444444646
11.12,44,44.666666666666664,44.8,44.875,45.1,13.7,1.3344226579520466,-0.7843137254901933,-1.8518518518518678,0.1747458242556282,-1.3117283950617376
11.28,46,45.333333333333336,45.0,44.875,45.1,14.4,2.0161290322580783,0.0,4.166666666666693,1.19401105723054,1.4660493827160577
11.43,46,45.333333333333336,45.2,45.25,45.1,14.72,2.01612903225805,0.0,0.0,1.7888935741560583,0.7716049382716088
11.59,46,46.0,45.6,45.25,45.1,14.78,2.083333333333343,0.9375,4.166666666666648,2.038530465949824,2.777777777777781
11.75,46,46.0,45.6,45.375,45.4,14.53,0.9506833036244586,1.251114081996434,0.0,1.683381889738617,1.3888888888888833
11.92,47,46.333333333333336,46.2,45.625,45.5,14.08,-2.2690136660724534,-0.3587344028520363,1.960784313725505,0.255000990295116,2.0424836601307184
12.08,43,45.333333333333336,45.6,45.5,45.3,13.44,-7.612007168458803,-1.6370967741935658,-6.249999999999995,-2.9767791769689325,-1.4297385620914962
12.23,42,44.0,44.8,45.0,45.0,12.86,-8.620071684587828,-1.3346774193548185,-8.888888888888884,-6.167030839706361,-4.392701525054457
12.39,43,42.666666666666664,44.2,44.875,44.9,12.67,-4.0322580645161,-1.334677419354847,-8.333333333333341,-6.75477897252091,-7.824074074074073
12.54,43,42.666666666666664,43.6,44.5,44.6,12.35,2.757352941176393,-0.7867647058823906,0.0,-3.2983256026425116,-5.7407407407407405
12.71,45,43.666666666666664,43.2,44.375,44.7,11.78,4.998514557338069,-0.03676470588240477,5.8823529411764115,1.2412031446661207,-0.816993464052309
12.87,45,44.333333333333336,43.6,44.25,44.6,11.65,2.0833333333333712,-1.2500000000000284,4.166666666666739,3.2797336106159443,3.3496732026143845
13.03,43,44.333333333333336,43.8,43.875,44.3,11.52,-3.4408602150537604,-2.2836021505376607,0.0,1.2136625585392267,3.3496732026143845
13.18,42,43.333333333333336,43.6,43.25,43.9,11.78,-4.448924731182785,-1.981182795698885,-6.666666666666651,-1.935483870967725,-0.8333333333333032
13.34,44,43.0,43.8,43.375,43.7,12.03,-0.12254901960784537,-1.4995543672014122,-2.0833333333333464,-2.670777988614797,-2.9166666666666647
13.51,44,43.333333333333336,43.6,43.625,43.4,11.2,0.950683303624487,-1.1775846702317665,1.960784313725505,-1.2069301490553812,-2.26307189542483
13.67,42,43.333333333333336,43.0,43.5,43.3,10.94,0.0,0.38575268817203323,0.0,0.27604476133888056,-0.04084967320261305
13.82,44,43.333333333333336,43.2,43.625,43.5,11.07,1.008064516129025,1.2930107526881898,0.0,0.6529159399178374,0.6535947712418357
13.98,45,43.666666666666664,43.8,43.625,43.7,10.43,2.0833333333333144,0.625,2.083333333333302,1.0304659498207798,0.6944444444444348
14.14,43,44.0,43.6,43.375,43.7,9.54,-1.7788175876411287,-1.140819964349376,2.0833333333333464,0.4375267539404035,1.3888888888888833
14.31,41,43.0,43.0,43.125,43.3,9.34,-3.925282234105765,-1.4627896613190785,-5.882352941176473,-1.2069221628045266,-0.5718954248366076
14.47,44,42.666666666666664,43.4,43.375,43.2,9.79,-2.155017921146964,-0.6465053763440949,-2.0833333333333464,-2.6197059142979526,-1.9607843137254903
14.62,42,42.333333333333336,43.0,43.125,43.1,8.32,-0.13888888888891415,-0.34408602150540446,-2.2222222222222117,-2.073063014713881,-3.395969498910676
14.78,42,42.666666666666664,42.4,42.875,43.1,8.26,-1.0416666666666856,-0.625,2.083333333333302,-1.1118578255675213,-0.7407407407407511
14.94,42,42.0,42.2,42.875,42.9,8.26,-0.24509803921569073,-0.6439393939393909,-4.166666666666648,-0.4752178649237635,-1.4351851851851851
15.11,44,42.666666666666664,42.8,42.875,42.9,8.13,1.9013666072489457,0.0,3.9215686274509682,0.20486730045552312,0.6127450980392082
15.27,42,42.666666666666664,42.4,42.5,42.9,8.0,0.0,-0.6881720430107521,0.0,0.5520895226777517,-0.0816993464052258
15.42,42,42.666666666666664,42.4,42.375,42.7,8.26,-3.024193548387089,-1.8978494623655706,0.0,-0.37427564704604777,1.307189542483657
15.58,41,41.666666666666664,42.2,42.375,42.3,8.13,-4.166666666666629,-1.875,-6.249999999999995,-2.3969534050179058,-2.083333333333331
15.74,41,41.333333333333336,42.0,42.0,42.1,8.26,-0.12254901960784537,-0.07352941176471006,-2.083333333333302,-2.437803078220521,-2.7777777777777644
15.91,43,41.666666666666664,41.8,42.125,42.3,8.26,0.9506833036244586,-0.39549910873441263,1.9607843137254632,-1.1128441275500052,-2.1241830065359433
16.07,41,41.666666666666664,41.6,42.0,42.0,8.13,-1.146953405017939,-1.5954301075269086,0.0,-0.10627304033377527,-0.04084967320261157
16.22,40,41.333333333333336,41.2,41.75,41.8,8.13,-3.163082437275989,-0.9905913978494567,-2.2222222222222117,-1.1197841795564898,-0.0871459694989148
16.38,41,40.666666666666664,41.2,41.375,41.7,8.19,-1.0416666666666856,-0.3125,-4.166666666666693,-1.7839008363202045,-2.1296296296296333
16.54,42,41.0,41.4,41.375,41.7,8.06,0.12254901960784537,-1.4260249554367164,2.0833333333333464,-1.360733361444943,-1.4351851851851845
16.71,39,40.666666666666664,40.6,41.0,41.2,8.0,-0.9506833036244586,-1.7479946524063905,-1.9607843137254846,-0.6232669835610997,-1.3480392156862757
16.87,41,40.666666666666664,40.6,41.0,41.1,8.0,-1.041666666666643,-0.625,0.0,-0.6232669835610855,0.04084967320262193
17.03,41,40.333333333333336,40.8,41.0,41.0,8.06,1.2858422939068532,-0.30241935483871885,-2.083333333333302,-0.23550255879474946,-1.3480392156862608
17.18,41,41.0,40.8,40.75,41.0,8.0,1.2858422939068248,-0.30241935483870463,4.44444444444447,0.5100059737156784,0.7870370370370575
17.34,40,40.666666666666664,40.4,40.625,40.9,7.94,-1.0732323232323466,-0.8923796791443834,-2.0833333333333464,0.49948408819377715,0.0925925925926087
17.51,41,40.666666666666664,40.8,40.75,40.7,7.94,1.0732323232323608,-0.24844028520496408,0.0,0.42861409796894634,0.7870370370370426
17.67,42,41.0,41.0,40.875,40.8,7.94,-2.842170943040401e-14,0.0,2.0833333333333464,-4.736951571734001e-15,1.4802973661668755e-15
17.83,39,40.666666666666664,40.6,40.5,40.7,8.0,-1.0080645161290818,-0.30241935483871885,-2.0833333333333925,0.021722602367750216,-1.3914795241968628e-14
17.98,41,40.666666666666664,40.6,40.75,40.7,7.94,-2.0161290322580783,-0.6048387096774377,0.0,-1.008064516129063,-1.3914795241968628e-14
18.14,40,40.0,40.6,40.625,40.5,7.87,-2.0833333333333286,-0.6250000000000142,-4.166666666666648,-1.7025089605734962,-2.0833333333333455
18.3,39,40.0,40.2,40.375,40.5,7.87,2.0833333333333286,0.6250000000000142,0.0,-0.6720430107526928,-1.3888888888888813
18.46,43,40.666666666666664,40.4,40.625,40.7,7.94,3.163082437275989,0.6048387096774093,4.166666666666648,1.0543608124253296,1.4802973661668755e-15
18.61,41,41.0,40.8,40.75,40.7,7.94,0.13888888888891415,-0.9072580645161423,2.222222222222259,1.7951015531660772,2.1296296296296373
18.77,38,40.666666666666664,40.2,40.375,40.4,7.87,-3.125,-0.6250000000000142,-2.0833333333333464,0.058990442054967694,1.4351851851851887
18.93,41,40.0,40.4,40.25,40.5,7.81,-3.125,0.0,-4.166666666666648,-2.0370370370370288,-1.3425925925925768
19.09,40,39.666666666666664,40.6,40.375,40.4,7.87,2.432795698924764,-0.6465053763440949,-2.0833333333333464,-1.2724014336917453,-2.7777777777777786
19.24,41,40.666666666666664,40.2,40.375,40.3,7.87,2.4327956989248065,-0.041666666666671404,6.66666666666673,0.5801971326165235,0.13888888888891357
19.4,40,40.333333333333336,40.0,40.375,40.4,7.94,0.0,0.3125,-2.083333333333302,1.6218637992831901,0.8333333333333623
19.56,41,40.666666666666664,40.6,40.625,40.4,7.87,-1.285842293906768,-0.34408602150537604,2.083333333333302,0.38231780167267954,2.222222222222245
19.71,39,40.0,40.2,40.125,40.3,7.87,-4.310035842293857,-0.6465053763440665,-4.444444444444366,-1.865292712066875,-1.4814814814814534
19.87,38,39.333333333333336,39.8,39.75,40.2,7.81,-3.124999999999986,-1.25,-4.166666666666648,-2.906959378733537,-2.175925925925902
20.03,40,39.0,39.6,40.0,39.9,7.81,1.041666666666643,-0.9375000000000142,-2.0833333333333464,-2.1311230585424,-3.5648148148147847
20.19,41,39.666666666666664,39.8,40.0,39.9,7.87,5.208333333333314,0.9375000000000142,4.166666666666648,1.0416666666666572,-0.6944444444444468
20.35,41,40.666666666666664,39.8,40.125,40.2,7.87,3.2196969696969404,0.6807040998217389,6.249999999999995,3.1565656565656326,2.777777777777768
20.52,40,40.666666666666664,40.0,40.0,40.1,7.87,-2.146464646464608,-0.6071746880570288,0.0,2.0938552188552157,3.4722222222222165
20.68,39,40.0,40.2,39.875,40.0,7.87,-2.0833333333333286,-0.3125000000000142,-4.166666666666648,-0.33670033670033206,0.6944444444444512
20.84,41,40.0,40.4,39.875,40.0,7.87,2.0833333333333286,0.6250000000000142,0.0,-0.7154882154882026,-1.3888888888888804
21.0,42,40.666666666666664,40.6,40.25,40.2,7.94,5.456989247311867,0.9489247311827853,4.166666666666648,1.8189964157706224,2.3684757858670005e-15
21.15,42,41.666666666666664,40.8,40.75,40.3,7.87,3.5416666666667282,0.9056372549019187,6.66666666666673,3.6939964157706413,3.6111111111111285
21.32,41,41.666666666666664,41.0,40.875,40.5,7.87,-1.073232323232304,1.5363190730837744,0.0,2.641807863582097,3.6111111111111285
21.48,41,41.333333333333336,41.4,40.875,40.8,7.87,-3.125000000000014,0.9375,-2.083333333333302,-0.21885521885519665,1.5277777777778117
21.64,40,40.666666666666664,41.2,40.75,40.8,7.81,-5.208333333333357,-0.9375,-4.166666666666693,-3.1355218855218916,-2.083333333333329
21.8,38,39.666666666666664,40.4,40.5,40.5,7.74,-3.125,-0.9375,-6.249999999999995,-3.819444444444457,-4.166666666666661
21.96,41,39.666666666666664,40.2,40.75,40.5,7.49,-1.9013666072489883,-0.5704099821747093,0.0,-3.411566646860782,-3.4722222222222268
22.13,38,39.0,39.6,40.375,40.3,7.04,-0.8281342840166417,-0.5704099821747093,-3.921568627451009,-1.9515002970885433,-3.3905228758169987
22.29,39,39.333333333333336,39.2,40.0,40.3,6.72,-0.1388888888888573,-0.3440860215053476,2.0833333333333464,-0.9561299267181624,-0.6127450980392185
22.44,40,39.0,39.2,39.75,40.2,6.59,1.8772401433691783,-0.6465053763440665,-2.2222222222222063,0.30340565682122644,-1.353485838779954
22.6,41,40.0,39.8,39.75,40.1,6.53,3.124999999999986,-1.2500000000000142,6.249999999999995,1.6211170848267689,2.0370370370370474
22.76,39,40.0,39.4,39.5,39.8,6.66,0.9506833036245013,-0.9659090909090935,0.0,1.984307815664555,1.3425925925925986
22.93,41,40.333333333333336,40.0,39.625,39.8,6.78,-1.1957813428401494,-0.6439393939393767,1.9607843137255254,0.9599673202614459,2.7369281045751754
23.09,39,39.666666666666664,40.0,39.75,39.6,6.78,-1.0416666666666856,-0.6249999999999858,-4.166666666666693,-0.42892156862744457,-0.7352941176470539
23.25,40,40.0,40.0,39.625,39.6,6.78,-0.13888888888891415,0.6881720430107521,2.0833333333333464,-0.7921122994652497,-0.040849673202605054
23.4,40,39.666666666666664,39.8,39.875,39.8,6.78,0.869175627240125,0.6881720430107521,-2.222222222222259,-0.10379330943849159,-1.4351851851852
23.56,41,40.333333333333336,40.2,40.125,39.8,6.78,3.0971479500891093,0.8556149732620355,4.166666666666693,1.27581156281344,1.3425925925925952
23.73,41,40.666666666666664,40.2,40.25,40.1,6.85,1.9607843137254832,1.4705882352941018,1.9607843137254426,1.9757026303515726,1.3017429193899606
23.9,41,41.0,40.6,40.25,40.3,6.85,-0.12254901960781694,0.5704099821746809,1.9607843137255254,1.6451277480689253,2.6960784313725554
24.06,40,40.666666666666664,40.6,40.375,40.3,6.85,-2.155017921146907,-0.3440860215053476,-2.0833333333333464,-0.10559420900974696,0.6127450980392091
24.21,40,40.333333333333336,40.6,40.25,40.2,6.78,-2.1550179211469356,-0.04166666666665719,-2.2222222222221593,-1.4775282873005533,-0.7815904139433248
24.37,40,40.0,40.4,40.375,40.3,6.85,-2.023915626856848,-0.24844028520503514,-2.0833333333333464,-2.1113171563835635,-2.1296296296296156
24.54,39,39.666666666666664,40.0,40.25,40.1,6.98,-2.0239156268568053,-0.5704099821746809,-1.9607843137255254,-2.0676163916201964,-2.088779956427009
24.7,39,39.333333333333336,39.6,40.125,40.1,7.23,-1.041666666666643,0.0,-2.083333333333302,-1.696499306793432,-2.042483660130723
24.86,40,39.333333333333336,39.6,40.0,40.1,7.62,-1.1469534050178822,-0.6881720430107521,0.0,-1.4041785661804436,-1.3480392156862742
25.01,38,39.0,39.2,39.625,39.9,7.74,-2.155017921146978,-1.595430107526866,-2.2222222222222063,-1.4478793309438345,-1.435185185185168
25.17,38,38.666666666666664,38.8,39.25,39.6,7.74,-2.0239156268568053,-1.5363190730837744,-2.0833333333333464,-1.775295651007222,-1.4351851851851827
25.34,39,38.333333333333336,38.8,39.125,39.4,7.81,1.1957813428401494,-0.8923796791443834,-1.9607843137254837,-0.9943840683878781,-2.0887799564270106
25.5,40,39.0,39.0,39.125,39.3,7.81,5.208333333333314,0.0,4.166666666666648,1.4600663497722195,0.04084967320260772
25.66,41,40.0,39.2,39.25,39.4,8.51,1.0416666666666714,-0.6249999999999858,6.249999999999995,2.481927114280045,2.818627450980388
25.82,37,39.333333333333336,39.0,39.0,39.1,9.41,-0.8691756272401392,-0.5631720430107237,-4.166666666666648,1.7936081242532822,2.0833333333333326
25.97,41,39.666666666666664,39.6,39.25,39.2,9.34,0.3703703703703951,0.6161616161616337,2.2222222222222117,0.18095380326564245,1.4351851851851876
26.15,40,39.333333333333336,39.8,39.25,39.3,9.41,-0.8417508417508373,-0.4747474747474598,-1.8518518518518285,-0.4468520328735271,-1.2654320987654202
26.3,37,39.333333333333336,39.2,39.125,39.1,9.34,-2.0161290322581067,-0.9905913978494567,0.0,-0.829169834546183,0.12345679012346251
26.46,39,38.666666666666664,38.8,39.25,39.0,8.96,-3.125,0.0,-4.166666666666693,-1.9942932913363147,-2.0061728395061724
26.62,39,38.333333333333336,39.2,39.25,39.1,8.38,-1.0080645161289965,-0.04166666666665719,-2.083333333333302,-2.049731182795701,-2.0833333333333304
26.77,37,38.333333333333336,38.4,38.875,39.0,7.74,1.6835016835016745,0.14141414141415964,0.0,-0.8165209442091074,-2.0833333333333304
26.95,41,39.0,38.6,38.875,39.2,7.23,2.8956228956228927,0.5050505050505194,3.7037037037036966,1.190353354331857,0.5401234567901327
27.1,40,39.333333333333336,39.2,39.25,39.2,7.23,3.1630824372759605,-0.6048387096774377,2.2222222222222063,2.580735672133509,1.975308641975302
27.26,39,40.0,39.2,39.0,39.0,7.68,-1.0416666666666714,-0.3125,4.166666666666648,1.672346222077394,3.364197530864185
27.42,38,39.0,39.0,38.75,39.1,8.32,-3.0241935483870748,-0.04166666666665719,-6.249999999999995,-0.30092592592592854,0.046296296296287696
27.57,40,39.0,39.6,39.125,39.0,8.64,1.4210854715202004e-14,-0.6161616161616053,0.0,-1.355286738351244,-0.6944444444444478
27.75,39,39.0,39.2,39.125,38.9,8.58,2.4242424242424363,0.8383838383838622,0.0,-0.1999837080482081,-2.0833333333333304
27.9,40,39.666666666666664,39.2,39.25,39.2,8.32,1.285842293906839,1.0322580645161707,4.44444444444447,1.2366949060497632,1.4814814814814914
28.06,39,39.333333333333336,39.2,39.5,39.2,8.0,-1.041666666666643,0.0,-2.083333333333302,0.8894726838275441,0.7870370370370573
28.22,39,39.333333333333336,39.4,39.25,39.2,7.81,2.842170943040401e-14,1.0322580645161281,0.0,0.08139187574674149,0.7870370370370573
28.37,40,39.333333333333336,39.4,39.25,39.5,7.68,-1.4210854715202004e-14,0.5858585858585599,0.0,-0.3472222222222096,-0.6944444444444328
28.55,39,39.333333333333336,39.4,39.25,39.3,7.55,2.4242424242424363,-0.14141414141414543,0.0,0.8080808080808168,1.1842378929335002e-15
28.7,41,40.0,39.6,39.625,39.4,7.49,1.2858422939068248,0.34408602150537604,4.44444444444447,1.236694906049749,1.4814814814814914
28.86,39,39.666666666666664,39.6,39.5,39.4,7.49,1.0416666666666856,0.9375000000000142,-2.0833333333333464,1.5839171282719822,0.7870370370370425
29.02,41,40.333333333333336,40.0,39.75,39.7,7.36,0.869175627240196,0.9072580645161565,4.166666666666693,1.0655615292712355,2.1759259259259403
29.17,40,40.0,40.0,39.75,39.7,7.36,-0.37037037037033826,0.2525252525252455,-2.2222222222222063,0.5134906411788478,-0.046296296296285476
29.35,40,40.333333333333336,40.2,39.875,39.8,7.23,-4.006734006734092,-0.8383838383838906,1.8518518518518678,-1.1693095832880782,1.2654320987654526
29.5,37,39.0,39.4,39.625,39.5,7.23,-7.612007168458845,-1.6370967741935658,-8.888888888888989,-3.9963705151877584,-3.086419753086441
29.66,37,38.0,39.0,39.25,39.3,7.17,-7.291666666666671,-1.5625,-6.249999999999995,-6.303469280619869,-4.429012345679038
29.82,36,36.666666666666664,38.0,38.875,39.0,7.17,-8.620071684587842,-3.315860215053789,-8.333333333333341,-7.8412485065711195,-7.824074074074107
29.97,33,35.333333333333336,36.6,37.875,38.3,7.1,-7.373737373737413,-3.808080808080831,-8.88888888888894,-7.761825241663975,-7.824074074074091
30.15,34,34.333333333333336,35.4,37.25,37.8,7.17,-6.161616161616109,-4.17171717171712,-5.555555555555564,-7.385141739980455,-7.592592592592614
30.3,33,33.333333333333336,34.6,36.25,37.0,7.17,-3.4408602150537035,-4.567204301075222,-6.666666666666572,-5.658737916802409,-7.037037037037024
30.46,33,33.333333333333336,33.8,35.375,36.4,7.17,1.0416666666666572,-3.75,0.0,-2.8536032366677184,-4.074074074074043
30.62,35,33.666666666666664,33.6,34.75,35.8,7.17,-0.13888888888891415,-4.567204301075293,2.083333333333302,-0.8460274790919868,-1.5277777777777548
30.77,32,33.333333333333336,33.4,34.125,35.0,7.17,-2.0538720538720554,-4.9292929292929415,-2.2222222222222117,-0.38369809203143745,-0.04629629629630146
30.95,32,33.0,33.0,33.5,34.2,7.1,-0.8417508417508515,-2.7474747474747687,-1.8518518518518678,-1.011503928170607,-0.6635802469135907
31.1,35,33.0,33.4,33.375,34.0,7.1,3.0241935483871174,-1.2930107526881898,0.0,0.04285688425473685,-1.3580246913580247
31.26,35,34.0,33.8,33.625,33.8,7.04,4.166666666666671,-1.5625,6.249999999999995,2.116369791100979,1.466049382716044
31.42,33,34.333333333333336,33.4,33.5,33.5,6.98,-0.13888888888891415,-0.5631720430107237,2.0833333333333464,2.350657108721625,2.777777777777782
31.57,34,34.0,33.8,33.625,33.6,6.98,-3.9379084967320637,-0.19730392156861853,-2.222222222222259,0.029956427015231196,2.037037037037029
31.74,32,33.0,33.8,33.5,33.4,6.98,-1.7788175876411572,-0.2484402852049925,-5.882352941176535,-1.951871657754045,-2.007080610021814
31.9,34,33.333333333333336,33.6,33.375,33.5,6.98,4.263256414560601e-14,0.3125,2.0833333333333464,-1.905575361457726,-2.007080610021814
