Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
0.6,43,,,,,18.24,,,,,
0.91,43,,,,,18.24,,,,,
1.09,44,43.333333333333336,,,,18.18,,,,,
1.73,43,43.333333333333336,,,,18.24,2.842170943040401e-14,,0.0,,
1.89,43,43.333333333333336,43.2,,,18.24,-1.146953405017939,,0.0,,
2.04,43,43.0,43.2,,,18.24,-0.13888888888891415,,-2.222222222222236,-0.4286140979689416,-0.7407407407407454
2.2,44,43.333333333333336,43.4,,,18.18,1.008064516129025,,2.0833333333333464,-0.09259259259260944,-0.04629629629629658
2.35,43,43.333333333333336,43.2,43.25,,18.18,0.0,,0.0,0.2897252090800369,-0.04629629629629658
2.5,43,43.333333333333336,43.2,43.25,,18.18,0.0,,0.0,0.3360215053763416,0.6944444444444487
2.66,44,43.333333333333336,43.4,43.375,43.3,18.11,-2.2939068100358497,,0.0,-0.7646356033452832,0.0
2.81,41,42.666666666666664,43.0,43.0,43.1,18.11,-3.333333333333343,-0.9999999999999716,-4.444444444444478,-1.8757467144563975,-1.4814814814814927
2.96,42,42.333333333333336,42.6,42.875,43.0,18.05,-3.937908496732007,-1.1813725490196276,-2.222222222222192,-3.1883828800337333,-2.2222222222222237
3.13,41,41.333333333333336,42.2,42.625,42.7,18.05,-2.757352941176464,-1.535539215686299,-5.882352941176473,-3.342864923747271,-4.183006535947714
3.28,41,41.333333333333336,41.8,42.375,42.5,18.05,1.0080645161289965,-0.6881720430107805,0.0,-1.8957323072598247,-2.7015250544662215
3.44,43,41.666666666666664,41.6,42.25,42.5,17.98,2.1550179211469356,-0.34408602150537604,2.083333333333302,0.1352431653664894,-1.2663398692810566
3.59,42,42.0,41.8,42.125,42.4,17.98,3.3333333333333144,-0.6666666666666856,2.222222222222239,2.1654719235364155,1.4351851851851807
3.74,43,42.666666666666664,42.0,42.125,42.3,17.98,3.280228758169926,-0.07843137254901933,4.444444444444418,2.922860004216725,2.9166666666666536
3.91,44,43.0,42.6,42.125,42.4,18.05,3.0971479500891235,0.6071746880570572,1.960784313725505,3.2369033471974547,2.8758169934640545
4.07,44,43.666666666666664,43.2,42.5,42.5,18.05,-0.27777777777777146,-0.7298387096773808,4.166666666666648,2.0331996434937594,3.523965141612191
4.22,41,43.0,42.8,42.375,42.2,18.05,-4.444444444444457,-0.6666666666666856,-4.444444444444445,-0.5416914240443683,0.5610021786492366
4.37,42,42.333333333333336,42.8,42.5,42.3,18.18,-2.2939068100358213,0.9489247311828137,-4.444444444444418,-2.33870967741935,-1.5740740740740709
4.53,44,42.333333333333336,43.0,42.875,42.5,18.3,0.0,0.625,0.0,-2.2461170848267593,-2.9629629629629535
4.69,41,42.333333333333336,42.4,42.625,42.5,18.43,1.1469534050179107,0.6881720430107805,0.0,-0.3823178016726369,-1.481481481481472
4.84,43,42.666666666666664,42.2,42.75,42.7,18.5,0.13888888888888573,0.6881720430107521,2.2222222222221983,0.42861409796893213,0.7407407407407334
5.0,43,42.333333333333336,42.6,42.75,42.7,18.56,2.4327956989247355,0.6881720430107237,-2.083333333333302,1.2395459976105105,0.04629629629629939
5.15,44,43.333333333333336,43.0,42.75,42.9,18.62,2.4327956989246786,0.3857526881719764,6.666666666666651,1.6681600955794333,2.2685185185185164
5.31,42,43.0,42.6,42.5,42.8,18.62,0.13888888888891415,-0.3024193548386904,-2.083333333333358,1.6681600955794427,0.8333333333333309
5.46,44,43.333333333333336,43.2,42.875,42.8,18.69,-0.6576797385621092,-0.5514705882352757,2.2222222222222325,0.6380016164171612,2.268518518518509
5.63,42,42.666666666666664,43.0,42.875,42.6,18.69,0.24509803921569073,0.39549910873441263,-3.92156862745101,-0.09123093681916809,-1.260893246187378
5.79,44,43.333333333333336,43.2,42.875,42.9,18.69,0.0,0.9375,4.166666666666693,-0.1375272331154728,0.8224400871459722
5.95,42,42.666666666666664,42.8,43.0,42.9,18.62,-3.125,-0.9375,-4.166666666666693,-0.9599673202614364,-1.3071895424836695
6.11,41,42.333333333333336,42.6,42.75,42.6,18.62,-3.3019713261648747,-0.5631720430107237,-2.083333333333302,-2.1423237753882916,-0.6944444444444337
6.26,42,41.666666666666664,42.2,42.625,42.7,18.62,-2.361111111111157,0.07843137254904775,-4.444444444444492,-2.929360812425344,-3.5648148148148286
6.43,42,41.666666666666664,42.2,42.375,42.6,18.56,2.146464646464665,-0.28520499108734043,0.0,-1.1722059302704555,-2.175925925925931
6.59,43,42.333333333333336,42.0,42.5,42.6,18.56,3.1249999999999716,-0.3125,4.166666666666693,0.9701178451178265,-0.09259259259259937
6.75,43,42.666666666666664,42.2,42.375,42.5,18.56,3.125,0.3125,2.083333333333302,2.7988215488215453,2.0833333333333317
6.91,44,43.333333333333336,42.8,42.625,42.7,18.5,0.8691756272401392,-0.08333333333331439,4.166666666666693,2.37305854241337,3.47222222222223
7.06,42,43.0,42.8,42.375,42.5,18.3,-2.099673202614369,-0.7083333333333428,-2.222222222222246,0.6315008082085901,1.3425925925925835
7.23,42,42.666666666666664,42.8,42.375,42.5,17.73,-2.099673202614383,-0.3541666666666572,-1.9607843137254948,-1.1100569259962043,-0.005446623093682194
7.38,43,42.333333333333336,42.8,42.625,42.4,16.7,-1.1469534050179107,-0.34408602150540446,-2.2222222222221983,-1.7820999367488877,-2.1350762527233127
7.54,42,42.333333333333336,42.6,42.625,42.4,16.0,-2.842170943040401e-14,0.34408602150537604,0.0,-1.082208869210774,-1.394335511982564
7.69,42,42.333333333333336,42.2,42.625,42.5,16.9,1.1111111111111143,1.0000000000000284,0.0,-0.011947431302274936,-0.7407407407407325
7.84,44,42.666666666666664,42.6,42.75,42.7,17.41,3.163082437275989,1.293010752688133,2.2222222222221983,1.4247311827956917,0.740740740740733
8.0,44,43.333333333333336,43.0,42.875,42.9,17.6,2.1464646464646506,0.3587344028520363,4.166666666666693,2.140219398283918,2.1296296296296306
8.17,42,43.333333333333336,42.8,42.625,42.8,17.79,-2.3611111111111143,-0.6299019607843093,0.0,0.9828119908765084,2.1296296296296306
8.32,42,42.666666666666664,42.8,42.625,42.7,17.34,-4.3100358422939,-0.9489247311827569,-4.444444444444465,-1.5082274356467877,-0.09259259259259049
8.48,42,42.0,42.8,42.625,42.5,16.51,-0.8691756272401392,-0.26075268817203323,-4.166666666666648,-2.513440860215051,-2.8703703703703707
8.63,43,42.333333333333336,42.6,42.625,42.6,15.49,2.2222222222222,0.6666666666666856,2.2222222222222325,-0.9856630824372795,-2.1296296296296267
8.78,43,42.666666666666664,42.4,42.75,42.7,14.78,2.099673202614369,0.3541666666666572,2.2222222222222117,1.1509065991988099,0.09259259259259878
8.95,43,43.0,42.6,42.875,42.7,14.4,-0.12254901960784537,0.0,1.960784313725505,1.3997821350762412,2.1350762527233162
9.11,42,42.666666666666664,42.6,42.625,42.7,14.21,-2.155017921146964,0.0,-2.0833333333333464,-0.05929791271348014,0.6998910675381235
9.26,42,42.333333333333336,42.6,42.375,42.7,14.14,-2.1550179211469356,-0.6048387096774093,-2.2222222222221855,-1.4775282873005817,-0.7815904139433423
9.42,42,42.0,42.4,42.375,42.5,14.34,-1.0080645161290533,-1.2930107526881898,-2.0833333333333464,-1.7727001194743177,-2.129629629629626
9.57,42,42.0,42.2,42.375,42.3,15.1,2.757352941176464,0.11887254901962763,0.0,-0.13524316536650835,-1.4351851851851773
9.74,45,43.0,42.6,42.75,42.6,17.15,3.9379084967320352,1.1813725490196134,5.882352941176473,1.8957323072598153,1.266339869281042
9.89,43,43.333333333333336,42.8,42.75,42.7,18.69,0.13888888888888573,0.04166666666665719,2.2222222222222325,2.2780501089324616,2.701525054466235
10.05,41,43.0,42.6,42.5,42.6,18.75,-2.0833333333333712,0.0,-2.0833333333333464,0.6644880174291833,2.007080610021786
10.21,44,42.666666666666664,43.0,42.625,42.7,18.24,0.13888888888891415,0.6465053763440665,-2.0833333333333464,-0.6018518518518571,-0.6481481481481536
10.36,44,43.0,43.4,42.875,42.8,17.66,6.187275985663064,1.2513440860214757,2.222222222222259,1.4142771804062022,-0.6481481481481447
10.52,46,44.666666666666664,43.6,43.375,43.1,16.7,6.316844919786092,1.821524064171129,10.416666666666643,4.21433659811269,3.5185185185185186
10.69,45,45.0,44.0,43.75,43.4,16.13,0.9191176470588118,1.535539215686299,1.960784313725505,4.474412850835989,4.866557734204802
10.84,44,45.0,44.6,44.0,43.6,15.74,-1.008064516129025,1.5954301075269086,0.0,2.075966016905293,4.125816993464049
11.0,45,44.666666666666664,44.8,44.0,43.9,15.81,-2.1550179211469356,1.5954301075268518,-2.0833333333333464,-0.7479882634057162,-0.040849673202613936
11.15,44,44.333333333333336,44.8,44.125,44.1,15.1,-0.13888888888888573,0.6881720430107805,-2.2222222222221855,-1.1006571087216155,-1.4351851851851773
11.31,45,44.666666666666664,44.6,44.625,44.1,14.66,1.073232323232304,0.5704099821746809,2.083333333333302,-0.40689149560117244,-0.7407407407407435
11.48,45,44.666666666666664,44.6,44.75,44.3,14.4,-3.541666666666657,0.5514705882352757,0.0,-0.8691077441077463,-0.04629629629629465
11.63,41,43.666666666666664,44.0,44.375,44.3,14.21,-5.456989247311839,-0.30241935483871885,-6.666666666666651,-2.641807863582064,-1.5277777777777832
11.79,43,43.0,43.6,44.0,44.2,13.95,-3.163082437275989,-0.302419354838662,-4.1666666666666945,-4.053912783751495,-3.6111111111111156
11.94,44,42.666666666666664,43.6,43.875,44.2,12.86,2.8853046594982175,-0.30241935483871885,-2.2222222222222325,-1.9115890083632034,-4.351851851851859
12.1,45,44.0,43.6,44.0,44.1,12.67,4.292929292929287,-0.8923796791444119,8.333333333333341,1.3383838383838385,0.6481481481481378
12.27,43,44.0,43.2,43.75,43.9,12.74,-2.361111111111086,-1.2598039215686185,0.0,1.6057076137721396,2.037037037037036
12.42,42,43.333333333333336,43.4,43.5,43.7,11.78,-1.2858422939067964,-0.38575268817203323,-4.444444444444418,0.21532529597046826,1.2962962962963076
12.58,46,43.666666666666664,44.0,43.625,43.8,11.78,2.0833333333333144,0.3125,2.083333333333302,-0.5212066905615226,-0.7870370370370386
12.74,44,44.0,44.0,43.5,43.8,11.71,3.3019713261648747,-0.3440860215053476,2.0833333333333464,1.3664874551971309,-0.0925925925925899
12.89,44,44.666666666666664,43.8,43.875,43.7,11.9,1.2858422939068248,-0.3440860215053476,4.444444444444418,2.2237156511350045,2.8703703703703556
13.05,45,44.333333333333336,44.2,44.125,43.7,11.9,-2.155017921146964,0.6881720430107521,-2.083333333333302,0.8109318996415785,1.4814814814814874
13.2,43,44.0,44.4,44.0,43.9,11.14,-4.171146953405014,0.08333333333331439,-2.222222222222259,-1.6801075268817176,0.04629629629628562
13.36,41,43.0,43.4,43.5,43.7,10.82,-6.25,-1.25,-6.249999999999995,-4.192054958183992,-3.5185185185185186
13.52,42,42.0,43.0,43.375,43.5,10.88,-4.166666666666657,-1.5625,-6.249999999999995,-4.862604540023891,-4.907407407407416
13.68,42,41.666666666666664,42.6,43.375,43.2,10.82,2.432795698924707,-0.5631720430107805,-2.0833333333333464,-2.66129032258065,-4.861111111111112
