Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s),Average of Vel Avg 3,Average of Manual Vel Avg 3
4.4,44,44.0,44.2,43.375,43.3,15.62,-2.842170943040401e-14,0.6048387096774093,0.0,0.1851851851851715,1.5740740740740715
4.56,45,44.0,44.2,43.5,43.5,15.55,0.0,0.6249999999999716,0.0,-0.6720430107527022,-1.3888888888888828
4.72,43,44.0,44.0,43.75,43.5,15.55,1.1469534050179107,0.34408602150540446,0.0,0.3823178016726274,0.0
4.87,45,44.333333333333336,44.0,44.25,43.6,15.55,1.1111111111111427,1.6666666666666856,2.2222222222222325,0.7526881720430177,0.7407407407407441
5.02,45,44.333333333333336,44.4,44.25,44.0,15.49,-2.842170943040401e-14,1.9811827956989134,0.0,0.7526881720430083,0.7407407407407441
5.18,43,44.333333333333336,44.2,44.125,44.2,15.49,-3.4408602150537604,-0.42741935483874727,0.0,-0.7765830346475487,0.7407407407407441
5.33,42,43.333333333333336,43.6,43.75,43.9,15.49,-5.456989247311839,-1.334677419354847,-6.666666666666651,-2.9659498207885426,-2.2222222222222165
5.49,43,42.666666666666664,43.6,43.75,43.8,15.49,-2.146464646464665,-0.8923796791443692,-4.166666666666693,-3.6814380362767545,-3.6111111111111143
5.66,43,42.666666666666664,43.2,43.625,43.6,15.49,1.0732323232323324,-0.5704099821746809,0.0,-2.1767405235147237,-3.6111111111111143
5.82,43,43.0,42.8,43.375,43.6,15.49,1.008064516129025,-0.3440860215053476,2.0833333333333464,-0.021722602367769166,-0.6944444444444485
5.97,43,43.0,42.8,43.375,43.5,15.55,1.1111111111110858,-0.6666666666666856,0.0,1.0641359834908144,0.6944444444444491
6.12,44,43.333333333333336,43.2,43.25,43.4,15.55,2.1550179211469356,-0.04166666666665719,2.2222222222222325,1.4247311827956821,1.4351851851851933
6.28,44,43.666666666666664,43.4,43.125,43.5,15.55,-1.0416666666666856,-0.9375,2.083333333333302,0.7414874551971119,1.4351851851851787
6.44,41,43.0,43.0,42.875,43.1,15.62,-2.083333333333286,-1.5624999999999716,-4.166666666666648,-0.32332735961767867,0.046296296296295836
6.6,44,43.0,43.2,43.125,43.0,15.62,-1.1469534050178822,-0.3024193548386904,0.0,-1.4239844683392846,-0.6944444444444483
6.75,43,42.666666666666664,43.2,43.125,43.0,15.68,1.1111111111111143,0.3333333333333428,-2.2222222222222325,-0.7063918757466846,-2.1296296296296267
6.9,43,43.333333333333336,43.0,43.125,43.1,15.68,2.2939068100358213,0.6465053763440949,4.444444444444465,0.7526881720430177,0.7407407407407446
7.06,44,43.333333333333336,43.0,43.25,43.2,15.68,1.1469534050179107,0.6465053763440949,0.0,1.517323775388282,0.7407407407407446
7.21,44,43.666666666666664,43.6,43.375,43.3,15.68,2.099673202614369,0.6299019607842951,2.2222222222221855,1.8468444725560336,2.2222222222222174
7.38,44,44.0,43.6,43.375,43.4,15.68,0.0,0.29411764705882604,1.960784313725505,1.0822088692107599,1.3943355119825638
7.55,43,43.666666666666664,43.6,43.25,43.4,15.68,-3.0971479500891235,-0.6439393939393767,-1.960784313725505,-0.33249158249158484,0.7407407407407288
7.71,42,43.0,43.4,43.375,43.2,15.68,-2.0833333333333144,-0.625,-4.166666666666648,-1.726827094474146,-1.3888888888888824
7.87,44,43.0,43.4,43.375,43.2,15.62,1.0416666666666856,0.9375,0.0,-1.3796048722519174,-2.0424836601307175
8.03,44,43.333333333333336,43.4,43.5,43.5,15.62,2.0239156268568053,0.6807040998217531,2.083333333333358,0.32741632006339216,-0.69444444444443
8.2,43,43.666666666666664,43.2,43.5,43.4,15.62,0.9191176470588118,0.07843137254900512,1.9607843137254632,1.3282333135274342,1.348039215686274
8.35,44,43.666666666666664,43.4,43.5,43.5,15.62,0.0,0.6465053763440949,0.0,0.9810110913052057,1.348039215686274
8.51,44,43.666666666666664,43.8,43.5,43.6,15.62,2.083333333333343,0.625,0.0,1.0008169934640516,0.6535947712418212
8.67,45,44.333333333333336,44.0,43.625,43.7,15.62,1.0416666666666856,0.0,4.166666666666693,1.041666666666676,1.3888888888888975
8.83,43,44.0,43.8,43.625,43.6,15.68,-0.12254901960785958,-0.036764705882347926,-2.0833333333333464,1.0008169934640563,0.6944444444444487
9.0,45,44.333333333333336,44.2,44.0,43.7,15.68,0.950683303624487,0.9291443850267171,1.960784313725505,0.6232669835611043,1.3480392156862837
9.16,45,44.333333333333336,44.4,44.125,43.9,15.62,0.0,0.9375,0.0,0.27604476133887584,-0.040849673202613936
9.32,43,44.333333333333336,44.2,44.0,44.0,15.55,-2.083333333333343,0.0,0.0,-0.3775500099029519,0.6535947712418348
9.48,43,43.666666666666664,43.8,44.0,43.9,15.49,-2.083333333333343,0.0,-4.166666666666693,-1.3888888888888953,-1.3888888888888975
9.64,45,43.666666666666664,44.2,44.125,44.0,15.49,1.901366607248974,0.8923796791443976,0.0,-0.7551000198059038,-1.3888888888888975
9.81,45,44.333333333333336,44.2,44.25,44.2,15.49,4.0478312537136105,0.8923796791443692,3.92156862745101,1.2886215092097473,-0.08169934640522758
9.97,45,45.0,44.2,44.25,44.3,15.55,2.083333333333343,0.625,4.166666666666648,2.6775103980986423,2.696078431372553
10.13,45,45.0,44.6,44.5,44.4,15.55,1.146953405017939,0.6465053763441233,0.0,2.4260393306882975,2.696078431372553
10.28,46,45.333333333333336,45.2,44.625,44.5,15.55,1.146953405017939,0.9489247311828137,2.222222222222259,1.4590800477897403,2.129629629629636
10.44,45,45.333333333333336,45.2,44.625,44.7,15.55,-1.742919389978212,0.13888888888889994,0.0,0.18366247335255537,0.7407407407407532
10.62,43,44.666666666666664,44.8,44.625,44.5,15.55,-4.107744107744111,-0.868686868686865,-3.7037037037037357,-1.5679033642347946,-0.49382716049382536
10.77,44,44.0,44.6,44.75,44.4,15.49,-5.3181003584229245,-0.6465053763440949,-4.444444444444418,-3.7229212853817493,-2.716049382716051
10.93,42,43.0,44.0,44.375,44.3,15.42,-3.125,-0.3125,-6.249999999999995,-4.183614822055678,-4.799382716049382
11.09,43,43.0,43.4,44.125,44.3,15.36,0.0,-0.3125,0.0,-2.8143667861409747,-3.564814814814804
11.25,44,43.0,43.2,44.0,44.2,15.36,0.950683303624487,-0.8923796791443692,0.0,-0.724772232125171,-2.083333333333331
11.42,43,43.333333333333336,43.2,43.75,44.0,15.23,2.023915626856791,-0.8923796791443976,1.960784313725505,0.9915329768270927,0.6535947712418354
11.58,44,43.666666666666664,43.2,43.5,43.9,15.17,2.0833333333333144,-0.3125,2.083333333333302,1.6859774212715308,1.3480392156862695
11.74,45,44.0,43.8,43.5,43.9,15.17,3.125,-0.3125,2.0833333333333464,2.4107496533967017,2.0424836601307184
11.9,45,44.666666666666664,44.2,43.75,43.8,15.17,2.0833333333333144,-0.625,4.166666666666648,2.430555555555543,2.777777777777766
12.06,44,44.666666666666664,44.2,43.75,43.7,15.23,0.0,0.2484402852049925,0.0,1.7361111111111047,2.083333333333332
12.23,45,44.666666666666664,44.6,44.125,43.9,15.23,-1.073232323232304,0.5704099821746524,0.0,0.3367003367003368,1.3888888888888833
12.39,44,44.333333333333336,44.6,44.25,43.9,15.23,-1.0416666666666572,0.625,-2.083333333333302,-0.7049663299663204,-0.6944444444444334
12.55,44,44.333333333333336,44.4,44.25,44.1,15.23,-1.0416666666666572,0.9375,0.0,-1.0521885521885395,-0.6944444444444334
12.71,44,44.0,44.2,44.375,44.2,15.3,2.842170943040401e-14,0.6250000000000284,-2.0833333333333464,-0.6944444444444287,-1.3888888888888822
12.87,45,44.333333333333336,44.4,44.5,44.3,15.3,2.9745989304812923,1.1775846702317239,2.0833333333333695,0.6443107546048878,8.289665250534503e-15
13.04,46,45.0,44.6,44.625,44.6,15.3,-0.2450980392156623,0.21167557932264458,3.9215686274509682,0.9098336304218861,1.3071895424836644
13.2,42,44.333333333333336,44.2,44.25,44.4,15.23,-2.083333333333343,-0.625,-4.166666666666648,0.21538918597742907,0.6127450980392304
13.36,45,44.333333333333336,44.4,44.375,44.4,15.23,-3.4408602150537604,-0.6881720430107237,0.0,-1.9230971958675884,-0.0816993464052261
13.51,43,43.333333333333336,44.2,44.125,44.2,15.23,1.5994623655913927,0.21908602150540446,-6.666666666666651,-1.30824372759857,-3.6111111111110987
13.67,47,45.0,44.6,44.5,44.5,15.23,5.366161616161605,0.9659090909090651,10.416666666666643,1.1749212555664126,1.2499999999999982
13.84,45,45.0,44.4,44.625,44.5,15.23,1.0732323232323324,0.0,0.0,2.6796187683284436,1.2499999999999982
14.0,44,45.333333333333336,44.8,44.625,44.5,15.23,-3.125,-0.3125,2.0833333333333464,1.1047979797979792,4.166666666666664
14.16,43,44.0,44.4,44.375,44.4,15.23,-4.166666666666657,0.0,-8.333333333333341,-2.0728114478114414,-2.0833333333333304
14.32,45,44.0,44.8,44.25,44.5,15.23,-1.0416666666666856,-0.3125,0.0,-2.777777777777781,-2.0833333333333304
14.48,43,43.666666666666664,44.0,44.375,44.3,15.23,0.8281342840166417,-0.9291443850267314,-2.0833333333333464,-1.4600663497722337,-3.472222222222228
14.65,45,44.333333333333336,44.0,44.375,44.2,15.1,-0.24509803921569073,0.036764705882347926,3.92156862745101,-0.15287680728857822,0.6127450980392224
14.81,43,43.666666666666664,43.8,44.375,44.3,15.1,1.0416666666666572,0.625,-4.166666666666693,0.5415676371558694,-0.7761437908496752
14.97,46,44.666666666666664,44.4,44.25,44.4,14.98,2.083333333333343,0.625,6.249999999999995,0.9599673202614364,2.001633986928105
15.13,44,44.333333333333336,44.2,44.125,44.5,14.85,0.13888888888888573,-0.7298387096774093,-2.083333333333302,1.087962962962962,1.1842378929335002e-15
15.28,44,44.666666666666664,44.4,44.125,44.2,14.72,-0.47138047138044215,-1.3434343434343532,2.2222222222222117,0.5836139169472622,2.129629629629636
15.46,44,44.0,44.2,44.25,44.1,14.66,-4.107744107744111,-0.9797979797980076,-3.7037037037036598,-1.4800785634118891,-1.188271604938249
15.61,42,43.333333333333336,44.0,43.875,43.9,14.59,-2.293906810035878,-0.38575268817206165,-4.44444444444447,-2.291010463053477,-1.975308641975305
15.77,44,43.333333333333336,43.6,44.0,44.0,14.59,0.0,0.0,0.0,-2.1338836392599965,-2.7160493827160423
15.93,44,43.333333333333336,43.6,43.875,43.9,14.53,0.0,-0.625,0.0,-0.7646356033452927,-1.4814814814814892
16.09,42,43.333333333333336,43.2,43.75,43.8,14.53,-0.950683303624487,-0.8923796791443976,0.0,-0.3168944345414957,8.881784197001252e-16
16.26,43,43.0,43.0,43.375,43.6,14.46,-0.9506833036244586,-0.24844028520493566,-1.9607843137254846,-0.6337888690829819,-0.6535947712418273
16.42,44,43.0,43.4,43.375,43.7,14.4,3.4408602150538172,-0.041666666666685614,0.0,0.5131645359349571,-0.6535947712418273
16.57,45,44.0,43.6,43.5,43.6,14.21,3.4408602150538172,-0.6465053763440949,6.66666666666673,1.977012375494392,1.5686274509804161
16.73,43,44.0,43.4,43.375,43.5,14.02,1.0416666666666572,0.0,0.0,2.6411290322580974,2.2222222222222445
16.89,45,44.333333333333336,44.0,43.75,43.6,14.08,1.0416666666666572,0.625,2.0833333333333464,1.8413978494623773,2.916666666666693
17.05,45,44.333333333333336,44.4,43.875,43.7,14.21,1.0416666666666572,0.9375,0.0,1.0416666666666572,0.69444444444445
17.21,44,44.666666666666664,44.4,43.875,43.9,14.21,-1.0416666666666572,0.3125,2.083333333333302,0.34722222222221905,1.388888888888884
17.37,43,44.0,44.0,44.0,43.8,14.21,-0.8691756272401108,0.38575268817206165,-4.166666666666648,-0.2897252090800369,-0.6944444444444476
17.52,46,44.333333333333336,44.6,44.375,44.0,13.89,0.13888888888891415,0.9905913978494993,2.222222222222259,-0.5906511350059512,0.04629629629630546
17.68,43,44.0,44.2,44.25,44.1,13.44,-1.102941176470594,0.3308823529412024,-2.0833333333333464,-0.6110759716072636,-1.3425925925925775
17.86,43,44.0,43.8,44.0,44.1,13.18,-1.2121212121212182,0.36363636363637397,0.0,-0.7253911665676327,0.04629629629630531
18.01,45,43.666666666666664,44.0,44.25,44.2,12.99,-0.1388888888888573,0.04166666666665719,-2.2222222222222063,-0.8179837591602231,-1.4351851851851833
18.17,44,44.0,44.2,44.125,44.1,12.93,1.008064516129025,-0.30241935483871885,2.0833333333333464,-0.11431519496035018,-0.04629629629628577
18.32,43,44.0,43.6,43.875,44.1,13.06,-1.008064516129025,-0.3024193548386904,0.0,-0.04629629629628577,-0.04629629629628577
18.48,44,43.666666666666664,43.8,43.875,44.0,13.5,-2.0239156268568195,-0.8923796791444119,-2.0833333333333464,-0.6746385422856065,8.881784197001252e-16
18.65,43,43.333333333333336,43.8,43.875,43.8,13.95,0.12254901960781694,-0.5704099821747093,-1.9607843137254837,-0.9698103744593425,-1.348039215686276
18.81,44,43.666666666666664,43.6,43.625,43.8,14.08,1.0416666666666288,0.3125,2.083333333333302,-0.28656664686079125,-0.653594771241842
18.97,44,43.666666666666664,43.6,43.75,43.9,14.27,1.1469534050179107,-0.3857526881720048,0.0,0.7703896970974521,0.04084967320260683
19.12,44,44.0,43.8,43.875,43.7,14.46,1.1469534050179107,-0.38575268817203323,2.2222222222222063,1.1118578255674834,1.4351851851851702
19.28,44,44.0,43.8,43.75,43.8,14.66,-1.4210854715202004e-14,0.6071746880570004,0.0,0.764635603345269,0.7407407407407364
19.45,44,44.0,44.0,43.75,43.9,14.85,-2.361111111111029,-0.7867647058822911,0.0,-0.40471923536437754,0.7407407407407364
19.6,42,43.333333333333336,43.6,43.625,43.6,15.04,-2.293906810035793,-1.0322580645161281,-4.444444444444366,-1.5516726403822787,-1.4814814814814543
19.76,44,43.333333333333336,43.6,43.625,43.6,15.1,0.0,0.34408602150537604,0.0,-1.551672640382274,-1.4814814814814543
19.91,44,43.333333333333336,43.6,43.75,43.7,15.17,1.008064516129025,0.041666666666685614,0.0,-0.42861409796892264,-1.4814814814814543
20.07,43,43.666666666666664,43.4,43.625,43.6,15.36,0.0,-0.3125,2.083333333333302,0.3360215053763416,0.6944444444444349
20.23,43,43.333333333333336,43.2,43.5,43.6,15.55,0.0,0.3125,-2.083333333333302,0.3360215053763416,8.881784197001252e-16
20.39,45,43.666666666666664,43.8,43.625,43.7,15.49,2.155017921146964,0.30241935483871885,2.083333333333302,0.718339307048988,0.6944444444444349
20.54,44,44.0,43.8,43.625,43.7,15.42,0.13888888888891415,-0.6048387096774377,2.222222222222259,0.7646356033452927,0.7407407407407541
20.7,42,43.666666666666664,43.4,43.375,43.5,15.42,-2.0833333333333144,-0.625,-2.0833333333333464,0.07019115890085459,0.7407407407407393
20.86,44,43.333333333333336,43.6,43.625,43.5,16.19,-2.1550179211469356,-0.3440860215053476,-2.083333333333302,-1.366487455197112,-0.6481481481481287
21.01,43,43.0,43.6,43.5,43.4,18.11,1.8772401433691925,0.5631720430107805,-2.2222222222222063,-0.7870370370370191,-2.1296296296296173
21.17,45,44.0,43.6,43.625,43.7,18.62,1.8772401433691357,0.5631720430107521,6.249999999999995,0.5331541218637975,0.648148148148163
21.32,43,43.666666666666664,43.4,43.625,43.6,18.11,-0.13888888888891415,-0.34408602150537604,-2.222222222222259,1.2051971326164714,0.601851851851844
21.48,44,44.0,43.8,43.75,43.6,17.6,3.125,1.25,2.0833333333333464,1.6211170848267404,2.037037037037028
21.64,47,44.666666666666664,44.4,44.0,44.0,17.6,2.261904761904759,1.3571428571428612,4.166666666666648,1.749338624338615,1.3425925925925792
21.83,43,44.666666666666664,44.4,43.875,44.0,16.58,0.0,-0.37254901960784537,0.0,1.7956349206349198,2.083333333333332
21.98,44,44.666666666666664,44.2,44.125,43.9,15.36,-3.0241935483871316,-0.34408602150540446,0.0,-0.2540962621607908,1.3888888888888833
22.14,44,43.666666666666664,44.4,44.125,43.9,15.04,-1.0416666666666572,0.9375,-6.249999999999995,-1.355286738351263,-2.083333333333331
22.3,45,44.333333333333336,44.6,44.375,44.2,14.98,2.01612903225805,0.9072580645161565,4.166666666666693,-0.6832437275985797,-0.6944444444444334
22.45,44,44.333333333333336,44.0,44.25,44.2,14.78,-1.008064516129025,-2.842170943040401e-14,0.0,-0.011200716845877423,-0.6944444444444334
22.61,43,44.0,44.0,44.25,44.2,14.02,-1.0416666666666572,0.0,-2.0833333333333464,-0.011200716845877423,0.6944444444444494
22.77,45,44.0,44.2,44.375,44.2,13.76,0.0,0.3125,0.0,-0.6832437275985607,-0.6944444444444482
22.93,44,44.0,44.2,44.0,44.3,13.12,1.146953405017939,0.3024193548386904,0.0,0.035095579450427294,-0.6944444444444482
23.08,44,44.333333333333336,44.0,44.125,44.3,12.35,-1.8772401433691357,-1.5120967741935374,2.222222222222259,-0.24342891278373222,0.7407407407407537
23.24,42,43.333333333333336,43.6,43.875,43.8,12.1,-4.166666666666657,-1.5625,-6.249999999999995,-1.6323178016726179,-1.3425925925925781
23.4,43,43.0,43.6,43.75,43.8,11.58,-1.0416666666666856,0.0,-2.0833333333333464,-2.3618578255674927,-2.037037037037027
23.56,44,43.0,43.4,43.625,43.8,11.58,1.0416666666666856,-0.3125,0.0,-1.3888888888888857,-2.77777777777778
23.72,43,43.333333333333336,43.2,43.5,43.7,11.58,1.0416666666666856,-0.9375,2.0833333333333464,0.34722222222222854,5.921189464667501e-16
23.88,43,43.333333333333336,43.0,43.5,43.5,9.6,-2.614379084967311,-1.4460784313725412,0.0,-0.1770152505446466,0.6944444444444494
24.06,41,42.333333333333336,42.8,43.0,43.2,9.92,-0.10101010101018915,-0.030303030303088008,-5.555555555555564,-0.5579075064369382,-1.1574074074074054
24.21,45,43.0,43.2,43.125,43.4,10.3,0.27777777777772883,-0.5215053763441233,4.444444444444366,-0.8125371360665904,-0.37037037037039894
24.37,41,42.333333333333336,42.6,42.75,43.0,9.98,0.0,-1.5625,-4.166666666666648,0.058922558922513225,-1.7592592592592817
24.53,43,43.0,42.6,42.875,42.9,9.79,0.0,-0.625,4.166666666666648,0.09259259259257628,1.4814814814814559
24.69,43,42.333333333333336,42.6,42.875,42.8,10.24,-2.2058823529411598,-0.5923202614379051,-4.166666666666648,-0.7352941176470532,-1.3888888888888822
24.87,41,42.333333333333336,42.6,42.5,42.7,10.56,1.1029411764705515,0.06944444444442865,0.0,-0.3676470588235361,5.921189464667501e-16
25.03,44,42.666666666666664,42.4,42.625,42.8,10.82,1.0416666666666288,0.0,2.083333333333302,-0.020424836601326508,-0.6944444444444482
25.19,43,42.666666666666664,42.8,42.625,42.7,10.94,1.1469534050179675,-0.6465053763440949,0.0,1.0971870827183825,0.6944444444444345
25.34,42,43.0,42.6,42.75,42.6,11.39,-0.8691756272401108,-0.6465053763440949,2.222222222222259,0.4398148148148285,1.4351851851851876
25.5,42,42.333333333333336,42.4,42.375,42.5,11.33,-3.0971479500891235,-0.03676470588237635,-4.166666666666648,-0.9397900574370889,-0.6481481481481293
25.67,42,42.0,42.6,42.5,42.6,11.46,-0.9506833036244586,-0.6807040998218099,-1.9607843137254846,-1.639002293651231,-1.3017429193899575
25.83,42,42.0,42.2,42.375,42.3,11.33,-1.1469534050179107,-0.9072580645162134,0.0,-1.7315948862438308,-2.0424836601307104
25.98,41,41.666666666666664,41.8,42.125,42.3,11.52,-2.15501792114695,-0.6048387096774377,-2.2222222222222063,-1.4175515432631063,-1.394335511982563
26.14,41,41.333333333333336,41.6,42.125,42.1,11.39,0.0,-0.625,-2.083333333333302,-1.1006571087216201,-1.4351851851851685
26.3,43,41.666666666666664,41.8,42.0,42.1,11.58,2.9745989304812923,0.5704099821746809,2.083333333333302,0.27319366977811416,-0.7407407407407346
26.47,43,42.333333333333336,42.0,42.0,42.3,11.58,2.9745989304813065,-0.07352941176466743,3.921568627451051,1.9830659536541997,1.3071895424836846
26.63,42,42.666666666666664,42.0,42.0,42.1,11.46,-1.2858422939067395,-1.293010752688133,2.083333333333302,1.5544518556852864,2.6960784313725523
26.78,41,42.0,42.0,41.875,41.9,11.58,-2.293906810035793,-0.38575268817206165,-4.444444444444366,-0.2017167244870753,0.5201525054466632
26.94,43,42.0,42.4,42.0,42.0,11.58,-1.0416666666666572,0.0,0.0,-1.5404719235363966,-0.7870370370370203
27.1,41,41.666666666666664,42.0,41.875,41.9,11.46,-0.12254901960781694,-0.32196969696970257,-2.0833333333333464,-1.152707498770089,-2.175925925925903
27.27,42,42.0,41.8,42.0,41.9,11.46,-2.269013666072425,-0.6439393939393767,1.9607843137255254,-1.144409784115633,-0.04084967320260594
27.43,40,41.0,41.4,41.875,41.7,11.58,-3.125,-0.625,-6.249999999999995,-1.8388542285600806,-2.1241830065359375
27.59,41,41.0,41.4,41.625,41.7,11.58,-3.4408602150538172,-0.6881720430107805,0.0,-2.944957960375414,-1.4297385620914886
27.74,39,40.0,40.6,41.125,41.5,11.52,-3.440860215053803,-1.5954301075268802,-6.66666666666673,-3.3355734767025402,-4.305555555555574
27.9,40,40.0,40.4,40.875,41.2,11.58,-0.950683303624487,-1.8215240641711432,0.0,-2.610801244577369,-2.2222222222222423
28.07,40,39.666666666666664,40.0,40.75,40.9,11.58,0.12254901960790221,-1.4995543672014264,-1.9607843137254846,-1.4229981663567959,-2.8758169934640705
28.23,40,40.0,40.0,40.375,40.7,11.71,2.1550179211469924,-0.6048387096774093,2.0833333333333464,0.4422945457101359,0.04084967320262164
28.38,41,40.333333333333336,40.0,40.375,40.7,11.58,-0.8691756272401108,-1.5120967741935374,2.222222222222259,0.4694637711715946,0.7815904139433747
28.54,38,39.666666666666664,39.8,39.875,40.2,11.52,1.041666666666643,-0.9375000000000142,-4.166666666666693,0.7758363201911749,0.04629629629630531
28.7,43,40.666666666666664,40.4,40.25,40.4,11.58,2.26901366607251,0.07352941176469585,6.249999999999995,0.8138349018330141,1.435185185185188
28.87,40,40.333333333333336,40.4,40.125,40.2,11.58,2.2690136660725386,-0.2484402852049925,-1.9607843137254426,1.8598979996038973,0.040849673202620895
29.03,41,41.333333333333336,40.6,40.375,40.3,11.58,2.0833333333333144,0.6249999999999858,6.249999999999995,2.207120221826121,3.5130718954248503
29.19,42,41.0,40.8,40.625,40.4,11.52,0.13888888888888573,0.9905913978494993,-2.0833333333333464,1.4970786294315797,0.7352941176470699
29.34,41,41.333333333333336,41.4,40.75,40.6,11.26,-0.8691756272401108,0.38575268817206165,2.222222222222259,0.45101553166069647,2.129629629629637
29.5,39,40.666666666666664,40.6,40.625,40.5,11.01,-4.820261437908513,-0.5923202614378908,-4.166666666666693,-1.8501827254199128,-1.3425925925925923
29.68,39,39.666666666666664,40.4,40.375,40.4,10.82,-2.6143790849673394,0.06944444444442865,-5.555555555555564,-2.7679387167053213,-2.4999999999999982
29.84,41,39.666666666666664,40.4,40.75,40.5,10.75,1.0416666666666714,0.0,0.0,-2.1309912854030606,-3.240740740740751
30.0,40,40.0,40.0,40.375,40.4,10.69,3.301971326164903,0.7298387096774377,2.0833333333333464,0.576419635954745,-1.1574074074074048
30.15,41,40.666666666666664,40.0,40.5,40.7,10.75,3.3019713261649173,0.7298387096774377,4.44444444444447,2.5485364396654973,2.1759259259259403
30.31,42,41.0,40.6,40.625,40.6,10.69,2.9745989304812497,0.24844028520496408,2.0833333333333464,3.1928471942703567,2.8703703703703893
30.48,42,41.666666666666664,41.2,40.625,40.8,10.75,1.9013666072489173,0.5704099821746809,3.921568627450927,2.7259789546316946,3.483115468409583
30.64,41,41.666666666666664,41.2,40.625,40.8,10.62,-2.083333333333343,-0.6249999999999858,0.0,0.930877401465608,2.0016339869280926
30.8,40,41.0,41.2,40.75,40.6,10.56,-1.0416666666666572,0.0,-4.166666666666648,-0.40787779758369425,-0.08169934640523883
30.96,43,41.333333333333336,41.6,41.25,40.8,10.5,1.008064516129025,1.2930107526881613,2.0833333333333464,-0.7056451612903251,-0.6944444444444323
31.11,41,41.333333333333336,41.4,41.25,41.0,10.37,0.841750841750823,1.2323232323232816,0.0,0.2693828970710636,-0.6944444444444323
31.29,41,41.666666666666664,41.2,41.375,41.2,10.5,-4.006734006733893,-0.22222222222220012,1.8518518518518285,-0.7189728829513484,1.3117283950617267
31.44,39,40.333333333333336,40.8,41.125,41.0,10.69,-7.612007168458703,-1.2930107526881898,-8.888888888888731,-3.5923301111472576,-2.3456790123456326
31.6,38,39.333333333333336,40.4,40.625,40.8,10.82,-7.291666666666671,-1.875,-6.249999999999995,-6.303469280619756,-4.429012345678964
31.76,37,38.0,39.2,40.0,40.4,10.82,-5.208333333333343,-2.5,-8.333333333333341,-6.704002389486239,-7.82407407407402
31.92,38,37.666666666666664,38.6,39.625,40.0,10.94,-4.588779956427018,-3.415032679738559,-2.0833333333333464,-5.6962599854756775,-5.55555555555556
32.1,34,36.333333333333336,37.2,38.875,39.2,10.88,-6.794662309368235,-4.407679738562138,-7.407407407407393,-5.530591866376199,-5.941358024691358
32.26,34,35.333333333333336,36.2,37.75,38.5,10.88,-7.612007168458902,-4.181451612903317,-6.250000000000133,-6.331816478084718,-5.246913580246956
