4,-0.051103
4.0167,-0.086005
4.0333,-0.061042
4.05,-0.055777
4.0667,-0.013535
4.0833,-0.0095526
4.1,0.013239
4.1167,0.028029
4.1333,0.021901
4.15,0.010699
4.1667,-0.0038684
4.1833,-0.0022557
4.2,-0.02876
4.2167,-0.034604
4.2333,-0.034064
4.25,-0.019033
4.2667,-0.020107
4.2833,-0.002254
4.3,0.01052
4.3167,0.063454
4.3333,0.068293
4.35,0.074207
4.3667,0.091168
4.3833,0.14436
4.4,0.14408
4.4167,0.12939
4.4333,0.17099
4.45,0.15707
4.4667,0.19542
4.4833,0.20321
4.5,0.20261
4.5167,0.22961
4.5333,0.19985
4.55,0.23598
4.5667,0.27232
4.5833,0.29322
4.6,0.48387
4.6167,0.74853
4.6333,1.0897
4.65,1.3826
4.6667,1.755
4.6833,2.1443
4.7,2.5103
4.7167,2.9317
4.7333,3.3492
4.75,3.6267
4.7667,3.8456
4.7833,3.9731
4.8,4.259
4.8167,4.3771
4.8333,4.5618
4.85,4.667
4.8667,4.7685
4.8833,4.8196
4.9,4.8882
4.9167,4.8777
4.9333,4.886
4.95,4.841
4.9667,4.8479
4.9833,4.8419
5,4.8508
5.0167,4.8947
5.0333,4.8809
5.05,4.9291
5.0667,4.9282
5.0833,5.0292
5.1,5.0211
5.1167,5.0846
5.1333,5.0638
5.15,5.137
5.1667,5.1633
5.1833,5.2315
5.2,5.2602
5.2167,5.3622
5.2333,5.3394
5.25,5.4473
5.2667,5.4761
5.2833,5.5386
5.3,5.5762
5.3167,5.6183
5.3333,5.6784
5.35,5.7489
5.3667,5.7821
5.3833,5.852
5.4,5.8739
5.4167,5.9088
5.4333,5.9509
5.45,5.9655
5.4667,5.9666
5.4833,6.0055
5.5,5.9923
5.5167,6.0169
5.5333,6.02
5.55,6.0203
5.5667,6.0087
5.5833,5.9917
5.6,5.9968
5.6167,6.0022
5.6333,5.9745
5.65,5.991
5.6667,5.9451
5.6833,5.9638
5.7,5.9604
5.7167,5.9862
5.7333,5.9991
5.75,6.0043
5.7667,6.0317
5.7833,6.052
5.8,6.0442
5.8167,6.1107
5.8333,6.1116
5.85,6.162
5.8667,6.1666
5.8833,6.1982
5.9,6.2143
5.9167,6.217
5.9333,6.2358
5.95,6.2775
5.9667,6.2716
5.9833,6.2844
6,6.2699
6.0167,6.2735
6.0333,6.2821
6.05,6.2876
6.0667,6.3099
6.0833,6.2972
6.1,6.3036
6.1167,6.2968
6.1333,6.308
6.15,6.3193
6.1667,6.3588
6.1833,6.4237
6.2,6.43
6.2167,6.4415
6.2333,6.474
6.25,6.496
6.2667,6.5404
6.2833,6.5861
6.3,6.6194
6.3167,6.6468
6.3333,6.6091
6.35,6.6556
6.3667,6.6677
6.3833,6.7054
6.4,6.7478
6.4167,6.7635
6.4333,6.7816
6.45,6.7902
6.4667,6.8076
6.4833,6.851
6.5,6.8645
6.5167,6.8912
6.5333,6.8934
6.55,6.8929
6.5667,6.9146
6.5833,6.9382
6.6,6.9746
6.6167,7.0171
6.6333,7.0259
6.65,7.063
6.6667,7.1024
6.6833,7.1392
6.7,7.1783
6.7167,7.1845
6.7333,7.2308
6.75,7.2428
6.7667,7.271
6.7833,7.265
6.8,7.289
6.8167,7.2873
6.8333,7.3083
6.85,7.3228
6.8667,7.366
6.8833,7.3709
6.9,7.3982
6.9167,7.4018
6.9333,7.436
6.95,7.463
6.9667,7.5038
6.9833,7.5542
7,7.5797
7.0167,7.577
7.0333,7.6071
7.05,7.6197
7.0667,7.661
7.0833,7.6864
7.1,7.6908
7.1167,7.6736
7.1333,7.6486
7.15,7.6614
7.1666,7.6755
7.1833,7.6628
7.2,7.6337
7.2166,7.5957
7.2333,7.5964
7.25,7.5947
7.2667,7.6091
7.2833,7.5775
7.3,7.5905
7.3166,7.5964
7.3333,7.6278
7.35,7.6657
7.3666,7.6993
7.3833,7.6938
7.4,7.6833
7.4166,7.7013
7.4333,7.7508
7.45,7.769
7.4666,7.7721
7.4833,7.7713
7.5,7.7856
7.5167,7.7793
7.5333,7.8074
7.55,7.8372
7.5666,7.8673
7.5833,7.8708
7.6,7.8502
7.6166,7.893
7.6333,7.8704
7.65,7.9035
7.6666,7.9204
7.6833,7.9875
7.7,8.0068
7.7166,7.993
7.7333,8.031
7.75,8.0103
7.7667,8.058
7.7833,8.0998
7.8,8.1649
7.8166,8.1887
7.8333,8.1942
7.85,8.1936
7.8666,8.2511
7.8833,8.2618
7.9,8.3206
7.9166,8.3234
7.9333,8.31
7.95,8.2857
7.9666,8.2973
7.9833,8.3085
8,8.339
8.0166,8.3295
8.0333,8.3722
8.05,8.3912
8.0666,8.3985
8.0833,8.4466
8.1,8.4707
8.1166,8.4774
8.1333,8.4597
8.15,8.4747
8.1667,8.4836
8.1833,8.4879
8.2,8.4817
8.2166,8.5112
8.2333,8.5269
8.25,8.5061
8.2666,8.5244
8.2833,8.5324
8.3,8.585
8.3166,8.5787
8.3333,8.5863
8.35,8.6304
8.3666,8.6204
8.3833,8.628
8.4,8.638
8.4167,8.6644
8.4333,8.6896
8.45,8.7012
8.4666,8.7347
8.4833,8.7322
8.5,8.749
8.5166,8.7739
8.5333,8.8023
8.55,8.8324
8.5666,8.8513
8.5833,8.8384
8.6,8.8392
8.6166,8.856
8.6333,8.8868
8.65,8.8649
8.6667,8.8611
8.6833,8.8621
8.7,8.8887
8.7166,8.9083
8.7333,8.9285
8.75,8.9325
8.7666,8.9238
8.7833,8.9261
8.8,8.9773
8.8166,9.0096
8.8333,9.014
8.85,8.97
8.8666,8.9376
8.8833,8.9471
8.9,8.925
8.9167,8.9602
8.9333,8.9333
8.95,8.9101
8.9666,8.8643
8.9833,8.8869
9,8.9209
9.0166,8.9393
9.0333,8.9561
9.05,8.9912
9.0666,9.0404
9.0833,9.0623
9.1,9.0913
9.1166,9.1522
9.1333,9.1476
9.15,9.1723
9.1667,9.1789
9.1833,9.1912
9.2,9.1764
9.2166,9.1514
9.2333,9.1937
9.25,9.2243
9.2666,9.1851
9.2833,9.2124
9.3,9.1992
9.3166,9.2398
9.3333,9.2623
9.35,9.2918
9.3666,9.3038
9.3833,9.2982
9.4,9.3006
9.4167,9.35
9.4333,9.3586
9.45,9.4152
9.4666,9.4155
9.4833,9.4481
9.5,9.4375
9.5166,9.4362
9.5333,9.4416
9.55,9.4318
9.5666,9.416
9.5833,9.4138
9.6,9.4069
9.6166,9.4123
9.6333,9.4036
9.65,9.4188
9.6667,9.4289
9.6833,9.4351
9.7,9.4495
9.7166,9.445
9.7333,9.3727
9.75,9.3166
9.7666,9.2373
9.7833,9.1799
9.8,9.1382
9.8166,9.0831
9.8333,9.0362
9.85,8.956
9.8666,8.9232
9.8833,8.9313
9.9,8.923
9.9167,8.9269
9.9333,8.9108
9.95,8.9275
9.9666,8.9074
9.9833,8.9231
10,8.919
10.017,8.9277
10.033,8.9345
10.05,8.9559
10.067,8.9715
10.083,9.0003
10.1,8.9917
10.117,9.0077
10.133,9.0083
10.15,9.028
10.167,9.0461
10.183,9.0508
10.2,9.0539
10.217,9.0826
10.233,9.0751
10.25,9.0711
10.267,9.0628
10.283,9.075
10.3,9.0703
10.317,9.0868
10.333,9.0999
10.35,9.1064
10.367,9.086
10.383,9.0917
10.4,9.1309
10.417,9.1691
10.433,9.2007
10.45,9.227
10.467,9.2238
10.483,9.2383
10.5,9.2325
10.517,9.2791
10.533,9.2785
10.55,9.2727
10.567,9.2694
10.583,9.2456
10.6,9.2599
10.617,9.2714
10.633,9.2849
10.65,9.3346
10.667,9.3348
10.683,9.3443
10.7,9.3618
10.717,9.3825
10.733,9.3976
10.75,9.4096
10.767,9.3959
10.783,9.4456
10.8,9.4084
10.817,9.4188
10.833,9.45
10.85,9.4919
10.867,9.5017
10.883,9.5284
10.9,9.5636
