Time (s),Displacement (mm),Velocity Gradient,Velocity Derivative,,,,,,,,,,
13.55,10.193,0.882352941,1.352941176,,,,,,,,,,
13.567,10.2,-0.959447415,0.411764706,,,,,,,,,,
13.583,10.164,-1.815062389,-2.25,,,,,,,,,,
13.6,10.141,-0.764705882,-1.352941176,,,,,,,,,,
13.617,10.138,-0.504122103,-0.176470588,,,,,,,,,,
13.633,10.125,0.208890374,-0.8125,,,,,,,,,,
13.65,10.147,0.970588235,1.294117647,,,,,,,,,,
13.667,10.158,-0.008244207,0.647058824,,,,,,,,,,
13.683,10.148,-0.892379679,-0.625,,,,,,,,,,
13.7,10.128,-0.647058824,-1.176470588,,,,,,,,,,
13.717,10.126,0.586898396,-0.117647059,,,,,,,,,,
13.733,10.146,2.012923351,1.25,,,,,,,,,,
13.75,10.194,1.5,2.823529412,,,,,,,,,,
13.767,10.197,-0.268605169,0.176470588,,,,,,,,,,
13.783,10.186,-0.839015152,-0.6875,,,,,,,,,,
13.8,10.169,-1.205882353,-1,,,,,,,,,,
13.817,10.145,-0.233734403,-1.411764706,,,,,,,,,,
13.833,10.159,0.678921569,0.875,,,,,,,,,,
13.85,10.167,-0.029411765,0.470588235,,,,,,,,,,
13.867,10.158,-0.41766934,-0.529411765,,,,,,,,,,
13.883,10.153,-0.617312834,-0.3125,,,,,,,,,,
13.9,10.137,-0.382352941,-0.941176471,,,,,,,,,,
13.917,10.14,-0.043226381,0.176470588,,,,,,,,,,
13.933,10.136,-0.271390374,-0.25,,,,,,,,,,
13.95,10.131,1.176470588,-0.294117647,,,,,,,,,,
13.967,10.176,1.508801248,2.647058824,,,,,,,,,,
13.983,10.183,1.223596257,0.4375,,,,,,,,,,
14,10.218,2.411764706,2.058823529,,,,,,,,,,
14.017,10.265,2.113190731,2.764705882,,,,,,,,,,
14.033,10.289,1.114973262,1.5,,,,,,,,,,
14.05,10.301,0.705882353,0.705882353,,,,,,,,,,
14.067,10.313,1.501336898,0.705882353,,,,,,,,,,
14.083,10.349,2.10026738,2.25,,,,,,,,,,
14.1,10.382,0.970588235,1.941176471,,,,,,,,,,
14.117,10.382,0.579545455,0,,,,,,,,,,
14.133,10.4,0.807709447,1.125,,,,,,,,,,
14.15,10.408,0.117647059,0.470588235,,,,,,,,,,
14.167,10.404,0.143493761,-0.235294118,,,,,,,,,,
14.183,10.412,-0.512477718,0.5,,,,,,,,,,
14.2,10.385,-1.352941176,-1.588235294,,,,,,,,,,
14.217,10.366,-0.89605615,-1.117647059,,,,,,,,,,
14.233,10.355,-1.152740642,-0.6875,,,,,,,,,,
14.25,10.327,-0.617647059,-1.647058824,,,,,,,,,,
14.267,10.334,-0.090129234,0.411764706,,,,,,,,,,
14.283,10.325,-0.118649733,-0.5625,,,,,,,,,,
14.3,10.331,-0.558823529,0.352941176,,,,,,,,,,
14.317,10.306,-1.131573084,-1.470588235,,,,,,,,,,
14.333,10.293,0.208890374,-0.8125,,,,,,,,,,
14.35,10.315,0.852941176,1.294117647,,,,,,,,,,
14.367,10.322,0.006461676,0.411764706,,,,,,,,,,
14.383,10.316,0.092023173,-0.375,,,,,,,,,,
14.4,10.326,0.176470588,0.588235294,,,,,,,,,,
14.417,10.322,0.658645276,-0.235294118,,,,,,,,,,
14.433,10.346,0.630124777,1.5,,,,,,,,,,
14.45,10.341,0.117647059,-0.294117647,,,,,,,,,,
14.467,10.35,0.192290553,0.529411765,,,,,,,,,,
14.483,10.348,-0.406639929,-0.125,,,,,,,,,,
14.5,10.336,0.705882353,-0.705882353,,,,,,,,,,
14.517,10.372,1.509692513,2.117647059,,,,,,,,,,
14.533,10.387,0.169229055,0.9375,,,,,,,,,,
14.55,10.376,-0.264705882,-0.647058824,,,,,,,,,,
14.567,10.378,0.024844029,0.117647059,,,,,,,,,,
14.583,10.377,0.081885027,-0.0625,,,,,,,,,,
14.6,10.381,0.735294118,0.235294118,,,,,,,,,,
14.617,10.402,1.532642602,1.235294118,,,,,,,,,,
14.633,10.431,0.819630125,1.8125,,,,,,,,,,
14.65,10.427,-0.882352941,-0.235294118,,,,,,,,,,
14.667,10.401,-0.612745098,-1.529411765,,,,,,,,,,
14.683,10.405,0.870320856,0.25,,,,,,,,,,
14.7,10.431,0.470588235,1.529411765,,,,,,,,,,
14.717,10.421,0.068961676,-0.588235294,,,,,,,,,,
14.733,10.432,1.010138146,0.6875,,,,,,,,,,
14.75,10.455,1.147058824,1.352941176,,,,,,,,,,
14.767,10.471,-0.573975045,0.941176471,,,,,,,,,,
14.783,10.439,-0.459893048,-2,,,,,,,,,,
14.8,10.459,0.852941176,1.176470588,,,,,,,,,,
14.817,10.468,-0.129679144,0.529411765,,,,,,,,,,
14.833,10.456,-1.013814617,-0.75,,,,,,,,,,
14.85,10.434,-0.529411765,-1.294117647,,,,,,,,,,
14.867,10.438,-1.045008913,0.235294118,,,,,,,,,,
14.883,10.402,-1.957664884,-2.25,,,,,,,,,,
14.9,10.374,-2.029411765,-1.647058824,,,,,,,,,,
14.917,10.333,-0.396613191,-2.411764706,,,,,,,,,,
14.933,10.357,0.316399287,1.5,,,,,,,,,,
14.95,10.341,-0.823529412,-0.941176471,,,,,,,,,,
14.967,10.329,-0.27785205,-0.705882353,,,,,,,,,,
14.983,10.331,0.463680927,0.125,,,,,,,,,,
15,10.345,-0.764705882,0.823529412,,,,,,,,,,
15.017,10.305,-1.205213904,-2.352941176,,,,,,,,,,
15.033,10.303,0.249331551,-0.125,,,,,,,,,,
15.05,10.314,0.705882353,0.647058824,,,,,,,,,,
15.067,10.327,-0.498551693,0.764705882,,,,,,,,,,
15.083,10.3,-0.584113191,-1.6875,,,,,,,,,,
15.1,10.31,0.205882353,0.588235294,,,,,,,,,,
15.117,10.307,-0.085561497,-0.176470588,,,,,,,,,,
15.133,10.307,0.028520499,0,,,,,,,,,,
15.15,10.308,1.147058824,0.058823529,,,,,,,,,,
15.167,10.346,1.470142602,2.235294118,,,,,,,,,,
15.183,10.358,0.443404635,0.75,,,,,,,,,,
15.2,10.36,0.529411765,0.117647059,,,,,,,,,,
15.217,10.376,1.196858289,0.941176471,,,,,,,,,,
15.233,10.399,0.911653298,1.4375,,,,,,,,,,
15.25,10.405,0.794117647,0.352941176,,,,,,,,,,
15.267,10.426,1.403854724,1.235294118,,,,,,,,,,
15.283,10.451,1.090129234,1.5625,,,,,,,,,,
15.3,10.461,1.264705882,0.588235294,,,,,,,,,,
15.317,10.494,1.102161319,1.941176471,,,,,,,,,,
15.333,10.499,-0.152740642,0.3125,,,,,,,,,,
15.35,10.488,-0.5,-0.647058824,,,,,,,,,,
15.367,10.482,-0.267713904,-0.352941176,,,,,,,,,,
15.383,10.479,-0.011029412,-0.1875,,,,,,,,,,
15.4,10.482,-0.147058824,0.176470588,,,,,,,,,,
15.417,10.474,-1.129679144,-0.470588235,,,,,,,,,,
15.433,10.446,-1.101158645,-1.75,,,,,,,,,,
15.45,10.439,-1.294117647,-0.411764706,,,,,,,,,,
15.467,10.402,-0.282531194,-2.176470588,,,,,,,,,,
15.483,10.426,0.54456328,1.5,,,,,,,,,,
15.5,10.418,-1,-0.470588235,,,,,,,,,,
15.517,10.392,-1.192290553,-1.529411765,,,,,,,,,,
15.533,10.378,-1.59157754,-0.875,,,,,,,,,,
15.55,10.338,-4.088235294,-2.352941176,,,,,,,,,,
15.567,10.239,-5.270499109,-5.823529412,,,,,,,,,,
15.583,10.163,-4.671568627,-4.75,,,,,,,,,,
15.6,10.085,-5.514705882,-4.588235294,,,,,,,,,,
15.617,9.9755,-7.337577986,-6.441176471,,,,,,,,,,
15.633,9.8446,-6.901214349,-8.18125,,,,,,,,,,
15.65,9.7504,-4.717647059,-5.541176471,,,,,,,,,,
15.667,9.6842,-4.872716132,-3.894117647,,,,,,,,,,
15.683,9.5915,-4.630291889,-5.79375,,,,,,,,,,
15.7,9.5338,-1.085294118,-3.394117647,,,,,,,,,,
15.717,9.5546,0.657620321,1.223529412,,,,,,,,,,
15.733,9.5566,-0.257887701,0.125,,,,,,,,,,
15.75,9.5453,1.238235294,-0.664705882,,,,,,,,,,
15.767,9.5987,1.922237077,3.141176471,,,,,,,,,,
15.783,9.6111,0.011363636,0.775,,,,,,,,,,
15.8,9.5975,-0.429411765,-0.8,,,,,,,,,,
15.817,9.5965,0.728108289,-0.058823529,,,,,,,,,,
15.833,9.62,0.762332888,1.46875,,,,,,,,,,
15.85,9.6202,0.232352941,0.011764706,,,,,,,,,,
15.867,9.6279,0.789494207,0.452941176,,,,,,,,,,
15.883,9.6456,1.33423574,1.10625,,,,,,,,,,
15.9,9.6724,0.011764706,1.576470588,,,,,,,,,,
15.917,9.646,-0.65313057,-1.552941176,,,,,,,,,,
15.933,9.6491,0.684480838,0.19375,,,,,,,,,,
15.95,9.6696,1.05,1.205882353,,,,,,,,,,
15.967,9.6848,0.784458556,0.894117647,,,,,,,,,,
15.983,9.6957,0.744529857,0.68125,,,,,,,,,,
16,9.7095,0.232352941,0.811764706,,,,,,,,,,
16.017,9.7036,-0.223005793,-0.347058824,,,,,,,,,,
16.033,9.7019,-0.154556595,-0.10625,,,,,,,,,,
16.05,9.6984,1.114705882,-0.205882353,,,,,,,,,,
16.067,9.7398,1.840786542,2.435294118,,,,,,,,,,
16.083,9.7603,0.990875668,1.28125,,,,,,,,,,
16.1,9.7719,0.570588235,0.682352941,,,,,,,,,,
16.117,9.7797,-0.015797683,0.458823529,,,,,,,,,,
16.133,9.7723,0.075467914,-0.4625,,,,,,,,,,
16.15,9.7833,0.45,0.647058824,,,,,,,,,,
16.167,9.7876,0.975857843,0.252941176,,,,,,,,,,
16.183,9.8141,0.576570856,1.65625,,,,,,,,,,
16.2,9.8044,-0.752941176,-0.570588235,,,,,,,,,,
16.217,9.7885,-0.752907754,-0.935294118,,,,,,,,,,
16.233,9.7792,-0.461998663,-0.58125,,,,,,,,,,
16.25,9.7735,-0.444117647,-0.335294118,,,,,,,,,,
16.267,9.7641,-0.181160873,-0.552941176,,,,,,,,,,
16.283,9.7668,-0.067078877,0.16875,,,,,,,,,,
16.3,9.7614,0.355882353,-0.317647059,,,,,,,,,,
16.317,9.7789,0.161040553,1.029411765,,,,,,,,,,
16.333,9.7684,0.449097594,-0.65625,,,,,,,,,,
16.35,9.796,1.144117647,1.623529412,,,,,,,,,,
16.367,9.8073,0.982319519,0.664705882,,,,,,,,,,
16.383,9.8278,0.879645722,1.28125,,,,,,,,,,
16.4,9.8355,0.6,0.452941176,,,,,,,,,,
16.417,9.8482,0.983611854,0.747058824,,,,,,,,,,
16.433,9.8675,1.502684938,1.20625,,,,,,,,,,
16.45,9.8984,0.985294118,1.817647059,,,,,,,,,,
16.467,9.901,0.721312389,0.152941176,,,,,,,,,,
16.483,9.9211,0.567301693,1.25625,,,,,,,,,,
16.5,9.9183,0.170588235,-0.164705882,,,,,,,,,,
16.517,9.9269,0.238836898,0.505882353,,,,,,,,,,
16.533,9.9267,0.478409091,-0.0125,,,,,,,,,,
16.55,9.9437,1.002941176,1,,,,,,,,,,
16.567,9.9608,0.011185383,1.005882353,,,,,,,,,,
16.583,9.946,-0.328208556,-0.925,,,,,,,,,,
16.6,9.9512,0.905882353,0.305882353,,,,,,,,,,
16.617,9.9768,1.164783868,1.505882353,,,,,,,,,,
16.633,9.9903,0.172270499,0.84375,,,,,,,,,,
16.65,9.9811,0.461764706,-0.541176471,,,,,,,,,,
16.667,10.006,1.354099822,1.464705882,,,,,,,,,,
16.683,10.026,0.529857398,1.25,,,,,,,,,,
16.7,10.022,0.235294118,-0.235294118,,,,,,,,,,
16.717,10.034,1.436942959,0.705882353,,,,,,,,,,
16.733,10.068,1.009135472,2.125,,,,,,,,,,
16.75,10.065,-0.558823529,-0.176470588,,,,,,,,,,
16.767,10.049,-0.778297683,-0.941176471,,,,,,,,,,
16.783,10.039,0.391042781,-0.625,,,,,,,,,,
16.8,10.064,0.264705882,1.470588235,,,,,,,,,,
16.817,10.048,-0.520721925,-0.941176471,,,,,,,,,,
16.833,10.046,0.648618538,-0.125,,,,,,,,,,
16.85,10.071,0.147058824,1.470588235,,,,,,,,,,
16.867,10.051,-0.602606952,-1.176470588,,,,,,,,,,
16.883,10.05,-0.003676471,-0.0625,,,,,,,,,,
16.9,10.051,0.117647059,0.058823529,,,,,,,,,,
16.917,10.054,-0.20421123,0.176470588,,,,,,,,,,
16.933,10.045,-0.289772727,-0.5625,,,,,,,,,,
16.95,10.045,2.764705882,0,,,,,,,,,,
16.967,10.139,2.32676025,5.529411765,,,,,,,,,,
16.983,10.128,-0.639371658,-0.6875,,,,,,,,,,
17,10.118,0.588235294,-0.588235294,,,,,,,,,,
17.017,10.148,0.694630125,1.764705882,,,,,,,,,,
17.033,10.143,0.380904635,-0.3125,,,,,,,,,,
17.05,10.162,0.323529412,1.117647059,,,,,,,,,,
17.067,10.154,0.54456328,-0.470588235,,,,,,,,,,
17.083,10.178,0.202317291,1.5,,,,,,,,,,
17.1,10.158,-2.529411765,-1.176470588,,,,,,,,,,
17.117,10.092,-1.624777184,-3.882352941,,,,,,,,,,
17.133,10.1,0.257575758,0.5,,,,,,,,,,
17.15,10.1,-0.5,0,,,,,,,,,,
17.167,10.083,-0.710227273,-1,,,,,,,,,,
17.183,10.076,-0.510583779,-0.4375,,,,,,,,,,
17.2,10.066,-0.411764706,-0.588235294,,,,,,,,,,
17.217,10.062,-0.017491087,-0.235294118,,,,,,,,,,
17.233,10.065,-0.131573084,0.1875,,,,,,,,,,
17.25,10.057,-0.588235294,-0.470588235,,,,,,,,,,
17.267,10.045,-0.181261141,-0.705882353,,,,,,,,,,
17.283,10.05,0.44618984,0.3125,,,,,,,,,,
17.3,10.06,0.529411765,0.588235294,,,,,,,,,,
17.317,10.068,0.292557932,0.470588235,,,,,,,,,,
17.333,10.07,-0.106729055,0.125,,,,,,,,,,
17.35,10.064,-0.294117647,-0.352941176,,,,,,,,,,
17.367,10.06,2.39728164,-0.235294118,,,,,,,,,,
17.383,10.138,3.424019608,4.875,,,,,,,,,,
17.4,10.17,1.294117647,1.882352941,,,,,,,,,,
17.417,10.182,0.181261141,0.705882353,,,,,,,,,,
17.433,10.177,0.266822638,-0.3125,,,,,,,,,,
17.45,10.192,0.617647059,0.882352941,,,,,,,,,,
17.467,10.198,0.074532086,0.352941176,,,,,,,,,,
17.483,10.195,0.017491087,-0.1875,,,,,,,,,,
17.5,10.199,-0.088235294,0.235294118,,,,,,,,,,
17.517,10.192,-2.77540107,-0.411764706,,,,,,,,,,
17.533,10.112,-3.516934046,-5,,,,,,,,,,
17.55,10.079,-1.647058824,-1.941176471,,,,,,,,,,
17.567,10.056,-0.849153298,-1.352941176,,,,,,,,,,
17.583,10.05,-1.362522282,-0.375,,,,,,,,,,
17.6,10.009,0.764705882,-2.411764706,,,,,,,,,,
17.617,10.076,2.136252228,3.941176471,,,,,,,,,,
17.633,10.083,0.852829768,0.4375,,,,,,,,,,
17.65,10.105,1.676470588,1.294117647,,,,,,,,,,
17.667,10.14,2.157308378,2.058823529,,,,,,,,,,
17.683,10.176,2.242869875,2.25,,,,,,,,,,
17.7,10.214,0.411764706,2.235294118,,,,,,,,,,
17.717,10.19,0.217023173,-1.411764706,,,,,,,,,,
17.733,10.218,1.186720143,1.75,,,,,,,,,,
17.75,10.228,-2.794117647,0.588235294,,,,,,,,,,
17.767,10.123,-3.863970588,-6.176470588,,,,,,,,,,
17.783,10.096,-2.865753119,-1.6875,,,,,,,,,,
17.8,10.026,-4.117647059,-4.117647059,,,,,,,,,,
17.817,9.956,-3.570866756,-4.117647059,,,,,,,,,,
17.833,9.9071,-1.876749109,-3.05625,,,,,,,,,,
17.85,9.8965,0.094117647,-0.623529412,,,,,,,,,,
17.867,9.9103,0.293772282,0.811764706,,,,,,,,,,
17.883,9.9072,0.829957665,-0.19375,,,,,,,,,,
17.9,9.9398,3.288235294,1.917647059,,,,,,,,,,
17.917,10.019,4.35162656,4.658823529,,,,,,,,,,
17.933,10.084,3.832553476,4.0625,,,,,,,,,,
17.95,10.145,4.823529412,3.588235294,,,,,,,,,,
17.967,10.248,4.740641711,6.058823529,,,,,,,,10.402,17.344,6.942
17.983,10.304,4.598039216,3.5,,,,,,,,,,
18,10.402,6.088235294,5.764705882,,,,,,,,,,
18.017,10.511,5.684491979,6.411764706,,,,,,,,,,
18.033,10.591,5.285204991,5,,,,,,,,,,
18.05,10.686,4.911764706,5.588235294,,,,,,,,,,
18.067,10.758,5.015597148,4.235294118,,,,,,,,,,
18.083,10.85,6.070855615,5.75,,,,,,,,,,
18.1,10.959,6.941176471,6.411764706,,,,,,,,,,
18.117,11.086,7.904300357,7.470588235,,,,,,,,,,
18.133,11.219,7.248328877,8.3125,,12.65140374,14.1875,,,,,,,
18.15,11.323,6.970588235,6.117647059,,,,,,,,,,
18.167,11.456,7.656862745,7.823529412,,,,,,,,,,
18.183,11.576,8.14171123,7.5,,,,,,,,,,
18.2,11.726,9.294117647,8.823529412,,,,,,,,,,
18.217,11.892,10.62644831,9.764705882,,,,,,,,,,
18.233,12.075,12.65140374,11.4375,,,,,,,,,,
18.25,12.312,11.76470588,13.94117647,,,,,,,,,,
18.267,12.475,11.95755348,9.588235294,,,,,,,,,,
18.283,12.702,12.07163547,14.1875,,,,,,,,,,
18.3,12.869,9.823529412,9.823529412,,,,,,,,,,
18.317,13.036,11.36330214,9.823529412,,,,,,,,,,
18.333,13.241,11.56294563,12.8125,,,,,,,,,,
18.35,13.415,11.67647059,10.23529412,,,,,,,,,,
18.367,13.638,11.2540107,13.11764706,,,,,,,,,,
18.383,13.79,10.62655971,9.5,,,,,,,,,,
18.4,13.991,10,11.82352941,,,,,,,,,,
18.417,14.13,7.699197861,8.176470588,,,,,,,,,,
18.433,14.246,7.870320856,7.25,,,,,,,,,,
18.45,14.391,9.5,8.529411765,,,,,,,,,,
18.467,14.569,10.9686943,10.47058824,,,,,,,,,,
18.483,14.752,9.628230838,11.4375,,,,,,,,,,
18.5,14.883,7.264705882,7.705882353,,,,,,,,,,
18.517,14.999,6.077317291,6.823529412,,,,,,,,,,
18.533,15.085,4.651292335,5.375,,,,,,,,,,
18.55,15.151,4.705882353,3.882352941,,,,,,,,,,
18.567,15.245,5.965017825,5.529411765,,,,,,,,,,
18.583,15.347,7.818850267,6.375,,,,,,,,,,
18.6,15.506,6.794117647,9.352941176,,,,,,,,,,
18.617,15.578,5.401960784,4.235294118,,,,,,,,,,
18.633,15.682,5.002673797,6.5,,,,,,,,,,
18.65,15.74,4.382352941,3.411764706,,,,,,,,,,
18.667,15.831,5.493092692,5.352941176,,,,,,,,,,
18.683,15.921,5.293449198,5.625,,,,,,,,,,
18.7,16.005,6.529411765,4.941176471,,,,,,,,,,
18.717,16.143,8.346813725,8.117647059,,,,,,,,,,
18.733,16.28,6.492981283,8.5625,,,,,,,,,,
18.75,16.353,4.852941176,4.294117647,,,,,,,,,,
18.767,16.445,6.197749554,5.411764706,,,,,,,,,,
18.783,16.556,6.02662656,6.9375,,,,,,,,,,
18.8,16.642,4.264705882,5.058823529,,,,,,,,,,
18.817,16.701,5.159982175,3.470588235,,,,,,,,,,
18.833,16.809,5.730392157,6.75,,,,,,,,,,
18.85,16.888,4.823529412,4.647058824,,,,,,,,,,
18.867,16.973,3.840909091,5,,,,,,,,,,
18.883,17.017,3.099376114,2.75,,,,,,,,,,
18.9,17.076,2.852941176,3.470588235,,,,,,,,,,
18.917,17.114,2.597036542,2.235294118,,,,,,,,,,
18.933,17.161,4.450868984,2.9375,,,,,,,,,,
18.95,17.264,4.735294118,6.058823529,,,,,,,,,,
18.967,17.322,2.49131016,3.411764706,,,,,,,,,,
18.983,17.348,0.723039216,1.625,,,,,,,,,,
19,17.344,0.558823529,-0.235294118,,,,,,,,,,
19.017,17.367,1.106729055,1.352941176,,,,,,,,,,
19.033,17.381,2.047905526,0.875,,,,,,,,,,
19.05,17.437,3.029411765,3.294117647,,,,,,,,,,
19.067,17.484,1.211675579,2.764705882,,,,,,,,,,
19.083,17.48,-0.299910873,-0.25,,,,,,,,,,
19.1,17.474,1.823529412,-0.352941176,,,,,,,,,,
19.117,17.542,4.482954545,4,,,,,,,,,,
19.133,17.621,4.112188057,4.9375,,,,,,,,,,
19.15,17.676,2.323529412,3.235294118,,,,,,,,,,
19.167,17.7,1.972370766,1.411764706,,,,,,,,,,
19.183,17.74,0.346702317,2.5,,,,,,,,,,
19.2,17.707,0.617647059,-1.941176471,,,,,,,,,,
19.217,17.761,1.829879679,3.176470588,,,,,,,,,,
19.233,17.77,1.516154189,0.5625,,,,,,,,,,
19.25,17.813,0.147058824,2.529411765,,,,,,,,,,
19.267,17.775,-0.890597148,-2.235294118,,,,,,,,,,
19.283,17.781,0.991755793,0.375,,,,,,,,,,
19.3,17.809,0.911764706,1.647058824,,,,,,,,,,
19.317,17.812,0.697303922,0.176470588,,,,,,,,,,
19.333,17.831,2.322972371,1.1875,,,,,,,,,,
19.35,17.891,2.264705882,3.529411765,,,,,,,,,,
19.367,17.908,0.774621212,1,,,,,,,,,,
19.383,17.917,1.145387701,0.5625,,,,,,,,,,
19.4,17.947,0.970588235,1.764705882,,,,,,,,,,
19.417,17.95,1.083667558,0.176470588,,,,,,,,,,
19.433,17.981,0.912544563,1.9375,,,,,,,,,,
19.45,17.978,1.470588235,-0.176470588,,,,,,,,,,
19.467,18.031,2.477495544,3.117647059,,,,,,,,,,
19.483,18.061,1.336675579,1.875,,,,,,,,,,
19.5,18.074,-0.411764706,0.764705882,,,,,,,,,,
19.517,18.047,-0.448083779,-1.588235294,,,,,,,,,,
19.533,18.057,0.008244207,0.625,,,,,,,,,,
19.55,18.046,1.323529412,-0.647058824,,,,,,,,,,
19.567,18.102,0.824420677,3.294117647,,,,,,,,,,
19.583,18.078,0.1114082,-1.5,,,,,,,,,,
19.6,18.109,-0.117647059,1.823529412,,,,,,,,,,
19.617,18.074,-1.96412656,-2.058823529,,,,,,,,,,
19.633,18.044,-2.59157754,-1.875,,,,,,,,,,
19.65,17.987,-0.676470588,-3.352941176,,,,,,,,,,
19.667,18.021,0.873106061,2,,,,,,,,,,
19.683,18.018,0.274175579,-0.1875,,,,,,,,,,
19.7,18.031,-1.117647059,0.764705882,,,,,,,,,,
19.717,17.98,-0.778409091,-3,,,,,,,,,,
19.733,18.001,-0.150958111,1.3125,,,,,,,,,,
19.75,17.972,0.970588235,-1.705882353,,,,,,,,,,
19.767,18.034,1.832664884,3.647058824,,,,,,,,,,
19.783,18.036,2.973484848,0.125,,,,,,,,,,
19.8,18.138,3.029411765,6,,,,,,,,,,
19.817,18.139,2.05692959,0.058823529,,,,,,,,,,
19.833,18.202,2.05692959,3.9375,,,,,,,,,,
19.85,18.203,2.147058824,0.058823529,,,,,,,,,,
19.867,18.275,2.150066845,4.235294118,,,,,,,,,,
19.883,18.278,2.406751337,0.1875,,,,,,,,,,
19.9,18.359,1.588235294,4.764705882,,,,,,,,,,
19.917,18.332,1.258355615,-1.588235294,,,,,,,,,,
19.933,18.395,1.201314617,3.9375,,,,,,,,,,
19.95,18.366,0.117647059,-1.705882353,,,,,,,,,,
19.967,18.399,-0.05692959,1.941176471,,,,,,,,,,
19.983,18.368,0.171234403,-1.9375,,,,,,,,,,
20,18.409,1.147058824,2.411764706,,,,,,,,,,
20.017,18.407,1.263034759,-0.117647059,,,,,,,,,,
20.033,18.448,0.635583779,2.5625,,,,,,,,,,
20.05,18.424,0.294117647,-1.411764706,,,,,,,,,,
20.067,18.458,0.679924242,2,,,,,,,,,,
20.083,18.449,0.794006239,-0.5625,,,,,,,,,,
20.1,18.487,1.970588235,2.235294118,,,,,,,,,,
20.117,18.516,2.147170232,1.705882353,,,,,,,,,,
20.133,18.557,1.89048574,2.5625,,,,,,,,,,
20.15,18.577,1.029411765,1.176470588,,,,,,,,,,
20.167,18.592,1.16833779,0.882352941,,,,,,,,,,
20.183,18.615,1.48206328,1.4375,,,,,,,,,,
20.2,18.641,1.705882353,1.529411765,,,,,,,,,,
20.217,18.673,1.234625668,1.882352941,,,,,,,,,,
20.233,18.683,0.493092692,0.625,,,,,,,,,,
20.25,18.689,-0.088235294,0.352941176,,,,,,,,,,
20.267,18.68,0.58043672,-0.529411765,,,,,,,,,,
20.283,18.706,1.036764706,1.625,,,,,,,,,,
20.3,18.713,0.058823529,0.411764706,,,,,,,,,,
20.317,18.708,-1.301693405,-0.294117647,,,,,,,,,,
20.333,18.672,-1.330213904,-2.25,,,,,,,,,,
20.35,18.666,-1.647058824,-0.352941176,,,,,,,,,,
20.367,18.616,-1.554812834,-2.941176471,,,,,,,,,,
20.383,18.612,-1.127005348,-0.25,,,,,,,,,,
20.4,18.577,-2.058823529,-2.058823529,,,,,,,,,,
20.417,18.542,-2.575868984,-2.058823529,,,,,,,,,,
20.433,18.493,-1.378008021,-3.0625,,,,,,,,,,
20.45,18.5,0.058823529,0.411764706,,,,,,,,,,
20.467,18.495,0.436942959,-0.294117647,,,,,,,,,,
20.483,18.513,1.03587344,1.125,,,,,,,,,,
20.5,18.529,1.352941176,0.941176471,,,,,,,,,,
20.517,18.559,1.435160428,1.764705882,,,,,,,,,,
20.533,18.577,0.436942959,1.125,,,,,,,,,,
20.55,18.572,1.088235294,-0.294117647,,,,,,,,,,
20.567,18.614,1.616421569,2.470588235,,,,,,,,,,
20.583,18.627,0.332999109,0.8125,,,,,,,,,,
20.6,18.624,1.088235294,-0.176470588,,,,,,,,,,
20.617,18.664,2.750668449,2.352941176,,,,,,,,,,
20.633,18.714,1.809491979,3.125,,,,,,,,,,
20.65,18.721,1.911764706,0.411764706,,,,,,,,,,
20.667,18.779,2.426916221,3.411764706,,,,,,,,,,
20.683,18.803,2.854723708,1.5,,,,,,,,,,
20.7,18.876,2.764705882,4.294117647,,,,,,,,,,
20.717,18.897,2.691733512,1.235294118,,,,,,,,,,
20.733,18.962,2.378008021,4.0625,,,,,,,,,,
20.75,18.972,2.088235294,0.588235294,,,,,,,,,,
20.767,19.033,1.095811052,3.588235294,,,,,,,,,,
20.783,19.013,1.609180036,-1.25,,,,,,,,,,
20.8,19.092,0.735294118,4.647058824,,,,,,,,,,
20.817,19.038,0.134135472,-3.176470588,,,,,,,,,,
20.833,19.09,0.390819964,3.25,,,,,,,,,,
20.85,19.045,-0.352941176,-2.647058824,,,,,,,,,,
20.867,19.078,-1.344808378,1.941176471,,,,,,,,,,
20.883,19.007,-2.856394831,-4.4375,,,,,,,,,,
20.9,18.987,-2.676470588,-1.176470588,,,,,,,,,,
20.917,18.916,-2.76548574,-4.176470588,,,,,,,,,,
20.933,18.893,-2.565842246,-1.4375,,,,,,,,,,
20.95,18.829,-2.088235294,-3.764705882,,,,,,,,,,
20.967,18.822,-2.163658645,-0.411764706,,,,,,,,,,
20.983,18.761,-2.078097148,-3.8125,,,,,,,,,,
21,18.757,-1.176470588,-0.235294118,,,,,,,,,,
21.017,18.721,-0.382798574,-2.117647059,,,,,,,,,,
21.033,18.741,1.499554367,1.25,,,,,,,,,,
21.05,18.771,0.323529412,1.764705882,,,,,,,,,,
21.067,18.752,0.488413547,-1.117647059,,,,,,,,,,
21.083,18.784,0.231729055,2,,,,,,,,,,
21.1,18.756,-0.441176471,-1.647058824,,,,,,,,,,
21.117,18.769,-0.176581996,0.764705882,,,,,,,,,,
21.133,18.752,0.821635472,-1.0625,,,,,,,,,,
21.15,18.8,1.294117647,2.823529412,,,,,,,,,,
21.167,18.796,0.626448307,-0.235294118,,,,,,,,,,
21.183,18.819,0.51236631,1.4375,,,,,,,,,,
21.2,18.811,0.264705882,-0.470588235,,,,,,,,,,
21.217,18.828,0.001893939,1,,,,,,,,,,
21.233,18.813,-0.482954545,-0.9375,,,,,,,,,,
21.25,18.813,0.264705882,0,,,,,,,,,,
