Time (s),Displacement (mm),Velocity Gradient,Velocity Derivative,,,,,,,,,,
28.933,18.922,-0.858400178,0.4375,,,,,,,,,,
28.95,18.884,-0.764705882,-2.235294118,,,,,,,,,,
28.967,18.896,-0.398284314,0.705882353,,,,,,,,,,
28.983,18.873,-1.425022282,-1.4375,,,,,,,,,,
29,18.849,-0.352941176,-1.411764706,,,,,,,,,,
29.017,18.861,-0.172905526,0.705882353,,,,,,,,,,
29.033,18.845,-1,-1,,,,,,,,,,
29.05,18.828,-1.352941176,-1,,,,,,,,,,
29.067,18.799,-0.505124777,-1.705882353,,,,,,,,,,
29.083,18.809,1.149064171,0.625,,,,,,,,,,
29.1,18.838,1.470588235,1.705882353,,,,,,,,,,
29.117,18.859,0.502339572,1.235294118,,,,,,,,,,
29.133,18.856,0.530860071,-0.1875,,,,,,,,,,
29.15,18.878,-0.029411765,1.294117647,,,,,,,,,,
29.167,18.855,-0.784759358,-1.352941176,,,,,,,,,,
29.183,18.851,1.468360071,-0.25,,,,,,,,,,
29.2,18.907,2.088235294,3.294117647,,,,,,,,,,
29.217,18.922,-0.151737968,0.882352941,,,,,,,,,,
29.233,18.904,-0.807709447,-1.125,,,,,,,,,,
29.25,18.896,-1.147058824,-0.470588235,,,,,,,,,,
29.267,18.865,-0.690953654,-1.823529412,,,,,,,,,,
29.283,18.871,0.563948307,0.375,,,,,,,,,,
29.3,18.884,0.294117647,0.764705882,,,,,,,,,,
29.317,18.881,0.429590018,-0.176470588,,,,,,,,,,
29.333,18.897,-1.110516934,1,,,,,,,,,,
29.35,18.84,-2.117647059,-3.352941176,,,,,,,,,,
29.367,18.825,-0.395610517,-0.882352941,,,,,,,,,,
29.383,18.826,-1.080102496,0.0625,,,,,,,,,,
29.4,18.787,-1.411764706,-2.294117647,,,,,,,,,,
29.417,18.778,-0.385472371,-0.529411765,,,,,,,,,,
29.433,18.774,-0.72771836,-0.25,,,,,,,,,,
29.45,18.753,-0.911764706,-1.235294118,,,,,,,,,,
29.467,18.743,-1.540886809,-0.588235294,,,,,,,,,,
29.483,18.704,-0.086341355,-2.4375,,,,,,,,,,
29.5,18.745,1.588235294,2.411764706,,,,,,,,,,
29.517,18.758,0.370766488,0.764705882,,,,,,,,,,
29.533,18.758,1.254901961,0,,,,,,,,,,
29.55,18.802,1.588235294,2.588235294,,,,,,,,,,
29.567,18.812,-0.551916221,0.588235294,,,,,,,,,,
29.583,18.786,-0.409313725,-1.625,,,,,,,,,,
29.6,18.801,0.5,0.882352941,,,,,,,,,,
29.617,18.803,0.411207665,0.117647059,,,,,,,,,,
29.633,18.814,-0.644050802,0.6875,,,,,,,,,,
29.65,18.779,-1.911764706,-2.058823529,,,,,,,,,,
29.667,18.749,-1.435160428,-1.764705882,,,,,,,,,,
29.683,18.731,-1.606283422,-1.125,,,,,,,,,,
29.7,18.695,-0.941176471,-2.117647059,,,,,,,,,,
29.717,18.699,0.629233512,0.235294118,,,,,,,,,,
29.733,18.715,0.001782531,1,,,,,,,,,,
29.75,18.697,0.088235294,-1.058823529,,,,,,,,,,
29.767,18.718,-0.753342246,1.235294118,,,,,,,,,,
29.783,18.676,-0.924465241,-2.625,,,,,,,,,,
29.8,18.691,0.558823529,0.882352941,,,,,,,,,,
29.817,18.695,-1.173796791,0.235294118,,,,,,,,,,
29.833,18.655,-1.658645276,-2.5,,,,,,,,,,
29.85,18.642,-2.323529412,-0.764705882,,,,,,,,,,
29.867,18.576,-2.268716578,-3.882352941,,,,,,,,,,
29.883,18.564,-1.812388592,-0.75,,,,,,,,,,
29.9,18.514,-3.470588235,-2.941176471,,,,,,,,,,
29.917,18.446,-1.585227273,-4,,,,,,,,,,
29.933,18.457,-1.927473262,0.6875,,,,,,,,,,
29.95,18.377,-2.411764706,-4.705882353,,,,,,,,,,
29.967,18.375,0.264928699,-0.117647059,,,,,,,,,,
29.983,18.385,-0.476604278,0.625,,,,,,,,,,
30,18.357,0.676470588,-1.647058824,,,,,,,,,,
30.017,18.408,0.424242424,3,,,,,,,,,,
30.033,18.376,-0.802139037,-2,,,,,,,,,,
30.05,18.384,0.558823529,0.470588235,,,,,,,,,,
30.067,18.395,-0.169229055,0.647058824,,,,,,,,,,
30.083,18.38,0.714906417,-0.9375,,,,,,,,,,
30.1,18.422,-0.558823529,2.470588235,,,,,,,,,,
30.117,18.361,-1.900735294,-3.588235294,,,,,,,,,,
30.133,18.356,0.437945633,-0.3125,,,,,,,,,,
30.15,18.377,-1.323529412,1.235294118,,,,,,,,,,
30.167,18.311,-3.299019608,-3.882352941,,,,,,,,,,
30.183,18.267,-4.52540107,-2.75,,,,,,,,,,
30.2,18.158,-5.382352941,-6.411764706,,,,,,,,,,
30.217,18.084,-4.847259358,-4.352941176,,,,,,,,,,
30.233,17.999,-5.988079323,-5.3125,,,,,,,,,,
30.25,17.885,-4.970588235,-6.705882353,,,,,,,,,,
30.267,17.83,-5.400066845,-3.235294118,,,,,,,,,,
30.283,17.711,-6.084558824,-7.4375,,,,,,,,,,
30.3,17.632,-4.676470588,-4.647058824,,,,,,,,,,
30.317,17.552,-3.633912656,-4.705882353,,,,,,,,,,
30.333,17.51,-0.439616756,-2.625,,,,,,,,,,
30.35,17.542,-0.088235294,1.882352941,,,,,,,,,,
30.367,17.507,0.16087344,-2.058823529,,,,,,,,,,
30.383,17.543,1.016488414,2.25,,,,,,,,,,
30.4,17.538,-0.176470588,-0.294117647,,,,,,,,,,
30.417,17.537,1.227161319,-0.058823529,,,,,,,,,,
30.433,17.576,-0.056261141,2.4375,,,,,,,,,,
30.45,17.53,-0.647058824,-2.705882353,,,,,,,,,,
30.467,17.554,-0.088235294,1.411764706,,,,,,,,,,
30.483,17.53,-0.886809269,-1.5,,,,,,,,,,
30.5,17.526,-0.294117647,-0.235294118,,,,,,,,,,
30.517,17.52,-2.102941176,-0.352941176,,,,,,,,,,
30.533,17.46,-1.389928699,-3.75,,,,,,,,,,
30.55,17.479,-0.794117647,1.117647059,,,,,,,,,,
30.567,17.433,-1.21535205,-2.705882353,,,,,,,,,,
30.583,17.436,0.06807041,0.1875,,,,,,,,,,
30.6,17.435,-1.205882353,-0.058823529,,,,,,,,,,
30.617,17.395,-0.52907754,-2.352941176,,,,,,,,,,
30.633,17.414,-1.156528521,1.1875,,,,,,,,,,
30.65,17.352,-1.382352941,-3.647058824,,,,,,,,,,
30.667,17.367,-0.634692513,0.882352941,,,,,,,,,,
30.683,17.334,-1.490307487,-2.0625,,,,,,,,,,
30.7,17.319,0.088235294,-0.882352941,,,,,,,,,,
30.717,17.337,-1.354055258,1.058823529,,,,,,,,,,
30.733,17.279,-1.439616756,-3.625,,,,,,,,,,
30.75,17.294,-0.264705882,0.882352941,,,,,,,,,,
30.767,17.27,-0.684491979,-1.411764706,,,,,,,,,,
30.783,17.27,-1.14E-13,0,,,,,,,,,,
30.8,17.27,-1.441176471,0,,,,,,,,,,
30.817,17.221,-0.753565062,-2.882352941,,,,,,,,,,
30.833,17.241,-1.295454545,1.25,,,,,,,,,,
30.85,17.173,-1.911764706,-4,,,,,,,,,,
30.867,17.176,-0.719362745,0.176470588,,,,,,,,,,
30.883,17.151,-1.432375223,-1.5625,,,,,,,,,,
30.9,17.129,-0.647058824,-1.294117647,,,,,,,,,,
30.917,17.129,-1.706439394,0,,,,,,,,,,
30.933,17.076,-1.449754902,-3.3125,,,,,,,,,,
30.95,17.085,-0.617647059,0.529411765,,,,,,,,,,
30.967,17.055,-0.501448307,-1.764705882,,,,,,,,,,
30.983,17.066,0.354166667,0.6875,,,,,,,,,,
31,17.066,-1.294117647,0,,,,,,,,,,
31.017,17.022,-1.061720143,-2.588235294,,,,,,,,,,
31.033,17.028,-1.090240642,0.375,,,,,,,,,,
31.05,16.983,-0.764705882,-2.647058824,,,,,,,,,,
31.067,17.002,-0.456216578,1.117647059,,,,,,,,,,
31.083,16.971,-1.34035205,-1.9375,,,,,,,,,,
31.1,16.959,-0.058823529,-0.705882353,,,,,,,,,,
31.117,16.969,-1.195855615,0.588235294,,,,,,,,,,
31.133,16.923,-1.110294118,-2.875,,,,,,,,,,
31.15,16.936,-0.764705882,0.764705882,,,,,,,,,,
31.167,16.897,-1.015708556,-2.294117647,,,,,,,,,,
31.183,16.9,-1.015708556,0.1875,,,,,,,,,,
31.2,16.861,-2.205882353,-2.294117647,,,,,,,,,,
31.217,16.825,-1.058934938,-2.117647059,,,,,,,,,,
31.233,16.824,-1.486742424,-0.0625,,,,,,,,,,
31.25,16.773,-1.911764706,-3,,,,,,,,,,
31.267,16.759,-1.880347594,-0.823529412,,,,,,,,,,
31.283,16.713,-1.623663102,-2.875,,,,,,,,,,
31.3,16.708,-0.852941176,-0.294117647,,,,,,,,,,
31.317,16.684,-1.6182041,-1.411764706,,,,,,,,,,
31.333,16.655,-0.163658645,-1.8125,,,,,,,,,,
31.35,16.682,-1.088235294,1.588235294,,,,,,,,,,
31.367,16.618,-1.728721034,-3.764705882,,,,,,,,,,
31.383,16.621,-0.787544563,0.1875,,,,,,,,,,
31.4,16.59,-1.382352941,-1.823529412,,,,,,,,,,
31.417,16.574,-1.196858289,-0.941176471,,,,,,,,,,
31.433,16.551,-2.537321747,-1.4375,,,,,,,,,,
31.45,16.488,-1.705882353,-3.705882353,,,,,,,,,,
31.467,16.493,-2.272170232,0.294117647,,,,,,,,,,
31.483,16.418,-3.470031194,-4.6875,,,,,,,,,,
31.5,16.381,-1.911764706,-2.176470588,,,,,,,,,,
31.517,16.353,-2.762589127,-1.647058824,,,,,,,,,,
31.533,16.292,-2.163658645,-3.8125,,,,,,,,,,
31.55,16.285,-2,-0.411764706,,,,,,,,,,
31.567,16.224,-1.22459893,-3.588235294,,,,,,,,,,
31.583,16.24,-0.796791444,1,,,,,,,,,,
31.6,16.194,-2.029411765,-2.705882353,,,,,,,,,,
31.617,16.171,-0.62377451,-1.352941176,,,,,,,,,,
31.633,16.172,-1.308266488,0.0625,,,,,,,,,,
31.65,16.125,-1.941176471,-2.764705882,,,,,,,,,,
31.667,16.106,-2.441510695,-1.117647059,,,,,,,,,,
31.683,16.047,-2.869318182,-3.6875,,,,,,,,,,
31.7,16.013,-3,-2,,,,,,,,,,
31.717,15.945,-4.354166667,-4,,,,,,,,,,
31.733,15.87,-3.241867201,-4.6875,,,,,,,,,,
31.75,15.841,-2.529411765,-1.705882353,,,,,,,,,,
31.767,15.784,-2.62377451,-3.352941176,,,,,,,,,,
31.783,15.753,-2.138926025,-1.9375,,,,,,,,,,
31.8,15.713,-1.705882353,-2.352941176,,,,,,,,,,
31.817,15.695,-0.674353832,-1.058823529,,,,,,,,,,
31.833,15.69,-1.216243316,-0.3125,,,,,,,,,,
31.85,15.653,-0.588235294,-2.176470588,,,,,,,,,,
31.867,15.67,-0.867424242,1,,,,,,,,,,
31.883,15.628,-1.523395722,-2.625,,,,,,,,,,
31.9,15.622,-1.147058824,-0.352941176,,,,,,,,,,
31.917,15.589,-2.196858289,-1.941176471,,,,,,,,,,
31.933,15.55,-1.654968806,-2.4375,,,,,,,,,,
31.95,15.536,-1.470588235,-0.823529412,,,,,,,,,,
31.967,15.5,-0.897950089,-2.117647059,,,,,,,,,,
31.983,15.504,-0.954991087,0.25,,,,,,,,,,
32,15.466,-1.911764706,-2.235294118,,,,,,,,,,
32.017,15.439,-0.963235294,-1.588235294,,,,,,,,,,
32.033,15.433,-1.134358289,-0.375,,,,,,,,,,
32.05,15.4,-1.441176471,-1.941176471,,,,,,,,,,
32.067,15.384,-1.454434046,-0.941176471,,,,,,,,,,
32.083,15.353,-1.226270053,-1.9375,,,,,,,,,,
32.1,15.345,-1.382352941,-0.470588235,,,,,,,,,,
32.117,15.306,-2.400178253,-2.294117647,,,,,,,,,,
32.133,15.266,0.565953654,-2.5,,,,,,,,,,
32.15,15.331,0.852941176,3.823529412,,,,,,,,,,
32.167,15.295,-0.994540998,-2.117647059,,,,,,,,,,
32.183,15.296,-0.338569519,0.0625,,,,,,,,,,
32.2,15.283,-0.676470588,-0.764705882,,,,,,,,,,
32.217,15.273,-1.347704991,-0.588235294,,,,,,,,,,
32.233,15.24,-2.260360963,-2.0625,,,,,,,,,,
32.25,15.198,-1.235294118,-2.470588235,,,,,,,,,,
32.267,15.198,-1.287878788,0,,,,,,,,,,
32.283,15.158,-3.712121212,-2.5,,,,,,,,,,
32.3,15.073,-3,-5,,,,,,,,,,
32.317,15.056,-1.772727273,-1,,,,,,,,,,
32.333,15.016,-1.943850267,-2.5,,,,,,,,,,
32.35,14.993,-1.735294118,-1.352941176,,,,,,,,,,
32.367,14.957,-0.83355615,-2.117647059,,,,,,,,,,
32.383,14.963,-1.033199643,0.375,,,,,,,,,,
32.4,14.92,-2.088235294,-2.529411765,,,,,,,,,,
32.417,14.892,-1.700089127,-1.647058824,,,,,,,,,,
32.433,14.864,-2.384581105,-1.75,,,,,,,,,,
32.45,14.812,-2.176470588,-3.058823529,,,,,,,,,,
32.467,14.79,-2.205102496,-1.294117647,,,,,,,,,,
32.483,14.741,-2.091020499,-3.0625,,,,,,,,,,
32.5,14.723,-1.941176471,-1.058823529,,,,,,,,,,
32.517,14.675,-2.399286988,-2.823529412,,,,,,,,,,
32.533,14.643,0.909090909,-2,,,,,,,,,,
32.55,14.711,0.588235294,4,,,,,,,,,,
32.567,14.663,-1.497771836,-2.823529412,,,,,,,,,,
32.583,14.659,-0.756238859,-0.25,,,,,,,,,,
32.6,14.637,-0.764705882,-1.294117647,,,,,,,,,,
32.617,14.633,-0.79021836,-0.235294118,,,,,,,,,,
32.633,14.612,-2.130681818,-1.3125,,,,,,,,,,
32.65,14.561,-1.411764706,-3,,,,,,,,,,
32.667,14.564,-1.717468806,0.176470588,,,,,,,,,,
32.683,14.508,-4.084670232,-3.5,,,,,,,,,,
32.7,14.428,-2.676470588,-4.705882353,,,,,,,,,,
32.717,14.417,-1.118649733,-0.647058824,,,,,,,,,,
32.733,14.392,0.621100713,-1.5625,,,,,,,,,,
32.75,14.442,0.764705882,2.941176471,,,,,,,,,,
32.767,14.418,0.635583779,-1.411764706,,,,,,,,,,
32.783,14.459,0.835227273,2.5625,,,,,,,,,,
32.8,14.442,-0.294117647,-1,,,,,,,,,,
32.817,14.449,0.811385918,0.411764706,,,,,,,,,,
32.833,14.468,0.012811943,1.1875,,,,,,,,,,
32.85,14.447,0.882352941,-1.235294118,,,,,,,,,,
32.867,14.498,0.746212121,3,,,,,,,,,,
32.883,14.476,-1.478386809,-1.375,,,,,,,,,,
32.9,14.449,-1.617647059,-1.588235294,,,,,,,,,,
32.917,14.421,-1.34592246,-1.647058824,,,,,,,,,,
32.933,14.404,1.620209447,-1.0625,,,,,,,,,,
32.95,14.48,0.764705882,4.470588235,,,,,,,,,,
32.967,14.43,-0.97526738,-2.941176471,,,,,,,,,,
32.983,14.444,-0.034090909,0.875,,,,,,,,,,
33,14.427,-0.735294118,-1,,,,,,,,,,
33.017,14.419,-0.839906417,-0.470588235,,,,,,,,,,
33.033,14.4,-1.838123886,-1.1875,,,,,,,,,,
33.05,14.357,-0.588235294,-2.529411765,,,,,,,,,,
33.067,14.38,-0.953877005,1.352941176,,,,,,,,,,
33.083,14.33,-3.064393939,-3.125,,,,,,,,,,
33.1,14.279,-0.441176471,-3,,,,,,,,,,
33.117,14.315,2.379010695,2.117647059,,,,,,,,,,
33.133,14.357,0.981506239,2.625,,,,,,,,,,
33.15,14.344,-1.382352941,-0.764705882,,,,,,,,,,
33.167,14.31,1.895833333,-2,,,,,,,,,,
33.183,14.399,2.608845811,5.5625,,,,,,,,,,
33.2,14.39,-0.470588235,-0.529411765,,,,,,,,,,
33.217,14.383,0.605280749,-0.411764706,,,,,,,,,,
33.233,14.408,0.719362745,1.5625,,,,,,,,,,
33.25,14.405,-0.205882353,-0.176470588,,,,,,,,,,
33.267,14.401,-2.818627451,-0.235294118,,,,,,,,,,
33.283,14.317,-1.506684492,-5.25,,,,,,,,,,
33.3,14.359,0.147058824,2.470588235,,,,,,,,,,
33.317,14.322,-2.922682709,-2.176470588,,,,,,,,,,
33.333,14.264,-1.95298574,-3.625,,,,,,,,,,
33.35,14.261,-0.735294118,-0.176470588,,,,,,,,,,
33.367,14.239,0.080882353,-1.294117647,,,,,,,,,,
33.383,14.261,-0.46100713,1.375,,,,,,,,,,
33.4,14.22,-1.117647059,-2.411764706,,,,,,,,,,
33.417,14.223,-0.493983957,0.176470588,,,,,,,,,,
33.433,14.205,-1.577762923,-1.125,,,,,,,,,,
33.45,14.17,-1.176470588,-2.058823529,,,,,,,,,,
33.467,14.165,-1.205102496,-0.294117647,,,,,,,,,,
33.483,14.132,-0.74877451,-2.0625,,,,,,,,,,
33.5,14.143,-0.176470588,0.647058824,,,,,,,,,,
33.517,14.126,-1.708333333,-1,,,,,,,,,,
33.533,14.088,-1.423128342,-2.375,,,,,,,,,,
33.55,14.081,-1.352941176,-0.411764706,,,,,,,,,,
33.567,14.042,0.561942959,-2.294117647,,,,,,,,,,
33.583,14.094,1.674242424,3.25,,,,,,,,,,
33.6,14.094,0.676470588,0,,,,,,,,,,
33.617,14.117,0.816956328,1.352941176,,,,,,,,,,
33.633,14.122,0.018382353,0.3125,,,,,,,,,,
33.65,14.117,-0.176470588,-0.294117647,,,,,,,,,,
33.667,14.116,-0.092914439,-0.058823529,,,,,,,,,,
33.683,14.114,0.363413547,-0.125,,,,,,,,,,
33.7,14.129,0.705882353,0.882352941,,,,,,,,,,
33.717,14.138,-0.419451872,0.529411765,,,,,,,,,,
33.733,14.117,-1.132464349,-1.3125,,,,,,,,,,
33.75,14.101,0.176470588,-0.941176471,,,,,,,,,,
33.767,14.123,0.015708556,1.294117647,,,,,,,,,,
33.783,14.104,-1.125111408,-1.1875,,,,,,,,,,
33.8,14.086,0.735294118,-1.058823529,,,,,,,,,,
33.817,14.129,1.001002674,2.529411765,,,,,,,,,,
33.833,14.122,0.373551693,-0.4375,,,,,,,,,,
33.85,14.143,0.352941176,1.235294118,,,,,,,,,,
33.867,14.134,-0.321078431,-0.529411765,,,,,,,,,,
33.883,14.132,1.190508021,-0.125,,,,,,,,,,
33.9,14.176,0.882352941,2.588235294,,,,,,,,,,
33.917,14.162,-0.10951426,-0.823529412,,,,,,,,,,
33.933,14.171,0.660539216,0.5625,,,,,,,,,,
33.95,14.184,0.441176471,0.764705882,,,,,,,,,,
33.967,14.186,-0.13614082,0.117647059,,,,,,,,,,
33.983,14.18,-0.022058824,-0.375,,,,,,,,,,
34,14.186,-0.558823529,0.352941176,,,,,,,,,,
34.017,14.161,-0.906194296,-1.470588235,,,,,,,,,,
34.033,14.155,-0.050579323,-0.375,,,,,,,,,,
34.05,14.16,-0.852941176,0.294117647,,,,,,,,,,
34.067,14.126,0.640151515,-2,,,,,,,,,,
34.083,14.176,0.554590018,3.125,,,,,,,,,,
34.1,14.139,-1.470588235,-2.176470588,,,,,,,,,,
34.117,14.126,-0.467357398,-0.764705882,,,,,,,,,,
34.133,14.123,-1.750779857,-0.1875,,,,,,,,,,
34.15,14.065,-0.911764706,-3.411764706,,,,,,,,,,
34.167,14.092,-0.453431373,1.588235294,,,,,,,,,,
34.183,14.054,-2.478386809,-2.375,,,,,,,,,,
34.2,14.01,-1.294117647,-2.588235294,,,,,,,,,,
34.217,14.01,-1.609848485,0,,,,,,,,,,
34.233,13.96,-1.182040998,-3.125,,,,,,,,,,
34.25,13.975,-0.088235294,0.882352941,,,,,,,,,,
34.267,13.957,-0.127005348,-1.058823529,,,,,,,,,,
34.283,13.969,0.300802139,0.75,,,,,,,,,,
34.3,13.966,-0.470588235,-0.176470588,,,,,,,,,,
34.317,13.953,0.047794118,-0.764705882,,,,,,,,,,
34.333,13.966,1.074532086,0.8125,,,,,,,,,,
34.35,13.989,0.058823529,1.352941176,,,,,,,,,,
34.367,13.968,-0.663324421,-1.235294118,,,,,,,,,,
34.383,13.966,-0.092914439,-0.125,,,,,,,,,,
34.4,13.965,-0.705882353,-0.058823529,,,,,,,,,,
34.417,13.942,-0.849153298,-1.352941176,,,,,,,,,,
34.433,13.936,-0.022058824,-0.375,,,,,,,,,,
34.45,13.942,0.058823529,0.352941176,,,,,,,,,,
34.467,13.938,-1.015597148,-0.235294118,,,,,,,,,,
34.483,13.91,-2.127896613,-1.75,,,,,,,,,,
34.5,13.867,-1.5,-2.529411765,,,,,,,,,,
34.517,13.859,-0.228163993,-0.470588235,,,,,,,,,,
34.533,13.859,0.256684492,0,,,,,,,,,,
34.55,13.868,0.264705882,0.529411765,,,,,,,,,,
34.567,13.868,-0.418560606,0,,,,,,,,,,
34.583,13.855,-0.589683601,-0.8125,,,,,,,,,,
34.6,13.849,0.058823529,-0.352941176,,,,,,,,,,
34.617,13.857,1.129679144,0.470588235,,,,,,,,,,
34.633,13.885,1.101158645,1.75,,,,,,,,,,
34.65,13.892,1.088235294,0.411764706,,,,,,,,,,
34.667,13.922,0.11508467,1.764705882,,,,,,,,,,
34.683,13.899,-0.284202317,-1.4375,,,,,,,,,,
34.7,13.915,-0.088235294,0.941176471,,,,,,,,,,
34.717,13.896,-0.509692513,-1.117647059,,,,,,,,,,
34.733,13.897,-0.138926025,0.0625,,,,,,,,,,
34.75,13.891,-1.147058824,-0.352941176,,,,,,,,,,
34.767,13.858,-0.136252228,-1.941176471,,,,,,,,,,
34.783,13.883,0.462678253,1.5625,,,,,,,,,,
34.8,13.871,-0.117647059,-0.705882353,,,,,,,,,,
34.817,13.879,-0.415775401,0.470588235,,,,,,,,,,
34.833,13.859,-1.813279857,-1.25,,,,,,,,,,
34.85,13.818,-0.588235294,-2.411764706,,,,,,,,,,
34.867,13.839,0.75991533,1.235294118,,,,,,,,,,
34.883,13.844,0.018382353,0.3125,,,,,,,,,,
34.9,13.839,-0.823529412,-0.294117647,,,,,,,,,,
34.917,13.816,-1.428698752,-1.352941176,,,,,,,,,,
34.933,13.792,-0.601604278,-1.5,,,,,,,,,,
34.95,13.798,-0.264705882,0.352941176,,,,,,,,,,
34.967,13.783,1.053253119,-0.882352941,,,,,,,,,,
34.983,13.829,1.566622103,2.875,,,,,,,,,,
35,13.832,0.411764706,0.176470588,,,,,,,,,,
35.017,13.843,-1.135138146,0.647058824,,,,,,,,,,
35.033,13.798,-1.135138146,-2.8125,,,,,,,,,,
35.05,13.809,0.411764706,0.647058824,,,,,,,,,,
35.067,13.812,-0.751559715,0.176470588,,,,,,,,,,
35.083,13.786,-1.692736185,-1.625,,,,,,,,,,
35.1,13.756,-1.294117647,-1.764705882,,,,,,,,,,
35.117,13.742,-1.783756684,-0.823529412,,,,,,,,,,
35.133,13.699,-1.897838681,-2.6875,,,,,,,,,,
35.15,13.681,-1.235294118,-1.058823529,,,,,,,,,,
35.167,13.657,-1.167446524,-1.411764706,,,,,,,,,,
35.183,13.642,-0.02662656,-0.9375,,,,,,,,,,
35.2,13.658,0.176470588,0.941176471,,,,,,,,,,
35.217,13.648,0.64850713,-0.588235294,,,,,,,,,,
35.233,13.677,0.619986631,1.8125,,,,,,,,,,
35.25,13.666,-1.235294118,-0.647058824,,,,,,,,,,
35.267,13.635,-1.10951426,-1.823529412,,,,,,,,,,
35.283,13.628,-0.767268271,-0.4375,,,,,,,,,,
35.3,13.609,-0.382352941,-1.117647059,,,,,,,,,,
35.317,13.615,-0.054255793,0.352941176,,,,,,,,,,
35.333,13.608,-0.738747772,-0.4375,,,,,,,,,,
35.35,13.59,-0.735294118,-1.058823529,,,,,,,,,,
35.367,13.583,-1.6807041,-0.411764706,,,,,,,,,,
35.383,13.537,-1.509581105,-2.875,,,,,,,,,,
35.4,13.536,-0.323529412,-0.058823529,,,,,,,,,,
35.417,13.526,-0.317401961,-0.588235294,,,,,,,,,,
35.433,13.525,0.509692513,-0.0625,,,,,,,,,,
35.45,13.544,0.5,1.117647059,,,,,,,,,,
35.467,13.542,-0.089237968,-0.117647059,,,,,,,,,,
35.483,13.541,0.195967023,-0.0625,,,,,,,,,,
35.5,13.549,0.911764706,0.470588235,,,,,,,,,,
35.517,13.572,0.752562389,1.352941176,,,,,,,,,,
35.533,13.575,0.467357398,0.1875,,,,,,,,,,
35.55,13.588,0.264705882,0.764705882,,,,,,,,,,
35.567,13.584,0.014705882,-0.235294118,,,,,,,,,,
35.583,13.588,-1.297237077,0.25,,,,,,,,,,
35.6,13.538,-2.382352941,-2.941176471,,,,,,,,,,
35.617,13.507,-1.10951426,-1.823529412,,,,,,,,,,
35.633,13.5,-0.396501783,-0.4375,,,,,,,,,,
35.65,13.494,-0.970588235,-0.352941176,,,,,,,,,,
35.667,13.467,-0.641265597,-1.588235294,,,,,,,,,,
35.683,13.471,0.014705882,0.25,,,,,,,,,,
35.7,13.467,0.264705882,-0.235294118,,,,,,,,,,
35.717,13.48,0.563948307,0.764705882,,,,,,,,,,
35.733,13.486,2.075534759,0.375,,,,,,,,,,
35.75,13.552,2.441176471,3.882352941,,,,,,,,,,
35.767,13.569,0.742424242,1,,,,,,,,,,
35.783,13.577,-0.056149733,0.5,,,,,,,,,,
35.8,13.566,1.588235294,-0.647058824,,,,,,,,,,
35.817,13.631,3.914438503,3.823529412,,,,,,,,,,
35.833,13.695,4,4,,,,,,,,,,
35.85,13.763,4.176470588,4,,,,,,,,,,
35.867,13.837,4.589683601,4.352941176,,,,,,,,,,
35.883,13.914,2.849933155,4.8125,,,,,,,,,,
35.9,13.927,2.176470588,0.764705882,,,,,,,,,,
35.917,13.988,3.800356506,3.588235294,,,,,,,,,,
35.933,14.052,3.315508021,4,,,,,,,,,,
35.95,14.096,1.029411765,2.588235294,,,,,,,,,,
35.967,14.087,-0.578654189,-0.529411765,,,,,,,,,,
35.983,14.077,-0.379010695,-0.625,,,,,,,,,,
36,14.075,-0.352941176,-0.117647059,,,,,,,,,,
36.017,14.065,-0.607174688,-0.588235294,,,,,,,,,,
36.033,14.055,-0.493092692,-0.625,,,,,,,,,,
36.05,14.049,-0.558823529,-0.352941176,,,,,,,,,,
36.067,14.036,-1.30447861,-0.764705882,,,,,,,,,,
36.083,14.007,-1.161876114,-1.8125,,,,,,,,,,
36.1,13.999,0.5,-0.470588235,,,,,,,,,,
36.117,14.024,0.069073084,1.470588235,,,,,,,,,,
36.133,14.004,-1.328431373,-1.25,,,,,,,,,,
36.15,13.98,-1,-1.411764706,,,,,,,,,,
36.167,13.97,-0.41399287,-0.588235294,,,,,,,,,,
36.183,13.966,-0.071746881,-0.25,,,,,,,,,,
36.2,13.968,-0.411764706,0.117647059,,,,,,,,,,
36.217,13.952,0.155414439,-0.941176471,,,,,,,,,,
36.233,13.971,0.697303922,1.1875,,,,,,,,,,
36.25,13.974,-0.617647059,0.176470588,,,,,,,,,,
36.267,13.95,-0.459113191,-1.411764706,,,,,,,,,,
36.283,13.957,0.738747772,0.4375,,,,,,,,,,
36.3,13.975,0.382352941,1.058823529,,,,,,,,,,
36.317,13.97,-1.044117647,-0.294117647,,,,,,,,,,
36.333,13.942,-1.129679144,-1.75,,,,,,,,,,
36.35,13.934,-0.205882353,-0.470588235,,,,,,,,,,
36.367,13.935,-1.066176471,0.058823529,,,,,,,,,,
36.383,13.901,-1.40842246,-2.125,,,,,,,,,,
36.4,13.89,-0.882352941,-0.647058824,,,,,,,,,,
36.417,13.871,-0.606283422,-1.117647059,,,,,,,,,,
36.433,13.869,-1.148172906,-0.125,,,,,,,,,,
36.45,13.831,-1.970588235,-2.235294118,,,,,,,,,,
36.467,13.802,-0.762700535,-1.705882353,,,,,,,,,,
36.483,13.804,-0.734180036,0.125,,,,,,,,,,
36.5,13.776,-1.264705882,-1.647058824,,,,,,,,,,
36.517,13.761,0.538101604,-0.882352941,,,,,,,,,,
36.533,13.791,0.481060606,1.875,,,,,,,,,,
36.55,13.774,-0.264705882,-1,,,,,,,,,,
